Ground Truth,Response
G(SelfTestMode -> X(((testPSExpPass | testPSExpFail) | testPSExpSkip))),G(SelfTestMode -> F(testPSExpPass | testPSExpSkip | testPSExpFail))
G((!(apnea) & X((apnea))) -> F(apneaAlarm)),G(apnea -> F(apneaAlarm))
G((!(selfTestPass) & X((selfTestPass))) -> X(StandbyMode)),G(selfTestPass -> F StandbyMode)
G((!(ventilatorSettingsChanged) & X((ventilatorSettingsChanged))) -> X(logVentilatorSettings)),G(ventilatorSettingsChanged -> F logVentilatorSettings)
(((selfTestPass | selfTestFail))),G(selfTestPass -> !selfTestFail)
G((!(startUpDone) & X((startUpDone))) -> F((newPatient | resumeVentilation))),G(startUpDone -> (!selfTestMode U (newPatient | resumeVentilation)))
(G((((((StartUpMode | SelfTestMode) | StandbyMode) | PCVMode) | PSVMode) | failSafeMode))),G(StartUpMode -> !(SelfTestMode | StandbyMode | PCVMode | PSVMode | failSafeMode)) & G(SelfTestMode -> !(StartUpMode | StandbyMode | PCVMode | PSVMode | failSafeMode)) & G(StandbyMode -> !(StartUpMode | SelfTestMode | PCVMode | PSVMode | failSafeMode)) & G(PCVMode -> !(StartUpMode | SelfTestMode | StandbyMode | PSVMode | failSafeMode)) & G(PSVMode -> !(StartUpMode | SelfTestMode | StandbyMode | PCVMode | failSafeMode)) & G(failSafeMode -> !(StartUpMode | SelfTestMode | StandbyMode | PCVMode | PSVMode))
G(failSafeMode -> X(patientSafe)),G(failSafeMode -> patientSafe)
G(PCVMode -> G((((confirmPSVParameters & PSVMode) | ((! confirmPSVParameters) & PCVMode)) & ventilating))),G(PSVMode -> (confirmPSVParameters & PCVMode)) & (!confirmPSVParameters U PSVMode)
G((!(alarmSettingsChanged) & X((alarmSettingsChanged))) -> X(logAlarmSettings)),G(alarmSettingsChanged -> F logAlarmSettings)
G(StandbyMode -> G((!ventilating))),G(StandbyMode -> !ventilating)
G(StandbyMode -> F((ventilationParamsAdjustable))),G(StandbyMode -> ventilationParamsAdjustable)
G(StartUpMode -> (initDone | initFail)),G(StartUpMode -> F(initDone | initFail))
G((StartUpMode & !initFail & X(initFail)) -> X(initFail & OutOfServiceWarning & failSafeMode)),G(initFail -> (OutOfServiceWarning & !StartUpMode & !failSafeMode))
G((PCVMode & !(PSVModeSelected) & X((PSVModeSelected))) -> X((! (inspiratoryPhaseEnd & PSVMode)))),G((PCVMode & inspiratoryPhaseEnd) -> X PSVMode)
G(powerFailure -> X(patientSafe)),G(powerFailure -> patientSafe)
G(SelfTestMode -> X(((testOxygenSensorPass | testOxygenSensorFail) | testOxygenSensorSkip))),G(SelfTestMode -> F(testOxygenSensorPass | testOxygenSensorSkip))
G((!(patientChanged) & X((patientChanged))) -> F(logPatientChange)),G(patientChanged -> F(logPatientChange))
G(SelfTestMode -> (((testAlarmsPass | testAlarmsFail) | testAlarmsSkip))),G(SelfTestMode -> F(testAlarmsPass))
G((gasSupplyFailure) -> X(patientSafe)),G(gasSupplyFailure -> patientSafe)
(G(enableLeakCompensation <-> leakCompensationActive)),G(F enableLeakCompensation & F !enableLeakCompensation)
G((!(powerSupplyChanged) & X((powerSupplyChanged))) -> (logPowerSupply)),G(powerSupplyChanged -> F logPowerSupply)
((logParams & saveLog U off)),G((logParams & !off) -> (!off U saveLog))
(G(loadLog)),G(startup -> F loadLog)
G((!(patientBreathTrigger) & X((patientBreathTrigger))) -> X(breathingTimerReset)),G(patientBreathTrigger -> breathingTimerReset)
G(SelfTestMode -> (((testPowerSwitchPass | testPowerSwitchFail) | testPowerSwitchSkip))),G(SelfTestMode -> F(testPowerSwitchPass | testPowerSwitchFail | testPowerSwitchSkip))
G((PCVMode & !(RMButton) & X((RMButton))) -> (RM)),G(PCVMode -> F(RMButton -> F RM))
G((enableLeakCompensation & !MinPEEPAlarm & X(MinPEEPAlarm)) -> X(leakCompensationActive)),G(enableLeakCompensation -> F(leakCompensationActive))
G(((breathingCircuitConnected & ! ( patientConnected ) & airSupplyConnected & powerConnected ) & !(powerButton) & X((powerButton))) -> X(StartUpMode)),G((breathingCircuitConnected & !patientConnected & airSupplyConnected & powerConnected & powerButton) -> X StartUpMode)
G((!(preUseCheckDone) & X((preUseCheckDone))) -> X(logPreUseCheck)),G(logPreUseCheck -> F preUseCheckDone)
G((SelfTestMode & !(selfTestFail) & X((selfTestFail))) -> X((OutOfServiceWarning & failSafeMode))),G(selfTestFail -> (OutOfServiceWarning & !SelfTestMode & !failSafeMode))
G(SelfTestMode -> F(((testLeaksPass | testLeaksFail) | testLeaksSkip))),G(SelfTestMode -> F(testLeaksPass | testLeaksSkip))
G((!(newPatient) & X((newPatient))) -> F(((patientAttributesEntered & SelfTestMode) & ((((((testPowerSwitchPass & testLeaksPass) & testFl2Pass) & testPSExpPass) & testOxygenSensorPass) & testAlarmsPass) -> selfTestPass)))),newPatient -> (F patientAttributesEntered & F selfTestPass & F testAlarmsPass & F testFl2Pass & F testLeaksPass & F testOxygenSensorPass & F testPSExpPass & F testPowerSwitchPass)
(G((measureRR & displayRR))),G(measureRR -> displayRR)
G((PCVMode & !(PSVModeSelected) & X((PSVModeSelected))) -> F((ventilating & PSVMode))),G((PCVMode & ventilating) -> F(PSVModeSelected))
(G(logO2SensorUse)),F logO2SensorUse
(G((measureO2_PRC_ & displayO2_PRC_))),G(measureO2_PRC_ -> F displayO2_PRC_)
G((!(resumeVentilation) & X((resumeVentilation))) -> X(loadLastParams)),resumeVentilation -> F loadLastParams
G((PCVMode & !breathingCycleDone | patientBreathingRequest & X(breathingCycleDone | patientBreathingRequest)) -> (inspiratoryPhaseStart)),G(PCVMode -> (expirationPhase -> (F(inspiratoryPhaseStart) & (breathingCycleDone | patientBreathingRequest))))
G(StandbyMode -> G(((!ventilating & inValveClose) & outValveOpen))),G(StandbyMode -> (!ventilating & inValveClose & outValveOpen))
G(StartUpMode -> ((((checkCommsSensors) & checkCommsValves) & checkCommsGUI) & defaultParamsLoaded & (initStart & (initDone | ((initFail & OutOfServiceWarning) & failSafeMode))))),G(StartUpMode -> (defaultParamsLoaded & checkCommsSensors & checkCommsValves & checkCommsGUI) U initDone)
G((PCVMode & expiratoryPhaseEnd & !patientBreathingRequest & !(expiratoryPauseButton) & X((expiratoryPauseButton))) -> (((expiratoryPhaseEnd & inValveClose) & outValveClose))),G((PCVMode & !patientBreathingRequest) -> (expiratoryPhaseEnd U expiratoryPauseButton))
G((!(! RMButton) & X((! RMButton))) -> F(((! RM) & expiratoryPhaseStart))),G(RMButton -> !RM)
G((expiratoryPhase) -> G((inValveClose & outValveOpen))),G(expiratoryPhase -> (inValveClose & outValveOpen))
G((!(off & powerButton) & X((off & powerButton))) -> F((StartUpMode))),powerButton -> X StartUpMode
G((PCVMode & !(inspiratoryPhaseEnd & PSVModeSelected) & X((inspiratoryPhaseEnd & PSVModeSelected))) -> X((ventilating & PSVMode))),G((PCVMode & ventilating & PSVModeSelected) -> F(PSVMode & inspiratoryPhaseEnd))
G((PCVMode & !(stopVentilation) & X((stopVentilation))) -> F(StandbyMode)),G((PCVMode & stopVentilation) -> X StandbyMode)
G((PSVMode & !(breathingCycleStart) & X((breathingCycleStart))) -> X(inspiratoryPhaseStart)),G(PSVMode -> (breathingCycleStart -> inspiratoryPhaseStart))
G((!(!off & powerButton) & X((!off & powerButton))) -> (finalState)),G(finalState -> F(powerButton & off))
G(finalState -> F((parametersStored & off))),G(finalState -> (parametersStored U off))
G((PSVMode & !(V_E_lessThan_ExpiratoryTriggerSensitivity_multiplyBy_PeakV_E) & X((V_E_lessThan_ExpiratoryTriggerSensitivity_multiplyBy_PeakV_E))) -> X(expiratoryPhaseStart)),G(PSVMode -> (V_E_lessThan_ExpiratoryTriggerSensitivity_multiplyBy_PeakV_E -> X expiratoryPhaseStart))
G(((PSVMode & expClock_within_interval_min_exp_time_psv_to_apnea_lag & !patientBreathingRequest & expiratoryPhase) & !(expiratoryPauseButton) & X((expiratoryPauseButton))) -> X(((expiratoryPhaseEnd & inValveClose) & outValveClose))),G((PSVMode & expiratoryPhase & !patientBreathingRequest) -> (expiratoryPauseButton U expiratoryPhaseEnd))
G(((PCVMode) & !(dropPAW_greaterThan_ITS_PCV) & X((dropPAW_greaterThan_ITS_PCV))) -> X(patientBreathingRequest)),G((PCVMode & patientBreathingRequest & dropPAW_greaterThan_ITS_PCV) -> X PCVMode)
G(PSVMode -> (inspiratoryPhase U (( P_insp_greaterThanOrEqual_MaxP_insp | inspClock_greaterThanOrEqual_inspiratoryTime )))),G((PSVMode & inspiratoryPhase) -> ((inspiratoryPhase U P_insp_greaterThanOrEqual_MaxP_insp) & (inspiratoryPhase U inspClock_greaterThanOrEqual_inspiratoryTime)) & X(!inspiratoryPhase))
G((inspiratoryPhase) -> G((((outValveClose & ((PCVMode & (! apnea)) -> (P_insp_equalTo_P_inspPCV))) & (PSVMode -> (P_insp_equalTo_P_inspPSV))) & ((PCVMode & apnea) -> (P_insp_equalTo_P_inspAP))))),G(inspiratoryPhase -> (outValveClose & ((PCVMode & !apnea) -> P_insp_equalTo_P_inspPCV) & (PSVMode -> P_insp_equalTo_P_inspPSV) & (PCVMode & apnea -> P_insp_equalTo_P_inspAP)))
G((PSVMode & !(l1_lessThan_ExpiratoryTriggerSensitivity) & X((l1_lessThan_ExpiratoryTriggerSensitivity))) -> F(expiratoryPhaseStart)),G(PSVMode -> (l1_lessThan_ExpiratoryTriggerSensitivity -> expiratoryPhaseStart))
G((!(P_insp_greaterThan_MaxP_insp) & X((P_insp_greaterThan_MaxP_insp))) -> X((inspiratoryPhaseEnd & expiratoryPhaseStart))),G((P_insp_greaterThan_MaxP_insp) -> (X(expiratoryPhaseStart) & X(inspiratoryPhaseEnd)))
G((!(param_V_greaterThan_paramMax_V | param_V_lessThan_paramMin_V) & X((param_V_greaterThan_paramMax_V | param_V_lessThan_paramMin_V))) -> F(paramAlarm_V)),G((param_V_greaterThan_paramMax_V | param_V_lessThan_paramMin_V) -> paramAlarm_V)
G((PSVMode & !(breathingTime_greaterThanOrEqual_apneaLagTime) & X((breathingTime_greaterThanOrEqual_apneaLagTime))) -> F(apnea)),G(PSVMode -> F(apnea & breathingTime_greaterThanOrEqual_apneaLagTime))
(G(((user_equalTo_operator) -> (! eraseLog)))),G(!eraseLog)
G((!(apnea) & X((apnea))) -> F((((PCVMode & (RR_equalTo_RR_AP)) & (P_insp_equalTo_P_inspAP)) & (ItoE_equalTo_ItoE_AP)))),G(apnea -> X(PCVMode & RR_equalTo_RR_AP & P_insp_equalTo_P_inspAP & ItoE_equalTo_ItoE_AP))
G((!(dropPAW_greaterThan_ITS_PCV) & X((dropPAW_greaterThan_ITS_PCV))) -> X(breathingCycleStart)),G(breathingCycleStart -> dropPAW_greaterThan_ITS_PCV)
G(PCVMode -> G(((breathingCycleTime_equalTo_1_divideBy_RR_PCV) & (ExpiratoryTime_equalTo_breathingCycleTime_divideBy_1_plus_ItoE_PCV)))),PCVMode -> F(breathingCycleTime_equalTo_1_divideBy_RR_PCV & ExpiratoryTime_equalTo_breathingCycleTime_divideBy_1_plus_ItoE_PCV)
G((PSVMode & !(dropPAW_greaterThan_ITS_PSV) & X((dropPAW_greaterThan_ITS_PSV))) -> (breathingCycleStart)),G(PSVMode -> (breathingCycleStart -> dropPAW_greaterThan_ITS_PSV))
G((StartUpMode & !(pressureSensorRetries_greaterThanOrEqual_5 & ( pressureSensorConnFailure | pressureSensorError )) & X((pressureSensorRetries_greaterThanOrEqual_5 & ( pressureSensorConnFailure | pressureSensorError )))) -> X(failSafeMode)),G((StartUpMode & (pressureSensorConnFailure | pressureSensorError | pressureSensorRetries_greaterThanOrEqual_5)) -> F failSafeMode)
G((PSVMode & !(breathingTime_greaterThanOrEqual_apneaLagTime) & X((breathingTime_greaterThanOrEqual_apneaLagTime))) -> F((((PCVMode & (RR_equalTo_RR_AP)) & (P_insp_equalTo_P_inspAP)) & (ItoE_equalTo_ItoE_AP)))),G((PSVMode & !breathingTime_greaterThanOrEqual_apneaLagTime) -> X PSVMode) & G((PSVMode & breathingTime_greaterThanOrEqual_apneaLagTime) -> X (PCVMode & RR_equalTo_RR_AP & P_insp_equalTo_P_inspAP & ItoE_equalTo_ItoE_AP))
G(PCVMode -> G((inspiratoryTime_equalTo_60_multiplyBy_ItoE_PCV_divideBy_RR_PCV_multiplyBy_1_plus_ItoE_PCV))),G(PCVMode -> (inspiratoryTime_equalTo_60_multiplyBy_ItoE_PCV_divideBy_RR_PCV_multiplyBy_1_plus_ItoE_PCV -> X !PCVMode))
G(PSVMode -> ((((minExpiratoryTime_greaterThanOrEqual_0_4) & (minExpiratoryTime_lessThanOrEqual_2)) & (expiratoryPhase -> (minExpiratoryTime_equalTo_inspClock_divideBy_2))))),G(PSVMode -> (minExpiratoryTime_equalTo_inspClock_divideBy_2 & minExpiratoryTime_greaterThanOrEqual_0_4 & minExpiratoryTime_lessThanOrEqual_2))
G((StartUpMode & !(ADCRetries_greaterThanOrEqual_5 & ( ADCConnFailure | ADCError )) & X((ADCRetries_greaterThanOrEqual_5 & ( ADCConnFailure | ADCError )))) -> F(failSafeMode)),G((StartUpMode & (ADCConnFailure | (ADCError & ADCRetries_greaterThanOrEqual_5))) -> F failSafeMode)
G((PSVMode & !(breathingTime_greaterThanOrEqual_apneaLagTime) & X((breathingTime_greaterThanOrEqual_apneaLagTime))) -> X(((((apnea & PCVMode) & (RR_equalTo_RR_AP)) & (P_insp_equalTo_P_inspAP)) & (ItoE_equalTo_ItoE_AP)))),G((PSVMode & breathingTime_greaterThanOrEqual_apneaLagTime & !apnea) -> X(PCVMode & RR_equalTo_RR_AP & P_insp_equalTo_P_inspAP & ItoE_equalTo_ItoE_AP))
G(((PSVMode & expiratoryPhase) & !(dropPAW_greaterThan_ITS_PSV) & X((dropPAW_greaterThan_ITS_PSV))) -> X(patientBreathingRequest & inspiratoryPhaseStart)),G(PSVMode -> (dropPAW_greaterThan_ITS_PSV -> X(inspiratoryPhaseStart)))
G((!(P_insp_greaterThan_MaxP_insp) & X((P_insp_greaterThan_MaxP_insp))) -> X((inspiratoryPhaseEnd & expiratoryPhaseStart))),G((P_insp_greaterThan_MaxP_insp & !expiratoryPhaseStart) -> X(expiratoryPhaseStart))
