Ground Truth,Response
street_6 U intersection_8,!intersection_8 U street_6
!intersection_1 U street_6&&<>(street_2&&<>(p_cone_3&&<>(intersection_1&&pd))),(!intersection_1 U street_6) & G(street_6 -> F(street_2 & F(p_cone_3 & F(intersection_1))))
[]<>street_5,G street_5
[]county_4&&[]<>(office_3&&<>(p_package_4&&<>(office_8&&pd))),G(county_4 & (office_3 -> X(p_package_4 U office_8)) & (office_8 -> X(office_3 U p_package_4)))
parking_lot_9 U (car_2&&photo),parking_lot_9 U photo
<>(pd&&<>parking_lot_2),G(pd -> X(!pd & parking_lot_2))
!store_4 U street_6&&<>(office_2&&<>(p_package_8&&<>(store_4&&pd))),(!store_4 U street_6) & (office_2 -> F p_package_8)
<>(arch_4&&photo)&&[]!park_2,F photo & G !park_2
<>(table_4&&<>(p_tin_can_4&&<>(trash_can_5&&pd)))&&[]!hallway_2,F(p_tin_can_4 & table_4) & F(p_tin_can_4 & trash_can_5) & G(!hallway_2)
<>(monument_1&&photo)&&!monument_1 U park_4,F photo & (!monument_1 U park_4)
!store_4 U street_6&&<>(office_2&&<>(p_package_8&&<>(store_4&&pd))),(!store_4 U street_6) & (office_2 -> F(p_package_8 & X(!p_package_8 U store_4)))
park_2 U (monument_13&&photo),park_2 U photo
<>(office_5&&<>(p_letter_4&&<>(house_2&&pd))),F(office_5 & X(p_letter_4 U house_2))
area_5 U (store_2&&<>(p_package_8&&<>(house_9&&pd))),area_5 U (p_package_8 & pd & house_9)
[]<>(monument_8&&photo)&&!monument_8 U park_4,G(photo -> (!monument_8 U park_4))
[]locality_7&&<>(office_4&&<>(p_letter_1&&<>(house_1&&pd))),G((p_letter_1 & office_4) -> (locality_7 U house_1))
<>(kitchen_1&&<>(p_bottle_2&&<>(hall_2&&[]hall_2))),F(p_bottle_2 & X(!p_bottle_2 U (hall_2 & G hall_2)))
[]street_5&&[]<>(parking_lot_4&&photo),G(street_5 & G(F(photo)))
[]<>(landmark_21&&photo),G F photo
!room_4 U building_4,!building_4 U room_4
<>(pd&&<>parking_lot_2),G(pd -> X(parking_lot_2))
<>(house_4&&<>(p_stack_4&&<>(street_2&&[]street_2))),F(house_4 & p_stack_4 & X(street_2 & G(street_2)))
<>[]parking_lot_5,F(parking_lot_5) & G(parking_lot_5 -> X(parking_lot_5))
<>(monument_1&&photo)&&!monument_1 U park_4,F photo & (!monument_1 U park_4)
<>(plant_8&&<>(p_box_5&&<>(store_6&&pd))),F(p_box_5 & plant_8 & X F(store_6))
<>(shop_1&&<>(p_bottle_3&&<>(hospital_2&&pd))),F(shop_1 & X p_bottle_3 & F(hospital_2 & p_bottle_3))
<>(street_4&&<>(p_traffic_cone_5&&<>(intersection_6&&pd))),F(intersection_6 & !street_4)
[]<>(locality_7&&photo)&&[]!park_3,G(photo & locality_7 & !park_3)
[]<>(area_4&&photo)&&[]<>(area_3&&photo),G(photo -> area_4) & G(F area_3)
<>(table_2&&<>(p_brochure_9&&<>(park_4&&[]park_4))),F p_brochure_9 & F park_4 & G(park_4 -> X park_4)
!intersection_1 U street_6&&<>(street_2&&<>(p_cone_3&&<>(intersection_1&&pd))),(!intersection_1) U (street_6 & X(p_cone_3 U (street_2 & X(intersection_1))))
[]<>charger_3&&[]<>(area_3&&photo),G(photo -> F charger_3) & G(charger_3 -> F photo)
<>(bedroom_2&&<>(p_bottle_3&&<>(kitchen_4&&pd))),G((bedroom_2 & p_bottle_3) -> X(!bedroom_2 U kitchen_4))
<>(statue_6&&photo)&&[]park_5,F(statue_6 & photo & park_5)
!landmark_5 U park_5&&<>(landmark_5&&photo),(!landmark_5 U park_5) & F photo
!building_3 U street_6&&<>(store_3&&<>(p_box_8&&<>(house_2&&pd))),G((building_3 -> (street_6 U building_3)) & (store_3 -> F p_box_8) & (p_box_8 -> F house_2))
<>(house_3&&<>(p_pass_2&&<>(office_2&&pd)))&&!street_5 U p_pass_2,G((house_3 & !p_pass_2) -> (!street_5 U p_pass_2)) & G((p_pass_2 & house_3) -> F office_2)
!street_5 U (store_1&&p_package_4),G(!street_5 U (store_1 & p_package_4))
<>(restaurant_9&&<>(takeout_2&&<>(house_1&&pd))),F(restaurant_9 & takeout_2) & F(house_1 & takeout_2)
[]county_4&&[]<>(office_3&&<>(p_package_4&&<>(office_8&&pd))),G(county_4 & p_package_4 -> (county_4 & p_package_4) U office_8)
area_5 U (store_2&&<>(p_package_8&&<>(house_9&&pd))),area_5 U (p_package_8 & store_2 & X (!store_2 U house_9))
<>(intersection_5&&<>(p_cone_5&&<>(street_2&&pd))),F(intersection_5 & p_cone_5 & F(street_2 & pd))
!landmark_5 U park_5&&<>(landmark_5&&photo),(!landmark_5 U park_5) & G(park_5 -> F photo)
parking_lot_5 U (car_5&&photo),parking_lot_5 U photo
[]<>(area_51&&photo)&&[]<>charger_4,G((photo & area_51) -> X(photo & area_51)) & G(charger_4 -> X(charger_4))
[]<>(mall_5&&<>(p_crate_8&&<>(office_6&&pd))),G(F(mall_5 & X(F(office_6 & p_crate_8))))
parking_lot_4 U (car_5&&photo),parking_lot_4 U photo
<>(street_4&&<>(p_traffic_cone_5&&<>(intersection_6&&pd))),F(p_traffic_cone_5 & street_4) & G((p_traffic_cone_5 & street_4) -> X(!street_4 U intersection_6))
<>[]parking_lot_3,F(parking_lot_3) & G(parking_lot_3 -> X(parking_lot_3))
!room_4 U building_4,G(!room_4 U building_4)
<>(table_4&&<>(p_tin_can_4&&<>(trash_can_5&&pd)))&&[]!hallway_2,F p_tin_can_4 & F trash_can_5 & G !hallway_2
<>(table_2&&<>(p_brochure_5&&<>(street_5&&pd))),F(p_brochure_5 & table_2) & X F(street_5)
<>[]house_5,F house_5 & G(house_5 -> X house_5)
[]!park_3&&<>(police_station_1&&p_cone_2&&<>(intersection_2&&pd)),G((pd & !park_3) -> (!park_3 U (p_cone_2 & X(!park_3 U intersection_2))))
<>(store_2&&<>(p_package_4&&<>(house_4&&pd))),F p_package_4 & F house_4
[]<>(street_3&&photo),G photo & G street_3
<>(park_5&&<>(monument_3&&photo)),F park_5 & G(park_5 -> X photo)
[]<>(building_5&&photo)&&[]<>charger_4,G((building_5 & charger_4) -> X(building_5 & charger_4))
[]<>(area_2&&photo),G(area_2 -> photo)
!building_3 U street_6&&<>(store_3&&<>(p_box_8&&<>(house_2&&pd))),(!building_3 U street_6) & (store_3 -> (p_box_8 U house_2))
[]<>(mall_5&&<>(p_crate_8&&<>(office_6&&pd))),G((p_crate_8 & mall_5) -> X(p_crate_8 U office_6))
[]<>(locality_7&&photo)&&[]!park_3,G(photo & !park_3)
[]<>charging_station_9&&[]<>(warehouse_5&&<>(p_crate_4&&<>(mall_4&&pd))),G((p_crate_4 & warehouse_5) -> F(charging_station_9))
[]locality_7&&<>(office_4&&<>(p_letter_1&&<>(house_1&&pd))),G(locality_7 & !p_letter_1 -> (locality_7 U (office_4 & p_letter_1))) & G(p_letter_1 -> (X(!p_letter_1 U house_1)))
<>(pd&&<>parking_lot_2),G(pd -> X parking_lot_2)
!office_4 U p_pass_6&&<>(house_5&&<>(p_pass_6&&<>(office_4&&pd))),(!office_4 U p_pass_6) & F(house_5 & F(p_pass_6 & F office_4))
[]<>charging_station_5&&[]<>(warehouse_1&&<>(p_package_5&&<>(store_5&&pd))),G((p_package_5 & warehouse_1) -> F(charging_station_5)) & G((p_package_5 & store_5) -> F(charging_station_5))
<>parking_lot_2&&[]!pd,F(parking_lot_2 & G(!pd))
[]!street_4&&<>(store_7&&<>(p_package_8&&<>(house_2&&pd))),G((store_7 & p_package_8 & !house_2) -> (!street_4 U house_2))
parking_lot_5 U (car_5&&photo),parking_lot_5 U photo
<>parking_lot_2&&[]!pd,F(parking_lot_2 & G(!pd))
[]<>charging_station_5&&[]<>(warehouse_1&&<>(p_package_5&&<>(store_5&&pd))),G(charging_station_5) & G((warehouse_1 & p_package_5) -> F store_5)
!store_4 U street_6&&<>(office_2&&<>(p_package_8&&<>(store_4&&pd))),(!store_4 U street_6) & (office_2 -> F store_4)
<>(street_5&&<>(building_2&&[]building_2)),F street_5 & X (street_5 U (building_2 & G building_2))
<>(mall_5&&<>(p_box_4&&<>(house_1&&pd))),F mall_5 & F p_box_4 & F house_1
[]<>(car_1&&photo)&&[]!parking_lot_9,G((photo & !parking_lot_9) -> X(photo & !parking_lot_9))
<>(shop_1&&<>(p_bottle_3&&<>(hospital_2&&pd))),F(shop_1 & X F(p_bottle_3 & X F(hospital_2)))
<>(restaurant_9&&<>(takeout_2&&<>(house_1&&pd))),F(restaurant_9 & X(takeout_2) & F(house_1 & X(!takeout_2)))
[]!street_6&&<>(car_1&&photo),G !street_6 & F photo
<>(statue_6&&photo)&&[]park_5,F statue_6 & F photo & G park_5
<>(statue_7&&photo),F statue_7 & F photo
<>(house_3&&<>(p_box_8&&<>(office_2&&pd))),F(house_3 & p_box_8 & X F(office_2 & p_box_8 & pd))
<>(house_5&&<>(p_box_4&&<>(office_2&&pd))),F (house_5 & p_box_4) & F (office_2 & p_box_4)
[]<>(mall_5&&<>(p_crate_8&&<>(office_6&&pd))),G(mall_5 -> F(p_crate_8 & F(office_6 & pd)))
[]<>parking_lot_4&&<>(car_5&&<>(p_document_4&&<>(car_6&&pd))),G((p_document_4 & car_5) -> (F(parking_lot_4) & F(car_6)))
!building_3 U street_6&&<>(store_3&&<>(p_box_8&&<>(house_2&&pd))),(!building_3 U street_6) & G((store_3 & p_box_8) -> F(house_2 & !p_box_8))
[]locality_2&&<>(office_4&&<>(p_document_5&&<>(office_9&&pd))),G((p_document_5 & office_4) -> (locality_2 U office_9))
[]<>(store_4&&<>(p_box_2&&<>(hall_8&&pd))),G(store_4 -> F(hall_8 & p_box_2))
<>(table_8&&<>(p_brochure_2&&<>(table_1&&pd))),F table_8 & F p_brochure_2 & F table_1
<>(house_3&&<>(p_box_8&&<>(office_2&&pd))),F house_3 & F p_box_8 & F office_2
park_5 U bench_4&&<>(store_2&&<>(p_bottle_5&&<>(bench_4&&pd))),(park_5 & !bench_4) U (bench_4 & p_bottle_5 & !store_2)
<>(mall_5&&<>(p_box_4&&<>(house_1&&pd))),F mall_5 & F p_box_4 & F house_1
[]!street_6&&<>(car_1&&photo),photo & G(!street_6)
<>(statue_7&&photo),G(statue_7 -> X(F(photo)))
[]<>(intersection_4&&photo),G(photo -> X photo)
<>(park_7&&<>(monument_4&&photo)),!photo U (park_7 & X F photo)
[]<>car_3&&<>building_2,G(building_2 -> F(car_3))
[]<>(landmark_21&&photo),G(photo)
street_4 U (house_1&&photo),street_4 U photo
parking_lot_9 U (car_2&&photo),parking_lot_9 U photo
!intersection_8 U street_3&&<>locality_5,!intersection_8 U (street_3 & F locality_5)
!building_3 U street_6&&<>(store_3&&<>(p_box_8&&<>(house_2&&pd))),(!building_3 U street_6) & G((store_3 & p_box_8) -> X(!store_3 & house_2 & p_box_8))
<>(intersection_5&&<>(p_cone_5&&<>(street_2&&pd))),F(intersection_5 & p_cone_5 & F(street_2 & pd))
<>(landmark_9&&photo&&[]landmark_9),F(landmark_9 & photo)
<>(shop_1&&<>(p_bottle_3&&<>(hospital_2&&pd))),F(p_bottle_3 & F(hospital_2))
[]<>(locality_7&&photo)&&[]!park_3,G((locality_7 & !park_3) -> X photo)
[]<>car_3&&<>building_2,G(F car_3 & F building_2)
[]!building_2&&<>(office_6&&p_letter_5),G(!(building_2 & office_6 & p_letter_5))
[]area_2&&[]<>(building_8&&photo),G(area_2 -> (area_2 U (building_8 & photo)))
locality_1 U intersection_4&&<>(warehouse_9&&<>(p_package_5&&<>(store_2&&pd))),(locality_1 U intersection_4) & G(intersection_4 -> X(warehouse_9 U (p_package_5 & X(store_2))))
<>(house_3&&<>(p_box_8&&<>(office_2&&pd))),F(house_3 & X(p_box_8 & F(office_2 & pd)))
<>(building_4&&photo&&<>(parking_lot_2&&[]parking_lot_2)),photo & F(parking_lot_2 & G(parking_lot_2))
<>(house_1&&<>(p_trash_can_4&&<>(garbage_dump_3&&pd))),F(garbage_dump_3 & X(!house_1 & p_trash_can_4))
<>(landmark_6&&photo),F(landmark_6 & F(photo))
[]<>charger_2&&<>(table_2&&<>(p_plate_4&&<>(table_4&&pd))),G((p_plate_4 & table_2) -> F charger_2) & G((p_plate_4 & table_4) -> F charger_2)
!intersection_4 U street_5,G(!intersection_4 U street_5)
!locality_5 U (house_2&&<>(p_pass_5&&<>(office_3&&pd))),!locality_5 U (house_2 & p_pass_5 & X(!locality_5 U office_3))
!photo U park_5&&<>(landmark_4&&photo),G(!photo U park_5) & G(photo -> park_5)
<>(hospital_3&&p_bottle_4)&&[]!pharmacy_2,F(hospital_3 & p_bottle_4 & !pharmacy_2)
!landmark_5 U park_5&&<>(landmark_5&&photo),(!landmark_5 U park_5) & F photo
<>(store_5&&<>(p_box_8&&<>(house_1&&pd))),F store_5 & F p_box_8 & F house_1
<>(post_office_1&&<>(p_lettter_2&&<>(building_3&&pd))),F(p_lettter_2 & post_office_1) & F(building_3 & p_lettter_2)
[]<>(warehouse_3&&<>(p_crate_4&&<>(store_9&&pd)))&&[]<>charger_3,G((p_crate_4 & warehouse_3) -> F(store_9)) & G(F(charger_3))
!street_4 U intersection_6&&<>[]street_4,(!street_4 U intersection_6) & G(intersection_6 -> X G street_4)
area_5 U (store_2&&<>(p_package_8&&<>(house_9&&pd))),(area_5 U (p_package_8 & store_2 & X (p_package_8 U house_9)))
<>(store_3&&<>(p_package_2&&<>(house_2&&pd)))&&[]!mall_1,F p_package_2 & G(!mall_1) & F house_2
<>(post_office_1&&<>(p_lettter_2&&<>(building_3&&pd))),F post_office_1 & F p_lettter_2 & F building_3
<>(plant_8&&<>(p_box_5&&<>(store_6&&pd))),F(p_box_5 & plant_8 & X F(pd & store_6))
[]!street_4&&<>(store_7&&<>(p_package_8&&<>(house_2&&pd))),G((store_7 & p_package_8 & !house_2) -> (!street_4 U house_2))
<>(office_5&&<>(p_letter_4&&<>(house_2&&pd))),F(office_5 & X(p_letter_4 U house_2))
[]<>charger_4&&[]<>(area_5&&photo),G(photo -> F(charger_4))
<>(kitchen_1&&<>(p_bottle_2&&<>(hall_2&&[]hall_2))),F(kitchen_1 & X(p_bottle_2 & F(hall_2 & G(hall_2))))
parking_lot_5 U (car_5&&photo),parking_lot_5 U photo
<>(office_5&&<>(p_letter_4&&<>(house_2&&pd))),F office_5 & F p_letter_4 & F house_2
<>(building_2&&photo),F photo
<>(table_2&&<>(p_brochure_9&&<>(park_4&&[]park_4))),F p_brochure_9 & F park_4 & G(park_4 -> X park_4)
<>(intersection_5&&<>(p_cone_5&&<>(street_2&&pd))),F(intersection_5 & X p_cone_5 & F(street_2 & pd))
[]<>(storage_4&&<>(p_crate_1&&<>(office_2&&pd))),G(p_crate_1 -> F office_2)
<>(street_4&&<>(p_traffic_cone_5&&<>(intersection_6&&pd))),F intersection_6 & F !street_4
[]<>(intersection_4&&photo),G photo
parking_lot_4 U (car_5&&photo),photo U !parking_lot_4
<>(landmark_6&&photo),F photo & landmark_6
!building_3 U street_6&&<>(store_3&&<>(p_box_8&&<>(house_2&&pd))),(!building_3 U street_6) & (store_3 -> F house_2) & (p_box_8 -> (!building_3 U street_6))
[]<>(store_2&&<>(p_crate_6&&<>(building_5&&pd))),G((store_2 & !p_crate_6) -> X(!store_2 U (p_crate_6 & X F building_5)))
locality_1 U intersection_4&&<>(warehouse_9&&<>(p_package_5&&<>(store_2&&pd))),locality_1 U intersection_4
<>[]house_5,G(house_5)
[]area_2&&[]<>(building_8&&photo),G(photo -> (area_2 U building_8))
!park_4 U street_3&&<>(store_7&&<>(p_takeout_2&&<>(bench_3&&pd))),(!park_4 U street_3) & (store_7 -> F p_takeout_2) & (p_takeout_2 -> F bench_3)
[]<>(area_9&&photo)&&[]<>(camp_4&&<>(p_ordnance_3&&<>(camp_9&&pd))),G(photo -> (area_9 & F(photo))) & G(p_ordnance_3 -> (camp_4 & F(camp_9)))
!street_4 U intersection_6&&<>[]street_4,!street_4 U (intersection_6 & X G street_4)
<>(table_9&&<>(p_brochure_3&&<>(park_2&&pd))),F(p_brochure_3 & table_9) & G(p_brochure_3 -> F(park_2))
<>(mall_5&&<>(p_box_4&&<>(house_1&&pd))),F mall_5 & F p_box_4 & F house_1
[]street_5&&[]<>(parking_lot_4&&photo),G(street_5 -> (photo U !street_5))
park_2 U (monument_13&&photo),park_2 U photo
<>[]building_3&&!building_3 U garage_3,!building_3 U garage_3 & G(building_3 -> X building_3)
[]area_2&&[]<>(building_8&&photo),G(area_2 & (building_8 -> X photo))
[]<>(area_2&&photo),G F area_2 & G F photo
!office_4 U p_pass_6&&<>(house_5&&<>(p_pass_6&&<>(office_4&&pd))),G((house_5 & !p_pass_6) -> (!office_4 U p_pass_6)) & G((p_pass_6 & !office_4) -> X(!p_pass_6 U office_4))
[]<>(mall_5&&<>(p_crate_8&&<>(office_6&&pd))),G(F(mall_5 & X(p_crate_8 & F(office_6 & X(!p_crate_8)))))
[]!street_7&&<>(store_9&&<>(p_package_3&&<>(house_1&&pd))),G((store_9 & p_package_3) -> (!street_7 U house_1))
<>(arch_4&&photo)&&[]!park_2,F photo & G !park_2
!parking_lot_4 U street_5&&<>(parking_lot_4&&[]parking_lot_4),!parking_lot_4 U (street_5 & parking_lot_4)
park_2 U (monument_13&&photo),park_2 U photo
<>(p_crate_4 && <>(park_1 &&pd&&[]park_1)),F(p_crate_4 & F(park_1 & G(park_1)))
<>(store_3&&<>(p_package_2&&<>(house_2&&pd)))&&[]!mall_1,F store_3 & G !mall_1 & F p_package_2 & F pd & G (p_package_2 -> F pd)
!intersection_5 U street_4&&<>(house_4&&<>(p_pass_4&&<>(office_1&&pd))),G((house_4 & p_pass_4) -> (!intersection_5 U street_4))
!intersection_1 U street_6&&<>(street_2&&<>(p_cone_3&&<>(intersection_1&&pd))),(!intersection_1 U street_6) & G(street_2 -> X(!street_2 U intersection_1)) & G(p_cone_3 -> !p_cone_3)
[]<>charger_2&&[]<>(table_2&&<>(p_plate_4&&<>(table_4&&pd))),G F charger_2 & G (table_2 -> F table_4)
[]<>(storage_4&&<>(p_crate_1&&<>(office_2&&pd))),G(storage_4 -> F office_2)
<>(office_4&&<>(p_box_2&&<>(house_1&&pd))),F (office_4 & p_box_2 & X (F house_1))
<>(kitchen_2&&p_bottle_3)&&[]!living_room_1,F kitchen_2 & F p_bottle_3 & G !living_room_1
!park_9 U (gate_7&&photo),(!park_9) U (gate_7 & F photo)
<>(house_3&&<>(p_box_8&&<>(office_2&&pd))),F(house_3 & X(p_box_8 U office_2))
[]locality_7&&<>(office_4&&<>(p_letter_1&&<>(house_1&&pd))),G((p_letter_1 & office_4) -> (locality_7 U (house_1 & p_letter_1)))
<>(parking_lot_2&&p_dish_2),F(parking_lot_2 & F(p_dish_2))
[]<>(area_9&&photo)&&[]<>(camp_4&&<>(p_ordnance_3&&<>(camp_9&&pd))),G(photo -> area_9) & G(p_ordnance_3 -> camp_4) & G(X(p_ordnance_3 -> camp_9)) & G(F(p_ordnance_3))
!office_4 U p_pass_6&&<>(house_5&&<>(p_pass_6&&<>(office_4&&pd))),(!office_4 U p_pass_6) & G(p_pass_6 -> (F(house_5 & F(office_4 & pd))))
[]!park_3&&<>(police_station_1&&p_cone_2&&<>(intersection_2&&pd)),G(!park_3) & F(p_cone_2 & police_station_1) & F(p_cone_2 & intersection_2)
[]<>(area_51&&photo)&&[]<>charger_4,G(area_51 -> F(photo)) & G(F(charger_4))
<>(plant_8&&<>(p_box_5&&<>(store_6&&pd))),G((p_box_5 & plant_8) -> F(store_6))
<>(monument_1&&photo)&&!monument_1 U park_4,F photo & (!monument_1 U park_4)
[]<>(store_2&&<>(p_crate_6&&<>(building_5&&pd))),G((p_crate_6 & store_2) -> X(building_5 U p_crate_6))
[]!park_3&&<>(monument_3&&photo),G(photo -> !park_3)
[]!parking_lot_5&&[]<>(car_9&&photo),G((photo & !car_9) -> !parking_lot_5)
<>(kitchen_1&&<>(p_bottle_2&&<>(hall_2&&[]hall_2))),F(kitchen_1 & X(p_bottle_2 & F(hall_2 & G(hall_2))))
<>(restaurant_9&&<>(takeout_2&&<>(house_1&&pd))),F restaurant_9 & F takeout_2 & F house_1
parking_lot_9 U (car_2&&photo),G(parking_lot_9 U photo)
<>(statue_6&&photo)&&[]park_5,F(park_5 & F(statue_6 & photo))
[]<>(store_2&&<>(p_crate_6&&<>(building_5&&pd))),G(store_2 -> F(p_crate_6 & building_5))
<>(building_2&&photo),F photo
<>(office_4&&<>(p_box_2&&<>(house_1&&pd))),F (office_4 & p_box_2) & F house_1
[]!parking_lot_5&&[]<>(car_9&&photo),G(!parking_lot_5) & G(F photo)
street_4 U (house_1&&photo),street_4 U photo
park_4 U (statue_9&&photo),park_4 U photo
!park_5 U intersection_5&&<>(monument_3&&photo),(!park_5 U intersection_5) & F photo
[]!street_7&&<>(store_9&&<>(p_package_3&&<>(house_1&&pd))),G((store_9 & F house_1) -> !street_7)
