Ground Truth,Response
<>[]mall_5,F mall_5 & G mall_5
!store_4 U street_6&&<>(office_2&&<>(p_package_8&&<>(store_4&&pd))),!(store_4) U street_6 & G((office_2 & p_package_8) -> F(store_4))
!locality_5 U (house_2&&<>(p_pass_5&&<>(office_3&&pd))),!locality_5 U (house_2 & p_pass_5 & X(office_3 & pd))
[]<>(store_4&&<>(p_box_2&&<>(hall_8&&pd))),G(store_4 -> F(p_box_2 & F(hall_8)))
!park_4 U street_3&&<>(store_7&&<>(p_takeout_2&&<>(bench_3&&pd))),!park_4 U street_3 & F (street_3 & F (store_7 & F (p_takeout_2 & F bench_3)))
[]<>(building_5&&photo)&&[]<>charger_4,G((building_5 -> F photo) & G(F charger_4))
<>(post_office_1&&<>(p_letter_3&&<>(house_2&&pd))),F(post_office_1 & p_letter_3) & F(house_2 & pd) & ( !(pd) U (post_office_1 & p_letter_3) )
[]!street_3&&<>building_4,!street_3 U building_4
[]<>car_3&&<>building_2,G(F(car_3) & (!building_2 U car_3)) & F(building_2)
[]<>(area_51&&photo)&&[]<>charger_4,G((area_51 -> F photo) & G F charger_4)
<>(park_5&&<>(statue_2&&photo)),G((!park_5) U (park_5 & F(photo & statue_2)))
[]!parking_lot_8&&<>street_5,!parking_lot_8 U street_5
[]!park_3&&<>(monument_3&&photo),!(photo & monument_3) U park_3
<>(store_2&&<>(p_package_4&&<>(house_4&&pd))),G(store_2 -> F(p_package_4 & F(house_4)))
<>section_3&&[]!hall_5,!hall_5 U section_3
!park_4 U street_3&&<>(store_7&&<>(p_takeout_2&&<>(bench_3&&pd))),!park_4 U (street_3 & F (p_takeout_2 & store_7 & F bench_3))
[]<>(area_51&&photo)&&[]<>charger_4,G((area_51 -> F photo) & G F charger_4)
[]<>parking_lot_4&&<>(car_5&&<>(p_document_4&&<>(car_6&&pd))),G(F parking_lot_4) & F(car_5 & F(p_document_4 & F(car_6 & F(pd))))
[]<>(warehouse_4&&<>(p_crate_8&&<>(store_8&&pd)))&&[]<>charger_2,G((p_crate_8 & warehouse_4) -> F(store_8)) & G(F(charger_2))
<>(house_4&&<>(p_trash_4&&<>(garbage_dump_1&&pd))),F(house_4 & F(p_trash_4 & F(garbage_dump_1)))
[]<>charger_9&&[]<>(warehouse_8&&<>(p_crate_2&&<>(store_2&&pd))),G((p_crate_2 & warehouse_8 & X(store_2)) -> F charger_9)
<>(house_3&&<>(p_pass_2&&<>(office_2&&pd)))&&!street_5 U p_pass_2,!street_5 U (house_3 & p_pass_2) & F (office_2 & pd)
<>(house_4&&<>(p_stack_4&&<>(street_2&&[]street_2))),F(house_4 & p_stack_4) & F(street_2 & G(street_2)) & ( !street_2 U (house_4 & p_stack_4) )
[]<>(car_1&&photo)&&[]!parking_lot_9,G(photo & !parking_lot_9)
street_6 U intersection_8,!intersection_8 U intersection_8 & G(!intersection_8 -> street_6)
[]<>(storage_4&&<>(p_crate_1&&<>(office_2&&pd))),G(p_crate_1 -> F(office_2 & F(storage_4 & F(p_crate_1))))
!park_5 U intersection_5&&<>(monument_3&&photo),!park_5 U (intersection_5 & F (monument_3 & photo))
locality_6 U (store_8&&<>(p_package_3&&<>(house_5&&pd))),locality_6 U (p_package_3 & store_8 & F (pd & house_5))
<>(post_office_1&&<>(p_letter_3&&<>(house_2&&pd))),G(post_office_1 -> F(p_letter_3 & F(house_2)))
[]!street_4&&<>(store_7&&<>(p_package_8&&<>(house_2&&pd))),(store_7 & p_package_8) -> ( !street_4 U house_2 )
!street_4 U intersection_6&&<>[]street_4,!street_4 U intersection_6 & G(street_4)
<>(table_8&&<>(p_brochure_2&&<>(table_1&&pd))),G((p_brochure_2 & table_8) -> F(p_brochure_2 & table_1))
<>(monument_12&&photo&&[]monument_12),F(monument_12 & photo & X(G(monument_12 & photo)))
street_6 U intersection_8,!intersection_8 U street_6
!intersection_1 U street_6&&<>(street_2&&<>(p_cone_3&&<>(intersection_1&&pd))),(!intersection_1 U street_6) & G(street_6 -> (pd & street_2 U intersection_1 & p_cone_3))
[]county_4&&[]<>(office_3&&<>(p_package_4&&<>(office_8&&pd))),G(county_4 & (p_package_4 & (office_3 | office_8)))
<>(pd&&<>parking_lot_2),G(pd -> F(parking_lot_2 & !pd))
!store_4 U street_6&&<>(office_2&&<>(p_package_8&&<>(store_4&&pd))),!(store_4) U (street_6 & F (office_2 & F (store_4 & p_package_8)))
<>(table_4&&<>(p_tin_can_4&&<>(trash_can_5&&pd)))&&[]!hallway_2,!hallway_2 & F(p_tin_can_4 & table_4) & F(p_tin_can_4 & trash_can_5) & G(!(p_tin_can_4 & table_4) | F(p_tin_can_4 & trash_can_5))
<>(monument_1&&photo)&&!monument_1 U park_4,G((!park_4 U monument_1) -> !photo) & F(photo)
!store_4 U street_6&&<>(office_2&&<>(p_package_8&&<>(store_4&&pd))),!store_4 U street_6 & G((p_package_8 & office_2) -> F(store_4))
<>(office_5&&<>(p_letter_4&&<>(house_2&&pd))),G((office_5 & p_letter_4) -> F(house_2 & pd))
area_5 U (store_2&&<>(p_package_8&&<>(house_9&&pd))),area_5 U (p_package_8 & store_2 & F (pd & house_9))
[]<>(monument_8&&photo)&&!monument_8 U park_4,G((!monument_8 U park_4) & (monument_8 -> photo))
[]locality_7&&<>(office_4&&<>(p_letter_1&&<>(house_1&&pd))),G((office_4 & p_letter_1) -> (locality_7 U (house_1 & p_letter_1)))
<>(kitchen_1&&<>(p_bottle_2&&<>(hall_2&&[]hall_2))),F(p_bottle_2 & kitchen_1) & F(hall_2 & G(hall_2))
<>(bench_4&&photo&&[]bench_4),F (bench_4 & photo) & G (bench_4)
<>(pd&&<>parking_lot_2),G((pd) -> F(parking_lot_2 & !pd))
<>(plant_8&&<>(p_box_5&&<>(store_6&&pd))),G((plant_8 & p_box_5) -> F(store_6 & p_box_5))
<>(house_4&&<>(p_stack_4&&<>(street_2&&[]street_2))),F(p_stack_4 & house_4) & F(street_2 & G(street_2))
<>[]parking_lot_5,F(parking_lot_5) & G(parking_lot_5)
<>(monument_1&&photo)&&!monument_1 U park_4,G((!park_4) U park_4) & G((!monument_1) U (park_4 & X((photo & monument_1) | (!monument_1 U photo))))
<>(plant_8&&<>(p_box_5&&<>(store_6&&pd))),G(p_box_5 -> F(plant_8 & X(F(store_6))))
<>(shop_1&&<>(p_bottle_3&&<>(hospital_2&&pd))),G((shop_1 & p_bottle_3) -> F(hospital_2 & p_bottle_3))
<>(street_4&&<>(p_traffic_cone_5&&<>(intersection_6&&pd))),G((street_4 & p_traffic_cone_5) -> F(pd & intersection_6))
[]<>(locality_7&&photo)&&[]!park_3,G(photo & locality_7 & !park_3)
<>(store_2&&<>(p_package_4&&<>(house_4&&pd))),G((p_package_4 & store_2) -> F(house_4 & p_package_4 & pd))
[]<>(area_4&&photo)&&[]<>(area_3&&photo),G((area_3 -> F photo) & (area_4 -> G photo))
<>(table_2&&<>(p_brochure_9&&<>(park_4&&[]park_4))),F(p_brochure_9 & X(F(park_4 & G(park_4))))
!intersection_1 U street_6&&<>(street_2&&<>(p_cone_3&&<>(intersection_1&&pd))),G((p_cone_3 & street_2) -> (!intersection_1 U street_6))
[]!street_6&&<>(car_1&&photo),G((car_1 & photo) & !street_6)
<>(bedroom_2&&<>(p_bottle_3&&<>(kitchen_4&&pd))),G((bedroom_2 & p_bottle_3) -> F(kitchen_4 & p_bottle_3))
<>(statue_6&&photo)&&[]park_5,F (statue_6 & photo & park_5)
!landmark_5 U park_5&&<>(landmark_5&&photo),(!landmark_5 U park_5) & F(photo)
!building_3 U street_6&&<>(store_3&&<>(p_box_8&&<>(house_2&&pd))),!building_3 U street_6 & F(store_3 & p_box_8 & F(house_2))
<>(house_3&&<>(p_pass_2&&<>(office_2&&pd)))&&!street_5 U p_pass_2,!street_5 U p_pass_2 & F(house_3 & F(p_pass_2 & F(office_2)))
<>(statue_7&&photo),G(statue_7 -> F photo)
<>(restaurant_9&&<>(takeout_2&&<>(house_1&&pd))),G((restaurant_9 & takeout_2) -> F(house_1 & takeout_2))
[]county_4&&[]<>(office_3&&<>(p_package_4&&<>(office_8&&pd))),G(county_4 & (p_package_4 -> (office_3 U office_8)))
area_5 U (store_2&&<>(p_package_8&&<>(house_9&&pd))),area_5 U (p_package_8 & store_2 & F house_9)
<>(intersection_5&&<>(p_cone_5&&<>(street_2&&pd))),G((intersection_5 & p_cone_5) -> F street_2)
<>(landmark_6&&photo),G(landmark_6 -> F photo)
[]<>(area_51&&photo)&&[]<>charger_4,G((area_51 & charger_4) -> X(photo))
[]<>(mall_5&&<>(p_crate_8&&<>(office_6&&pd))),G(p_crate_8 & mall_5 -> F(p_crate_8 & office_6 & pd & X(G(!p_crate_8 U (p_crate_8 & mall_5)))))
<>(street_4&&<>(p_traffic_cone_5&&<>(intersection_6&&pd))),G((street_4 & p_traffic_cone_5) -> F(pd & p_traffic_cone_5 & X(F(intersection_6 & p_traffic_cone_5))))
<>(table_4&&<>(p_tin_can_4&&<>(trash_can_5&&pd)))&&[]!hallway_2,G(!hallway_2) & F(p_tin_can_4 & table_4) & F(p_tin_can_4 & trash_can_5)
<>(table_2&&<>(p_brochure_5&&<>(street_5&&pd))),p_brochure_5 & table_2 & X((!p_brochure_5 U street_5) & F(p_brochure_5 & street_5))
<>[]street_2,F(street_2) & G(street_2)
[]!park_3&&<>(police_station_1&&p_cone_2&&<>(intersection_2&&pd)),!(pd & F(p_cone_2 & F(intersection_2))) | G(!park_3)
<>(store_2&&<>(p_package_4&&<>(house_4&&pd))),G((p_package_4 & store_2) -> F(house_4 & p_package_4))
[]<>(street_3&&photo),G(photo & street_3)
<>(park_5&&<>(monument_3&&photo)),G(!photo U (park_5 & F(photo & monument_3)))
[]<>(building_5&&photo)&&[]<>charger_4,G((building_5 & charger_4) -> X(photo))
[]<>(area_2&&photo),G(area_2 -> F(photo))
!building_3 U street_6&&<>(store_3&&<>(p_box_8&&<>(house_2&&pd))),!building_3 U (street_6 & F (p_box_8 & store_3 & F house_2))
[]<>(mall_5&&<>(p_crate_8&&<>(office_6&&pd))),G(p_crate_8 & mall_5 -> X(!p_crate_8 U office_6))
[]<>(locality_7&&photo)&&[]!park_3,G(photo & locality_7) & G(!park_3)
[]<>charging_station_9&&[]<>(warehouse_5&&<>(p_crate_4&&<>(mall_4&&pd))),G((p_crate_4 & warehouse_5) -> F(charging_station_9 & mall_4))
[]locality_7&&<>(office_4&&<>(p_letter_1&&<>(house_1&&pd))),G(locality_7 & (p_letter_1 -> (office_4 U (house_1 & pd))))
<>(pd&&<>parking_lot_2),G((pd) -> F(parking_lot_2))
!office_4 U p_pass_6&&<>(house_5&&<>(p_pass_6&&<>(office_4&&pd))),!office_4 U p_pass_6 & F house_5 & F (p_pass_6 & F (pd & office_4))
[]<>charging_station_5&&[]<>(warehouse_1&&<>(p_package_5&&<>(store_5&&pd))),G((p_package_5 & !store_5) -> (p_package_5 U store_5)) & G(F charging_station_5)
<>parking_lot_2&&[]!pd,!pd U parking_lot_2
[]!street_4&&<>(store_7&&<>(p_package_8&&<>(house_2&&pd))),G((store_7 & p_package_8) -> (!street_4 U house_2))
parking_lot_5 U (car_5&&photo),parking_lot_5 U photo
<>parking_lot_2&&[]!pd,!pd U parking_lot_2
[]<>charging_station_5&&[]<>(warehouse_1&&<>(p_package_5&&<>(store_5&&pd))),G(F charging_station_5) & G(p_package_5 & (pd U store_5))
!store_4 U street_6&&<>(office_2&&<>(p_package_8&&<>(store_4&&pd))),(!store_4 U street_6) & (G(office_2 -> F(store_4 & p_package_8)))
<>(street_5&&<>(building_2&&[]building_2)),F street_5 & (street_5 -> F (building_2 & G building_2))
[]<>(car_1&&photo)&&[]!parking_lot_9,G((car_1 & photo) & !parking_lot_9)
<>(shop_1&&<>(p_bottle_3&&<>(hospital_2&&pd))),F (shop_1 & p_bottle_3) & F (hospital_2 & p_bottle_3)
<>(restaurant_9&&<>(takeout_2&&<>(house_1&&pd))),G((restaurant_9 & takeout_2) -> F(house_1 & takeout_2))
<>(statue_6&&photo)&&[]park_5,G(park_5) & F(statue_6 & F(photo))
<>(house_3&&<>(p_box_8&&<>(office_2&&pd))),G((house_3 & p_box_8) -> F(office_2 & p_box_8 & pd))
<>(house_5&&<>(p_box_4&&<>(office_2&&pd))),G(house_5 -> F(p_box_4 & F(office_2 & pd)))
[]<>(mall_5&&<>(p_crate_8&&<>(office_6&&pd))),G(mall_5 -> (F(p_crate_8 & F(pd & office_6))))
[]<>parking_lot_4&&<>(car_5&&<>(p_document_4&&<>(car_6&&pd))),G((p_document_4 & X(car_5)) -> (parking_lot_4 U (car_6 & p_document_4)))
!building_3 U street_6&&<>(store_3&&<>(p_box_8&&<>(house_2&&pd))),(!building_3 U street_6) & G((store_3 & p_box_8) -> F(house_2 & p_box_8))
[]locality_2&&<>(office_4&&<>(p_document_5&&<>(office_9&&pd))),G((p_document_5 & (office_4 | X office_4) & !office_9) -> locality_2)
[]<>(store_4&&<>(p_box_2&&<>(hall_8&&pd))),G(store_4 -> F(p_box_2 & F(hall_8)))
<>(table_8&&<>(p_brochure_2&&<>(table_1&&pd))),F(table_8 & F(p_brochure_2 & F(table_1)))
<>(house_3&&<>(p_box_8&&<>(office_2&&pd))),G((house_3 & p_box_8) -> F(office_2 & p_box_8 & pd))
park_5 U bench_4&&<>(store_2&&<>(p_bottle_5&&<>(bench_4&&pd))),park_5 U (bench_4 & F (store_2 & p_bottle_5))
<>(mall_5&&<>(p_box_4&&<>(house_1&&pd))),F(mall_5) & F(p_box_4) & F(pd) & (G(!pd | (pd -> X(!pd U house_1))))
<>(hospital_3&&p_bottle_4)&&[]!pharmacy_2,!pharmacy_2 U (hospital_3 & X (p_bottle_4 & G !pharmacy_2))
<>(statue_7&&photo),G(statue_7 -> F(photo))
[]<>(intersection_4&&photo),G(intersection_4 -> F(photo & X(!photo U photo)))
<>(park_7&&<>(monument_4&&photo)),!photo U (park_7 & ( !photo U (photo & monument_4) ))
[]<>car_3&&<>building_2,!building_2 U (car_3 & (!building_2 U building_2))
[]<>(landmark_21&&photo),G(landmark_21 -> F photo)
street_4 U (house_1&&photo),street_4 U photo
parking_lot_9 U (car_2&&photo),parking_lot_9 U photo
!intersection_8 U street_3&&<>locality_5,G((!street_3 & F locality_5) -> (!intersection_8 U street_3))
!building_3 U street_6&&<>(store_3&&<>(p_box_8&&<>(house_2&&pd))),(!building_3 U street_6) & G(street_6 -> F(p_box_8 & store_3 & X(F(house_2 & p_box_8))))
<>(intersection_5&&<>(p_cone_5&&<>(street_2&&pd))),F(intersection_5 & p_cone_5 & F(pd & street_2))
<>(landmark_9&&photo&&[]landmark_9),F(landmark_9 & photo & G(landmark_9 & photo))
<>(shop_1&&<>(p_bottle_3&&<>(hospital_2&&pd))),G((shop_1 & p_bottle_3) -> F(pd & hospital_2))
[]<>(locality_7&&photo)&&[]!park_3,G((!park_3) -> (photo U (!park_3 & locality_7)))
[]<>car_3&&<>building_2,G(F car_3 & F building_2)
[]!building_2&&<>(office_6&&p_letter_5),G((p_letter_5 & office_6) -> !building_2)
[]area_2&&[]<>(building_8&&photo),G((building_8 & photo) -> area_2)
locality_1 U intersection_4&&<>(warehouse_9&&<>(p_package_5&&<>(store_2&&pd))),locality_1 U intersection_4 & G(intersection_4 -> F(p_package_5 & warehouse_9 & F(store_2)))
<>(house_3&&<>(p_box_8&&<>(office_2&&pd))),G((house_3 & p_box_8) -> F(office_2 & p_box_8 & pd))
<>(building_4&&photo&&<>(parking_lot_2&&[]parking_lot_2)),F (photo & building_4) & F (parking_lot_2 & G parking_lot_2 & (!parking_lot_2 U (photo & building_4)))
<>(house_1&&<>(p_trash_can_4&&<>(garbage_dump_3&&pd))),G((house_1 & p_trash_can_4) -> F(garbage_dump_3 & p_trash_can_4))
<>[]table_4,F(table_4) & G(table_4)
<>(office_4&&<>(p_box_2&&<>(house_1&&pd))),G((office_4 & p_box_2) -> F(house_1 & p_box_2))
<>(landmark_6&&photo),F (landmark_6 & F photo)
[]<>charger_2&&<>(table_2&&<>(p_plate_4&&<>(table_4&&pd))),G((p_plate_4 & X(!table_4 U table_2)) -> F(charger_2))
!locality_5 U (house_2&&<>(p_pass_5&&<>(office_3&&pd))),!locality_5 U (house_2 & p_pass_5 & X (office_3 & pd))
<>(hospital_3&&p_bottle_4)&&[]!pharmacy_2,G((!pharmacy_2) U (hospital_3 & p_bottle_4))
!landmark_5 U park_5&&<>(landmark_5&&photo),(!landmark_5 U park_5) & F photo
<>(store_5&&<>(p_box_8&&<>(house_1&&pd))),G((!p_box_8) U (store_5 & F p_box_8)) & F(house_1 & p_box_8)
<>(post_office_1&&<>(p_lettter_2&&<>(building_3&&pd))),F(p_lettter_2 & pd & post_office_1) & F(building_3 & p_lettter_2) & (p_lettter_2 U building_3)
[]<>(warehouse_3&&<>(p_crate_4&&<>(store_9&&pd)))&&[]<>charger_3,G((p_crate_4 & warehouse_3) -> F(store_9)) & G(F(charger_3))
!street_4 U intersection_6&&<>[]street_4,!street_4 U intersection_6 & G(intersection_6 -> F street_4 & G street_4)
area_5 U (store_2&&<>(p_package_8&&<>(house_9&&pd))),area_5 U (p_package_8 & store_2 & F house_9)
<>(store_3&&<>(p_package_2&&<>(house_2&&pd)))&&[]!mall_1,G((store_3 & p_package_2) -> F(house_2 & p_package_2) & G(!mall_1))
parking_lot_4 U car_5,G((!car_5 & parking_lot_4) U car_5)
<>(post_office_1&&<>(p_lettter_2&&<>(building_3&&pd))),F(post_office_1 & F(p_lettter_2 & F(building_3)))
<>(plant_8&&<>(p_box_5&&<>(store_6&&pd))),G((!p_box_5 & !pd) -> (X(!p_box_5 U (p_box_5 & plant_8)))) & F(p_box_5 & store_6)
[]!street_4&&<>(store_7&&<>(p_package_8&&<>(house_2&&pd))),G((store_7 & p_package_8 & X(!street_4 U house_2)) -> !street_4)
<>(office_5&&<>(p_letter_4&&<>(house_2&&pd))),G((office_5 & p_letter_4) -> F(house_2 & pd))
[]<>charger_4&&[]<>(area_5&&photo),G((area_5 & photo) -> F charger_4)
<>(kitchen_1&&<>(p_bottle_2&&<>(hall_2&&[]hall_2))),F(p_bottle_2 & kitchen_1) & F(hall_2 & X(G(hall_2)))
<>(building_2&&photo),F photo & building_2
<>(table_2&&<>(p_brochure_9&&<>(park_4&&[]park_4))),F(p_brochure_9 & table_2) & F(park_4 & G(park_4))
<>(intersection_5&&<>(p_cone_5&&<>(street_2&&pd))),G((intersection_5 & p_cone_5) -> F(street_2 & pd))
[]<>(storage_4&&<>(p_crate_1&&<>(office_2&&pd))),G(p_crate_1 & storage_4 -> X(F(office_2 & p_crate_1)))
<>(street_4&&<>(p_traffic_cone_5&&<>(intersection_6&&pd))),G((p_traffic_cone_5 & street_4) -> F(intersection_6 & !p_traffic_cone_5))
[]<>(intersection_4&&photo),G(intersection_4 -> F photo)
<>(landmark_6&&photo),G(landmark_6 -> F photo)
!building_3 U street_6&&<>(store_3&&<>(p_box_8&&<>(house_2&&pd))),!building_3 U (street_6 & F (store_3 & F (p_box_8 & F house_2)))
[]<>(store_2&&<>(p_crate_6&&<>(building_5&&pd))),G((store_2 & pd) -> F(building_5 & p_crate_6))
locality_1 U intersection_4&&<>(warehouse_9&&<>(p_package_5&&<>(store_2&&pd))),!intersection_4 U (intersection_4 & F (p_package_5 & F (warehouse_9 & F store_2)))
house_4 U room_2,!room_2 U room_2
<>[]house_5,F house_5 & G (house_5)
<>[]parking_lot_5,F(parking_lot_5) & G(parking_lot_5)
!park_4 U street_3&&<>(store_7&&<>(p_takeout_2&&<>(bench_3&&pd))),!park_4 U street_3 & F(store_7 & p_takeout_2) & F(bench_3 & p_takeout_2) & (p_takeout_2 U (store_7 & p_takeout_2)) & G((p_takeout_2 & !bench_3) -> X(p_takeout_2 U bench_3))
[]<>(area_9&&photo)&&[]<>(camp_4&&<>(p_ordnance_3&&<>(camp_9&&pd))),G((area_9 & photo) & F(p_ordnance_3 & camp_4 & X(camp_9)))
!street_4 U intersection_6&&<>[]street_4,!street_4 U intersection_6 & G(intersection_6 -> X street_4) & G(street_4)
<>(table_9&&<>(p_brochure_3&&<>(park_2&&pd))),G(p_brochure_3 -> F(park_2)) & F(table_9 & p_brochure_3)
[]street_5&&[]<>(parking_lot_4&&photo),G(street_5 -> F(photo & parking_lot_4))
<>[]building_3&&!building_3 U garage_3,G((!building_3) U garage_3) & F(building_3) & G(building_3 -> X building_3)
[]<>(area_2&&photo),G(F(area_2 & F(photo)))
!office_4 U p_pass_6&&<>(house_5&&<>(p_pass_6&&<>(office_4&&pd))),!office_4 U (p_pass_6 & F (house_5 & pd & F office_4))
[]<>(mall_5&&<>(p_crate_8&&<>(office_6&&pd))),G((p_crate_8 & mall_5) -> F(office_6 & pd & !p_crate_8)) & G(F(p_crate_8 & mall_5))
[]!street_7&&<>(store_9&&<>(p_package_3&&<>(house_1&&pd))),G((p_package_3 & !house_1 & (F house_1) & (F store_9)) -> !street_7)
<>(arch_4&&photo)&&[]!park_2,!park_2 U (arch_4 & photo)
!parking_lot_4 U street_5&&<>(parking_lot_4&&[]parking_lot_4),!parking_lot_4 U street_5 & G(parking_lot_4 -> X(parking_lot_4 U !parking_lot_4))
park_2 U (monument_13&&photo),park_2 U photo & monument_13
<>(p_crate_4 && <>(park_1 &&pd&&[]park_1)),F(p_crate_4) & F(park_1 & G(park_1))
<>(store_3&&<>(p_package_2&&<>(house_2&&pd)))&&[]!mall_1,(!mall_1) U (store_3 & F (p_package_2 & F (house_2 & pd)))
[]!p_crate_8,G(F(!p_crate_8))
!intersection_5 U street_4&&<>(house_4&&<>(p_pass_4&&<>(office_1&&pd))),(p_pass_4 & F(office_1)) & (house_4 & F(office_1)) & (!intersection_5 U street_4)
!intersection_1 U street_6&&<>(street_2&&<>(p_cone_3&&<>(intersection_1&&pd))),!intersection_1 U street_6 & F (p_cone_3 & X intersection_1)
[]<>charger_2&&[]<>(table_2&&<>(p_plate_4&&<>(table_4&&pd))),G(F charger_2) & G(p_plate_4 & table_2 -> F(p_plate_4 & table_4))
[]<>(storage_4&&<>(p_crate_1&&<>(office_2&&pd))),G(p_crate_1 & storage_4 -> F(office_2 & p_crate_1 & !storage_4))
<>(office_4&&<>(p_box_2&&<>(house_1&&pd))),G((office_4 & p_box_2) -> F(house_1 & pd))
!park_9 U (gate_7&&photo),!park_9 U (gate_7 & F photo)
<>(house_3&&<>(p_box_8&&<>(office_2&&pd))),G((house_3 & p_box_8) -> F(pd & office_2))
[]locality_7&&<>(office_4&&<>(p_letter_1&&<>(house_1&&pd))),G((office_4 & p_letter_1) -> (locality_7 U (house_1 & p_letter_1)))
<>(parking_lot_2&&p_dish_2),F(parking_lot_2 & F(p_dish_2))
[]<>(area_9&&photo)&&[]<>(camp_4&&<>(p_ordnance_3&&<>(camp_9&&pd))),G(photo & area_9) & G(F(p_ordnance_3 & camp_4 & X(F(p_ordnance_3 & camp_9))))
<>(kitchen_2&&p_bottle_3)&&[]!living_room_1,!living_room_1 U (kitchen_2 & F p_bottle_3)
!office_4 U p_pass_6&&<>(house_5&&<>(p_pass_6&&<>(office_4&&pd))),(!office_4 U p_pass_6) & F(house_5 & p_pass_6) & F(pd & office_4)
[]!park_3&&<>(police_station_1&&p_cone_2&&<>(intersection_2&&pd)),G(!park_3 -> (F(p_cone_2 & pd) & F(intersection_2)))
<>(plant_8&&<>(p_box_5&&<>(store_6&&pd))),G((p_box_5 & pd & plant_8) -> F(store_6))
[]<>(store_2&&<>(p_crate_6&&<>(building_5&&pd))),G((store_2 & pd) -> (p_crate_6 U building_5))
[]!park_3&&<>(monument_3&&photo),!park_3 U (photo & monument_3)
[]!parking_lot_5&&[]<>(car_9&&photo),G((photo & car_9) -> !parking_lot_5)
<>(kitchen_1&&<>(p_bottle_2&&<>(hall_2&&[]hall_2))),F(p_bottle_2 & kitchen_1) & F(hall_2 & X(G(hall_2)))
<>(restaurant_9&&<>(takeout_2&&<>(house_1&&pd))),G(restaurant_9 -> F(takeout_2 & F(house_1)))
parking_lot_9 U (car_2&&photo),(!photo U (car_2 & photo)) & G(parking_lot_9)
<>(statue_6&&photo)&&[]park_5,G(park_5 -> (statue_6 U photo))
[]<>(store_2&&<>(p_crate_6&&<>(building_5&&pd))),G(p_crate_6 -> F(store_2 & F(building_5)))
<>(office_4&&<>(p_box_2&&<>(house_1&&pd))),F(p_box_2 & office_4) & F(pd & house_1)
street_4 U (house_1&&photo),street_4 U photo & house_1
!park_5 U intersection_5&&<>(monument_3&&photo),(!park_5 U intersection_5) & F photo
[]!street_7&&<>(store_9&&<>(p_package_3&&<>(house_1&&pd))),G((p_package_3 & pd & store_9 & !house_1) -> !street_7 U house_1)
[]<>(street_3&&photo),G(photo & street_3)
