Index,Requirement,Ground Truth,Response,Equivalent
3116,"Whenever change light_east red and record the vehicle on southwest_4th_avenue are equal, record the vehicle on southwest_4th_avenue and record the collision on west_9th_avenue are equal as well.",G((change_light_east_red <-> record_vehicle_southwest_4th_avenue) -> (record_collision_west_9th_avenue <-> record_vehicle_southwest_4th_avenue)),G((change_light_east_red & record_vehicle_southwest_4th_avenue) -> (record_vehicle_southwest_4th_avenue & record_collision_west_9th_avenue)),False
3117,repeatedly make_way_to house and never drop orange,GF make_way_to_house & G!drop_orange,GF(make_way_to_house) & G(!drop_orange),True
3118,go into the room and find the chair then push it back into blue_room,F(red_room & F blue_room),F(blue_room & F(blue_room)),False
3119,Deliver the vase to the shelf and deliver the bicycle to the loading_dock are mutually exclusive at all times.,G!(deliver_bicycle_loading_dock & deliver_vase_shelf),G(!(deliver_vase_shelf & deliver_bicycle_loading_dock)),True
3120,drop pear or whenever go_to transh can,drop_pear | F go_to_transh_can,G(go_to_transh_can -> drop_pear),False
3121,"Whenever get_help holds, go_home holds as well.",G(get_help -> go_home),G(get_help -> go_home),True
3122,in any case the bar is down,G bar_is_down,G(bar_is_down),True
3123,Set light_west green and record the motorcycle on north_7th_street are mutually exclusive at all times.,G!(change_light_west_green & record_motorcycle_north_7th_street),G(!(change_light_west_green & record_motorcycle_north_7th_street)),True
3124,whenever migrate_to tree and at some time go_to transh can,F migrate_to_tree & F go_to_transh_can,G(migrate_to_tree -> F go_to_transh_can),False
3125,"If every deliver_aid the injured_rescuer is eventually followed by avoid the nearest_flood, then communicate the safe_hostile must occur infinitely often.",G(deliver_aid_injured_rescuer -> F avoid_nearest_flood) -> GF communicate_safe_hostile,G(deliver_aid_injured_rescuer -> F avoid_nearest_flood) -> GF communicate_safe_hostile,True
3126,Ensure you always stay in area 5,G area_5,G(area_5),True
3127,"after both the elevator falls and the escalator speeds up, eternally, a sensor captures data or the train has been launched",G((elevator_falls & escalator_speeds_up) -> G(sensor_captures_data | train_has_been_launched)),F(elevator_falls & escalator_speeds_up) -> G(sensor_captures_data | train_has_been_launched),False
3128,Pick up brochure 2 from table 8 and subsequently deliver it to table 1,F(table_8 & F(p_brochure_2 & F(pd & table_1))),F(pd & p_brochure_2 & table_8) & F(F(pd & p_brochure_2 & table_8) & F(pd & p_brochure_2 & table_1)),False
3129,at some point the bar is closing or a motorbike has started or the escalator moves,F(bar_is_closing | escalator_moves | motorbike_has_started),F (bar_is_closing | motorbike_has_started | escalator_moves),True
3130,"eternally, both a motorbike falls down and the escalator is blocked after either a motorbike falls down or a house collapses",G((house_collapses | motorbike_falls_down) -> G(escalator_is_blocked & motorbike_falls_down)),G((motorbike_falls_down | house_collapses) -> F(motorbike_falls_down & escalator_is_blocked)),False
3131,"after the elevator is open or the house is built, eternally, a semaphore is yellow",G((elevator_is_open | house_is_built) -> G semaphore_is_yellow),F(elevator_is_open | house_is_built) -> G(semaphore_is_yellow),False
3132,Pick up letter_4 from office_5 and deliver it to house_2,F(office_5 & F(p_letter_4 & F(house_2 & pd))),F(office_5 & p_letter_4 & pd) & F(house_2 & p_letter_4 & pd),False
3133,at some time visit house can infer that pick_up flag,F visit_house -> pick_up_flag,F(visit_house) -> F(pick_up_flag),False
3134,advance_to tree and do not let_go pear,advance_to_tree & !let_go_pear,F(advance_to_tree & G(!let_go_pear)),False
3135,at no time the constructor creates instances or a train has arrived or the sensor retrieves data,G!(constructor_creates_instances | sensor_retrieves_data | train_has_arrived),G(!(constructor_creates_instances | train_has_arrived | sensor_retrieves_data)),True
3136,"Globally, it is not the case that both photo the person on northwest_4th_avenue and photo the person on northeast_7th_street hold simultaneously.",G!(photo_person_northeast_7th_street & photo_person_northwest_4th_avenue),G(!(photo_person_northwest_4th_avenue & photo_person_northeast_7th_street)),True
3137,at some time contact flag or when possible touch tree,F contact_flag | F touch_tree,F(contact_flag | touch_tree),True
3138,Do not go to office 4 until you pick pass 6 as you deliver pass 6 from house 5 to office 4,(!office_4 U p_pass_6) & F(house_5 & F(p_pass_6 & F(office_4 & pd))),(!office_4) U p_pass_6,False
3139,when possible obtain orange and always go_by trash can,F obtain_orange & G go_by_trash_can,F(obtain_orange) & G(go_by_trash_can),True
3140,Go to street 5 and then go to building 2 and stay there,F(street_5 & F(building_2 & G building_2)),F(street_5 & F(G building_2)),True
3141,Call for help and idle will each happen at some point.,F get_help & F idle,F(get_help) & F(idle),True
3142,whenever travel_to flag or at some time procure pear,F travel_to_flag | F procure_pear,G(travel_to_flag | F procure_pear),False
3143,"Ensure you repeatedly transport crate_4 from warehouse_3 to store_9, and also periodically visit charger_3",GF(warehouse_3 & F(p_crate_4 & F(pd & store_9))) & GF charger_3,GF(warehouse_3 & p_crate_4 & F(store_9 & pd)) & GF(charger_3),False
3144,"after both a motorbike has started and a semaphore is red, it will not happen that either a sensor captures data or the escalator moves",G((motorbike_has_started & semaphore_is_red) -> G!(escalator_moves | sensor_captures_data)),F(motorbike_has_started & semaphore_is_red) -> G(!(sensor_captures_data | escalator_moves)),False
3145,The robot must Please deliver the bed to the shelf and then get_help.,deliver_bed_shelf U get_help,F(deliver_bed_shelf & F get_help),False
3146,Always avoid entering house 1,G!house_1,G(!house_1),True
3147,The robot must always avoid calling for help.,G!get_help,G(!get_help),True
3148,under no condition both a bridge closes and the brake is released,G!(brake_is_released & bridge_closes),G(!(bridge_closes & brake_is_released)),True
3149,Remain still can only happen after handing over the dining_table to the loading_dock.,!idle U deliver_dining_table_loading_dock,(!idle) U deliver_dining_table_loading_dock,True
3150,"If record the car on west_7th_street happens infinitely often, then so does get_help.",GF record_car_west_7th_street -> GF get_help,GF(record_car_west_7th_street) -> GF(get_help),True
3151,always stay or grip apple,grip_apple | G stay,G(stay | grip_apple),False
3152,"Our agent must eventually, avoid search the skateboard.",F!search_skateboard,F(!search_skateboard),True
3153,"If idle holds, then in the next step pickup the bed persists until picking up the sports_ball holds, or else pickup the bed holds forever.",idle -> X((pickup_bed U pickup_sports_ball) | G pickup_bed),G(idle -> X((pickup_bed U pickup_sports_ball) | G pickup_bed)),False
3154,always have_in orange or whenever make_to flag,G have_in_orange | F make_to_flag,G(have_in_orange | (make_to_flag -> have_in_orange)),False
3155,at any time an elevator falls or the elevator is open,G(elevator_falls | elevator_is_open),G(elevator_falls | elevator_is_open),True
3156,"first, eventually, a semaphore is green or the car starts, and then, sooner or later both an elevator is blocked and a train derails",G!(car_starts | semaphore_is_green) | F((car_starts | semaphore_is_green) & F(elevator_is_blocked & train_derails)),F((semaphore_is_green | car_starts) & F(elevator_is_blocked & train_derails)),False
3157,at no time the elevator falls,G!elevator_falls,G(!elevator_falls),True
3158,Our agent must eventually deliver the sheep to the shelf and get_help.,F(deliver_sheep_shelf & get_help),F(deliver_sheep_shelf & get_help),True
3159,when possible make_way waste basket or repeatedly grab tree,F make_way_waste_basket | GF grab_tree,GF(make_way_waste_basket | grab_tree),False
3160,capture orange until hold apple,capture_orange U hold_apple,capture_orange U hold_apple,True
3161,it is always true that both the train stops and the sensor gathers information after the sensor captures data and the motorbike falls down,G((motorbike_falls_down & sensor_captures_data) -> G(sensor_gathers_information & train_stops)),G((sensor_captures_data & motorbike_falls_down) -> F(train_stops & sensor_gathers_information)),False
3162,"Retrieve the bowl must hold until delivering the cake to the loading_dock does, or else pickup the bowl holds forever.",(pickup_bowl U deliver_cake_loading_dock) | G pickup_bowl,(pickup_bowl U deliver_cake_loading_dock) | G pickup_bowl,True
3163,always when the sensor captures data or the bar is up then at a certain moment a semaphore is red and the sensor retrieves data,G((bar_is_up | sensor_captures_data) -> F(semaphore_is_red & sensor_retrieves_data)),G((sensor_captures_data | bar_is_up) -> F(semaphore_is_red & sensor_retrieves_data)),True
3164,"at some point both the constructor creates instances and the train has been launched and, at some point in time either the bar is closing or a sensor retrieves data afterwards",G!(constructor_creates_instances & train_has_been_launched) | F(constructor_creates_instances & train_has_been_launched & F(bar_is_closing | sensor_retrieves_data)),F(constructor_creates_instances & train_has_been_launched) & F(bar_is_closing | F sensor_retrieves_data),False
3165,Keep visiting intersection_4 as you proceed to locality_9,GF intersection_4 & F locality_9,(intersection_4 U locality_9),False
3166,repeatedly go_to waste basket and put_in apple bucket,put_in_apple_bucket & GF go_to_waste_basket,GF(go_to_waste_basket & F put_in_apple_bucket),False
3167,when possible get_close flag or grasp orange,grasp_orange | F get_close_flag,GF(get_close_flag | grasp_orange),False
3168,"in any case either the brake is pressed, the elevator rises or the elevator falls",G(brake_is_pressed | elevator_falls | elevator_rises),G(brake_is_pressed | elevator_rises | elevator_falls),True
3169,when possible move_near tree and don't let_go pear,!let_go_pear & F move_near_tree,G(move_near_tree & !let_go_pear),False
3170,"after both the motorbike falls down and a table has been moved, all the time the semaphore is yellow",G((motorbike_falls_down & table_has_been_moved) -> G semaphore_is_yellow),F(motorbike_falls_down & table_has_been_moved) -> G(semaphore_is_yellow),False
3171,"if take pear , take_to tree",take_pear -> take_to_tree,G(take_pear -> take_to_tree),False
3172,Go to parking_lot_2 and pickup dish_2,F(p_dish_2 & parking_lot_2),F(parking_lot_2 & F p_dish_2),False
3173,Repeatedly transport brochure 8 from table 2 to street 9 while repeatedly visiting charger 6,GF(table_2 & F(p_brochure_8 & F(pd & street_9))) & GF charger_6,GF(pd & p_brochure_8 & table_2) & GF(pd & p_brochure_8 & street_9) & GF(charger_6),False
3174,whenever withhold apple or when possible reach flag,F withhold_apple | F reach_flag,G(withhold_apple | F reach_flag),False
3175,"at some point in time a sensor gathers information and, sooner or later either the engine breaks or a manager handles requests afterwards",G!sensor_gathers_information | F(sensor_gathers_information & F(engine_breaks | manager_handles_requests)),F(sensor_gathers_information & F(engine_breaks | manager_handles_requests)),False
3176,sooner or later a sensor captures data after the bar is up and a manager collect claims,G((bar_is_up & manager_collect_claims) -> F sensor_captures_data),F(bar_is_up & manager_collect_claims & F sensor_captures_data),False
3178,repeatedly go_to pear or take pear,take_pear | GF go_to_pear,GF(go_to_pear | take_pear),False
3179,Keep visiting charger 6 as you keep picking up brochure 4 from table 4,GF charger_6 & GF(p_brochure_4 & table_4),G(p_brochure_4 -> charger_6),False
3180,"Whenever get_help holds, eventually change light_north red will hold.",G(get_help -> F change_light_north_red),G(get_help -> F change_light_north_red),True
3181,Keep taking a picture of parking_lot_4 while you always stay in street_5,G street_5 & GF(parking_lot_4 & photo),G(street_5 -> photo),False
3182,under no circumstances both the brake is released and a semaphore is red,G!(brake_is_released & semaphore_is_red),G(!(brake_is_released & semaphore_is_red)),True
3183,"after the semaphore is green and the bar is down, at some point in time the brake is pressed or the escalator is blocked",G((bar_is_down & semaphore_is_green) -> F(brake_is_pressed | escalator_is_blocked)),G((semaphore_is_green & bar_is_down) -> F(brake_is_pressed | escalator_is_blocked)),True
3184,Every get_help is directly followed by change light_west green in the next step.,G(get_help -> X change_light_west_green),G(get_help -> X change_light_west_green),True
3185,"Stay in building_3, but only after reaching garage_3 first.",FG building_3 & (!building_3 U garage_3),(!building_3 U garage_3) & F G building_3,True
3186,"At every step, search the hair-drier equals the value of pickup the bicycle in the next step.",G(search_hair_drier <-> X pickup_bicycle),G(search_hair_drier <-> X pickup_bicycle),True
3187,move toward either the yellow or blue_room then into the green_room,F((blue_room | yellow_room) & F green_room),F((blue_room | yellow_room) & F green_room),True
3188,"at some point either the car starts or a train derails and, eventually, either the engine stops or the manager collect claims afterwards",G!(car_starts | train_derails) | F((car_starts | train_derails) & F(engine_stops | manager_collect_claims)),F((car_starts | train_derails) & F(engine_stops | manager_collect_claims)),False
3189,Return home and deliver_aid the safe_hostile are mutually exclusive at all times.,G!(deliver_aid_safe_hostile & go_home),G(!(go_home & deliver_aid_safe_hostile)),True
3190,"at some point in time the train stops, the engine starts and the engine stops",F(engine_starts & engine_stops & train_stops),F(train_stops & F(engine_starts & F(engine_stops))),False
3191,"Whenever search the sports_ball holds, search the bench holds exactly three steps later.",G(search_sports_ball -> XXX search_bench),G(search_sports_ball -> X(X(X search_bench))),True
3192,always touch flag and take orange,take_orange & G touch_flag,G(touch_flag & take_orange),False
3193,Take a picture of arch 2 and then go to park 8 and stay there,F(arch_2 & photo & F(park_8 & G park_8)),F(photo & arch_2 & F(park_8 & G park_8)),True
3194,"at a certain moment either the semaphore is red or the engine stops and, finally, both the engine stops and the car stops afterwards",G!(engine_stops | semaphore_is_red) | F((engine_stops | semaphore_is_red) & F(car_stops & engine_stops)),F((semaphore_is_red | engine_stops) & F(engine_stops & F car_stops)),False
3195,"after both the engine stops and a manager collect claims, finally, an elevator is blocked and the train derails",G((engine_stops & manager_collect_claims) -> F(elevator_is_blocked & train_derails)),F((engine_stops & manager_collect_claims) & F(elevator_is_blocked & train_derails)),False
3196,"first, at a certain moment the sensor retrieves data and a house collapses, and then, it is going to happen that a sensor gathers information",G!(house_collapses & sensor_retrieves_data) | F(house_collapses & sensor_retrieves_data & F sensor_gathers_information),F((sensor_retrieves_data & house_collapses) & F sensor_gathers_information),False
3197,never drop apple or at any time get_close tree,G!drop_apple | F get_close_tree,G(!drop_apple & !get_close_tree),False
3198,"after both an elevator rises and the bar is closing, it will happen that either the semaphore is red or a car stops",G((bar_is_closing & elevator_rises) -> F(car_stops | semaphore_is_red)),F(elevator_rises & bar_is_closing) -> F(semaphore_is_red | car_stops),False
3199,"first, eventually, both the train has arrived and an elevator falls, and then, it is going to happen that either the table is old or the bar has to be repaired",G!(elevator_falls & train_has_arrived) | F(elevator_falls & train_has_arrived & F(bar_has_to_be_repaired | table_is_old)),F((train_has_arrived & elevator_falls) & F(table_is_old | bar_has_to_be_repaired)),False
3200,it is always the case that either an elevator is open or the elevator is blocked,G(elevator_is_blocked | elevator_is_open),G(elevator_is_open | elevator_is_blocked),True
3201,Call for help can only happen after change light_west red.,!get_help U change_light_west_red,(!get_help) U change_light_west_red,True
3202,"Get help should always hold, with at most a two-step grace period for recovery.",!G!(get_help & X get_help),G(get_help | X get_help | XX get_help),False
3203,You capture a photo of building 4 and proceed to parking lot 2 and stay there,F(building_4 & photo & F(parking_lot_2 & G parking_lot_2)),F(photo & building_4 & F(parking_lot_2 & G parking_lot_2)),True
3204,"eternally, both a house is built and the bar is up",G(bar_is_up & house_is_built),G(house_is_built & bar_is_up),True
3206,whenever make_contact_with house can infer that whenever get_hold_of orange,F make_contact_with_house -> F get_hold_of_orange,G(make_contact_with_house -> G(get_hold_of_orange -> get_hold_of_orange)),False
3207,"it is going to happen that the train has arrived and, in the future the train is crossing or a manager collect claims afterwards",G!train_has_arrived | F(train_has_arrived & F(manager_collect_claims | train_is_crossing)),F(train_has_arrived & F(train_is_crossing | manager_collect_claims)),False
3208,"eternally, a manager collect claims or a sensor gathers information after both the motorbike catches fire and the engine breaks",G((engine_breaks & motorbike_catches_fire) -> G(manager_collect_claims | sensor_gathers_information)),G((motorbike_catches_fire & engine_breaks) -> F(manager_collect_claims | sensor_gathers_information)),False
3209,always have_in orange means that take_to trashcan,G have_in_orange -> take_to_trashcan,G(have_in_orange -> take_to_trashcan),False
3210,"if either a motorbike has stopped or the semaphore is broken then eternally, either a motorbike falls down or the escalator is blocked",G((motorbike_has_stopped | semaphore_is_broken) -> G(escalator_is_blocked | motorbike_falls_down)),(motorbike_has_stopped | semaphore_is_broken) -> G(motorbike_falls_down | escalator_is_blocked),False
3211,repeatedly go_to pear until venture_to trash can,GF go_to_pear U venture_to_trash_can,(G(go_to_pear)) U venture_to_trash_can,False
3212,"If search the motorbike happens infinitely often, then so does deliver the snowboard to the shelf.",GF search_motorbike -> GF deliver_snowboard_shelf,GF(search_motorbike) -> GF(deliver_snowboard_shelf),True
3213,"as a car starts and the engine stops, finally, the sensor captures data",G((car_starts & engine_stops) -> F sensor_captures_data),F(car_starts & engine_stops & F sensor_captures_data),False
3214,"At every step, get_help equals the value of record the pedestrian on southwest_2nd_street in the next step.",G(get_help <-> X record_pedestrian_southwest_2nd_street),G(get_help <-> X record_pedestrian_southwest_2nd_street),True
3215,Take a video of the collision on north_5th_avenue and change light_west red will each happen at some point.,F record_collision_north_5th_avenue & F change_light_west_red,F(record_collision_north_5th_avenue) & F(change_light_west_red),True
3216,Either photo flood or deliver_aid the safe_rescuer happens infinitely often.,GF photo_flood | GF deliver_aid_safe_rescuer,GF(photo_flood | deliver_aid_safe_rescuer),True
3217,Stay out of house 3 indefinitely,G!house_3,G(!house_3),True
3218,the brake is pressed involves that it is going to happen that the semaphore is green after a car enters,G(brake_is_pressed -> G(car_enters -> F semaphore_is_green)),G(brake_is_pressed -> F(car_enters & F semaphore_is_green)),False
3219,Keep picking up trash can 4 from house 2,GF(house_2 & p_trash_can_4),G(house_2 & p_trash_can_4),False
3220,Find your way to park 8 and stay there permanently,FG park_8,F G park_8,True
3221,forever moving or at some time clutch orange,G moving | F clutch_orange,G(moving) | F(clutch_orange),True
3222,Do not go to building 1 until you arrive at street 4.,!building_1 U street_4,(!building_1) U street_4,True
3223,"the train has arrived implies that as a motorbike catches fire, at some point a bridge closes",G(train_has_arrived -> G(motorbike_catches_fire -> F bridge_closes)),train_has_arrived -> (motorbike_catches_fire -> F bridge_closes),False
3224,"Our agent must Eventually, both deliver the suitcase to the loading_dock and deliver the snowboard to the shelf hold simultaneously.",F(deliver_snowboard_shelf & deliver_suitcase_loading_dock),F (deliver_suitcase_loading_dock & deliver_snowboard_shelf),True
