Index,Requirement,Ground Truth,Response,Equivalent
8215,"Avoid office 4 until pick up pass 6, then you need to pick it up at house 5 and deliver it to office 4",(!office_4 U p_pass_6) & F(house_5 & F(p_pass_6 & F(office_4 & pd))),G(!office_4 U p_pass_6) & G(p_pass_6 -> (G(!p_pass_6 U house_5) & G(house_5 -> (G(!house_5 U office_4))))),False
8216,Drop off the fork to the shelf and get_help are mutually exclusive at all times.,G!(deliver_fork_shelf & get_help),G!(deliver_fork_shelf & get_help),True
8217,"first, sooner or later the motorbike has stopped and a semaphore is red, and then, at a certain moment an elevator falls or the bar is up",G!(motorbike_has_stopped & semaphore_is_red) | F(motorbike_has_stopped & semaphore_is_red & F(bar_is_up | elevator_falls)),F (motorbike_has_stopped & semaphore_is_red) & F (elevator_falls | bar_is_up),False
8218,whenever go_near flag and at some time be_at flag,F go_near_flag & F be_at_flag,G(go_near_flag -> F be_at_flag),False
8219,never drop apple and secure apple,secure_apple & G!drop_apple,G(!drop_apple & secure_apple),False
8220,Call for help can only happen after picking up the kite.,!get_help U pickup_kite,G(get_help -> F(pickup_kite)),False
8221,"From some point onwards, record the car on northwest_9th_avenue never occurs again.",FG!record_car_northwest_9th_avenue,G F !record_car_northwest_9th_avenue,False
8222,forever move can infer that at some time pick_up apple,G move -> F pick_up_apple,G(move -> F(pick_up_apple)),False
8223,Repeatedly take pictures of building_5 while also continuously returning to charger_4,GF(building_5 & photo) & GF charger_4,G(photo & building_5) & G(charger_4),False
8224,forever have_in orange and go_to orange bin,go_to_orange_bin & G have_in_orange,G (have_in_orange & go_to_orange_bin),False
8225,"From some point onwards, photo the motorcycle on south_6th_street never occurs again.",FG!photo_motorcycle_south_6th_street,G F !photo_motorcycle_south_6th_street,False
8226,Go to hotel 3 and never leave,FG hotel_3,F hotel_3 & G hotel_3,False
8227,always when a sensor gathers information or a train derails then at some point in time both the brake is pressed and the sensor captures data,G((sensor_gathers_information | train_derails) -> F(brake_is_pressed & sensor_captures_data)),G ((sensor_gathers_information | train_derails) -> F (brake_is_pressed & sensor_captures_data)),True
8228,"Our agent must eventually, avoid returning home.",F!go_home,F !go_home,True
8229,it is always the case that the bar is down and the semaphore is red after either a manager collect claims or the escalator speeds up,G((escalator_speeds_up | manager_collect_claims) -> G(bar_is_down & semaphore_is_red)),G ((manager_collect_claims | escalator_speeds_up) -> X (bar_is_down & semaphore_is_red)),False
8230,at a certain moment either a car starts or a motorbike has started,F(car_starts | motorbike_has_started),F (car_starts | motorbike_has_started),True
8231,"Ensure you visit table_8, collect brochure_2, and transport it to table_1",F(table_8 & F(p_brochure_2 & F(pd & table_1))),G(table_8 & p_brochure_2 & table_1),False
8232,"At every step, get_help equals the value of change light_north red in the next step.",G(get_help <-> X change_light_north_red),G(get_help <-> X(change_light_north_red)),True
8233,Take a picture of the jaywalker on north_4th_avenue and get_help are mutually exclusive at all times.,G!(get_help & photo_jaywalker_north_4th_avenue),G!(get_help & photo_jaywalker_north_4th_avenue),True
8234,"at a certain moment the engine breaks or the bar is down and, at some point in time the engine stops and the brake is pressed afterwards",G!(bar_is_down | engine_breaks) | F((bar_is_down | engine_breaks) & F(brake_is_pressed & engine_stops)),F(engine_breaks | (bar_is_down & F(engine_stops & X brake_is_pressed))),False
8235,a semaphore is yellow involves that at some point in time the constructor instantiate objects after an elevator is blocked,G(semaphore_is_yellow -> G(elevator_is_blocked -> F constructor_instantiate_objects)),semaphore_is_yellow -> F (elevator_is_blocked & F constructor_instantiate_objects),False
8236,"If photo the person on southeast_10th_avenue ever holds, get_help must have held beforehand.",F photo_person_southeast_10th_avenue -> (!photo_person_southeast_10th_avenue U (get_help & !photo_person_southeast_10th_avenue)),G(photo_person_southeast_10th_avenue -> !get_help U photo_person_southeast_10th_avenue),False
8237,"The system must eventually, avoid picking up the book.",F!pickup_book,F !pickup_book,True
8238,"at a certain moment the car enters and the table is brown and, it will happen that either a car starts or a semaphore is broken afterwards",G!(car_enters & table_is_brown) | F(car_enters & table_is_brown & F(car_starts | semaphore_is_broken)),F (car_enters & table_is_brown & F (car_starts | semaphore_is_broken)),False
8239,"whenever both a constructor instantiate objects and a table is brown then finally, a train has arrived",G((constructor_instantiate_objects & table_is_brown) -> F train_has_arrived),G((constructor_instantiate_objects & table_is_brown) -> F(train_has_arrived)),True
8240,"first, eventually, the engine stops or a manager collect claims, and then, eventually, a sensor retrieves data and a train is crossing",G!(engine_stops | manager_collect_claims) | F((engine_stops | manager_collect_claims) & F(sensor_retrieves_data & train_is_crossing)),F (engine_stops | manager_collect_claims) & F (sensor_retrieves_data & train_is_crossing),False
8241,never drop apple or at some time venture_to house,G!drop_apple | F venture_to_house,G!drop_apple | Fventure_to_house,True
8242,"Globally, it is not the case that both deliver the chair to the shelf and deliver the potted_plant to the loading_dock hold simultaneously.",G!(deliver_chair_shelf & deliver_potted_plant_loading_dock),G!((deliver_chair_shelf & deliver_potted_plant_loading_dock)),True
8243,whenever walk_to flag and always touch flag,F walk_to_flag & G touch_flag,G(walk_to_flag -> G(touch_flag)),False
8244,when possible move_past trash can or at any time go_to trash bin,F move_past_trash_can | F go_to_trash_bin,G(move_past_trash_can | go_to_trash_bin),False
8245,Do not enter park_6 unless you have already picked up pass_4,!park_6 U p_pass_4,G(!park_6 | F p_pass_4),False
8246,hold_on_to pear or never let_go apple,hold_on_to_pear | G!let_go_apple,hold_on_to_pear | G !let_go_apple,True
8247,repeatedly go_to apple trashcan and grip apple,grip_apple & GF go_to_apple_trashcan,G F (go_to_apple_trashcan & grip_apple),False
8248,"If photo the cyclist on east_5th_avenue holds and change light_south red holds next, then record the person on north_10th_avenue holds in the step after that.",G((photo_cyclist_east_5th_avenue & X change_light_south_red) -> XX record_person_north_10th_avenue),(photo_cyclist_east_5th_avenue & X change_light_south_red) -> XX record_person_north_10th_avenue,False
8249,take_to tree and never drop apple,take_to_tree & G!drop_apple,take_to_tree & G!drop_apple,True
8250,don't let_go pear and when possible yield pear,!let_go_pear & F yield_pear,G(!let_go_pear & (F yield_pear)),False
8251,every time a motorbike is driven or an elevator is open then at some point in time a constructor instantiate objects and the engine stops,G((elevator_is_open | motorbike_is_driven) -> F(constructor_instantiate_objects & engine_stops)),G((motorbike_is_driven | elevator_is_open) -> F(constructor_instantiate_objects & engine_stops)),True
8252,"Whenever idle and get_help are equal, get_help and deliver the sports_ball to the loading_dock are equal as well.",G((get_help <-> idle) -> (deliver_sports_ball_loading_dock <-> get_help)),G((idle <-> get_help) -> (get_help <-> deliver_sports_ball_loading_dock)),True
8253,"every time a train has been launched and the bar is closing then eternally, either the bar is up or an elevator rises",G((bar_is_closing & train_has_been_launched) -> G(bar_is_up | elevator_rises)),G(train_has_been_launched & bar_is_closing -> G(bar_is_up | elevator_rises)),True
8254,"Return to base must hold until geting help does, or else go_home holds forever.",(go_home U get_help) | G go_home,G(return_to_base U get_help | G(go_home)),False
8255,"finally, the table is brown or an elevator rises and, at some point a motorbike has stopped and the semaphore is red afterwards",G!(elevator_rises | table_is_brown) | F((elevator_rises | table_is_brown) & F(motorbike_has_stopped & semaphore_is_red)),F (table_is_brown | (elevator_rises & F (motorbike_has_stopped & X G semaphore_is_red))),False
8256,at some time proceed_to flag or never drop orange,F proceed_to_flag | G!drop_orange,F proceed_to_flag | G ! drop_orange,True
8257,"Go to statue 6, take its photograph, and ensure you continuously stay in park 5",F(photo & statue_6) & G park_5,F (statue_6 & photo) & G park_5,True
8258,go_by waste bin or at some time bring pear,go_by_waste_bin | F bring_pear,go_by_waste_bin | F bring_pear,True
8259,at large yellow_room through blue_room,F(blue_room & F yellow_room),F (yellow_room & F blue_room),False
8260,"If every photo the car on northeast_4th_street is eventually followed by photoing the cyclist on northeast_7th_street, then record the vehicle on northeast_7th_street must occur infinitely often.",G(photo_car_northeast_4th_street -> F photo_cyclist_northeast_7th_street) -> GF record_vehicle_northeast_7th_street,G(photo_car_northeast_4th_street -> F photo_cyclist_northeast_7th_street) -> G F record_vehicle_northeast_7th_street,True
8261,whenever a sensor captures data then sooner or later the car starts and a house is open,G(sensor_captures_data -> F(car_starts & house_is_open)),G(sensor_captures_data -> F(car_starts & house_is_open)),True
8262,"From some point onwards, search the bowl never occurs again.",FG!search_bowl,G F !search_bowl,False
8263,Retrieve letter 4 at office 5 and transport it to house 2,F(office_5 & F(p_letter_4 & F(house_2 & pd))),F (pd & office_5 & p_letter_4) & F (pd & house_2 & p_letter_4),False
8264,"always, a semaphore is yellow after either a constructor creates instances or the escalator is blocked",G((constructor_creates_instances | escalator_is_blocked) -> G semaphore_is_yellow),G (semaphore_is_yellow U (constructor_creates_instances | escalator_is_blocked)),False
8265,only go through the blue or yellow to get to the green,F((blue_room | yellow_room) & F green_room),G (green_room -> F (blue_room | yellow_room)),False
8266,Ensure you collect brochure 3 from table 9 and take it to park 2,F(table_9 & F(p_brochure_3 & F(park_2 & pd))),G (p_brochure_3 & table_9 -> F (p_brochure_3 & park_2)),False
8267,The system must eventually get_help or photo the jaywalker on southwest_2nd_avenue.,F(get_help | photo_jaywalker_southwest_2nd_avenue),F (get_help | photo_jaywalker_southwest_2nd_avenue),True
8268,go thru the yellow or blue box to get to the green box,F((blue_room | yellow_room) & F green_room),F (yellow_room | blue_room) & F green_room & G (!green_room -> (yellow_room | blue_room)),False
8269,"Whenever idle holds, from the next step onwards get_help will eventually hold.",G(idle -> XF get_help),G(idle -> X F get_help),True
8270,whenever the bar has to be repaired and the manager collect claims then at some point in time a house is open or the brake is released,G((bar_has_to_be_repaired & manager_collect_claims) -> F(brake_is_released | house_is_open)),G((bar_has_to_be_repaired & manager_collect_claims) -> F(house_is_open | brake_is_released)),True
8271,"Globally, if search the horse occurs then finally idle happensing.",G(search_horse -> F idle),G(search_horse -> F idle),True
8272,whenever capture pear can infer that when possible obtain orange,F capture_pear -> F obtain_orange,G (capture_pear -> (F capture_pear -> F obtain_orange)),False
8273,Get help and idle will each happen at some point.,F get_help & F idle,F get_help & F idle,True
8274,at the green_room but do not enter the yellow_room,F green_room & G!yellow_room,green_room & !yellow_room,False
8275,when possible withdraw pear or repeatedly grab tree,F withdraw_pear | GF grab_tree,F (withdraw_pear | G X grab_tree),False
8276,You must Please record the person on southeast_5th_street and then change light_east green.,record_person_southeast_5th_street U change_light_east_green,F (record_person_southeast_5th_street & X change_light_east_green),False
8277,"If record the person on north_8th_street ever holds, get_help must have held beforehand.",F record_person_north_8th_street -> (!record_person_north_8th_street U (get_help & !record_person_north_8th_street)),G(record_person_north_8th_street -> !record_person_north_8th_street U get_help),False
8278,This controller must always avoid remaining still.,G!idle,G!idle,True
8279,"Either get_help happens infinitely often, or change light_east green happens in the next step.",GF get_help | X change_light_east_green,F G get_help | X change_light_east_green,False
8280,Ensure that you keep visiting charger 9 and keep moving crate 2 from warehouse 8 to store 2,GF charger_9 & GF(warehouse_8 & F(p_crate_2 & F(pd & store_2))),G(charger_9 & (p_crate_2 & warehouse_8 -> X(store_2))),False
8281,"If photo the vehicle on southeast_1st_street happens infinitely often, then so does photo the cyclist on east_6th_street.",GF photo_vehicle_southeast_1st_street -> GF photo_cyclist_east_6th_street,G F photo_vehicle_southeast_1st_street -> G F photo_cyclist_east_6th_street,True
8282,go_to bucket or repeatedly make_way_to house,go_to_bucket | GF make_way_to_house,go_to_bucket | G F make_way_to_house,True
8283,whenever either the car stops or a manager handles requests then in the future either the car stops or an elevator falls,G((car_stops | manager_handles_requests) -> F(car_stops | elevator_falls)),G((car_stops | manager_handles_requests) -> F(car_stops | elevator_falls)),True
8284,Ensure you collect brochure_3 from table_9 and take it to park_2,F(table_9 & F(p_brochure_3 & F(park_2 & pd))),G (p_brochure_3 & table_9 -> F (p_brochure_3 & park_2)),False
8285,"If get_help holds, then in the next step deliver the bed to the shelf persists until pickup the snowboard holds, or else deliver the bed to the shelf holds forever.",get_help -> X((deliver_bed_shelf U pickup_snowboard) | G deliver_bed_shelf),get_help -> (X (deliver_bed_shelf U pickup_snowboard) | G deliver_bed_shelf),False
8286,Take a picture at statue_5 after going there,F(photo & statue_5),G (statue_5 -> F photo),False
8287,venture_towards house until secure apple,venture_towards_house U secure_apple,venture_towards_house U secure_apple,True
8288,"forever, the house collapses, the table is old and a table is brown",G(house_collapses & table_is_brown & table_is_old),G(house_collapses & table_is_old & table_is_brown),True
8289,Our agent must eventually deliver the tv_monitor to the loading_dock and deliver the laptop to the loading_dock.,F(deliver_laptop_loading_dock & deliver_tv_monitor_loading_dock),F (deliver_tv_monitor_loading_dock & deliver_laptop_loading_dock),True
8290,"Globally, if pickup the laptop occurs then finally pickup the carrot happens.",G(pickup_laptop -> F pickup_carrot),G(pickup_laptop -> F pickup_carrot),True
8291,at some time shift_to flag or repeatedly go_to pear,F shift_to_flag | GF go_to_pear,F shift_to_flag | G F go_to_pear,True
8292,"after either the car stops or the table has been moved, at some point either a table has been moved or the engine stops",G((car_stops | table_has_been_moved) -> F(engine_stops | table_has_been_moved)),G ( (car_stops | table_has_been_moved) -> F (table_has_been_moved | engine_stops) ),True
8293,Go to park 5 and then take a picture of monument 3,F(park_5 & F(monument_3 & photo)),G (park_5 -> X F (photo & monument_3)),False
8294,"at some point the bar has to be repaired and the car stops and, at a certain moment a train has arrived and the elevator falls afterwards",G!(bar_has_to_be_repaired & car_stops) | F(bar_has_to_be_repaired & car_stops & F(elevator_falls & train_has_arrived)),F (bar_has_to_be_repaired & car_stops) & F (train_has_arrived & X elevator_falls),False
8295,"Drop off the broccoli to the loading_dock must hold until searching the skis does, or else deliver the broccoli to the loading_dock holds forever.",(deliver_broccoli_loading_dock U search_skis) | G deliver_broccoli_loading_dock,G((deliver_broccoli_loading_dock U search_skis) | G deliver_broccoli_loading_dock),False
8296,Remain in locality_3 until you arrive at office_4,locality_3 U office_4,G(locality_3 U office_4),False
8297,whenever go_past house or whenever grab apple,F go_past_house | F grab_apple,G(go_past_house | grab_apple),False
8298,at any time venture_to house or secure apple,secure_apple | F venture_to_house,G(venture_to_house | secure_apple),False
8299,"it is always true that either a motorbike falls down, the table is old or a motorbike has started",G(motorbike_falls_down | motorbike_has_started | table_is_old),G(motorbike_falls_down | table_is_old | motorbike_has_started),True
8300,The robot must Please go_home and then record safe_victim.,go_home U record_safe_victim,F (go_home & X record_safe_victim),False
8301,Stay away from intersection_4 until you reach street_5,!intersection_4 U street_5,G (!intersection_4 U street_5),False
8302,always when a train derails then in the future both the sensor retrieves data and a manager handles requests,G(train_derails -> F(manager_handles_requests & sensor_retrieves_data)),G(train_derails -> F(sensor_retrieves_data & manager_handles_requests)),True
8303,never drop apple or drop orange,drop_orange | G!drop_apple,G(!drop_apple & !drop_orange),False
8304,Stay away from park 2 permanently,G!park_2,G!park_2,True
8305,Continuously visit charger 6 while repeatedly picking up brochure 4 from table 4,GF charger_6 & GF(p_brochure_4 & table_4),G(charger_6 & F p_brochure_4),False
8306,Remain in park 8 until you take a picture of monument 2 and then go to bench 5 and stay there permanently,park_8 U (monument_2 & photo & F(bench_5 & G bench_5)),G(park_8 U (photo & monument_2 & X(G(bench_5)))),False
8307,Remain in building 2 until you arrive at path 3,building_2 U path_3,building_2 U path_3,True
8308,under no condition a sensor captures data and a motorbike falls down,G!(motorbike_falls_down & sensor_captures_data),G!((sensor_captures_data) & (motorbike_falls_down)),True
8309,"Eventually photo of monument_1, but avoid going to monument_1 until you have reached park_4",F(monument_1 & photo) & (!monument_1 U park_4),F photo & (!monument_1 U park_4),False
8310,"absolutely never, the motorbike has started and the train is crossing after both the bar is closing and an elevator is blocked",G((bar_is_closing & elevator_is_blocked) -> G!(motorbike_has_started & train_is_crossing)),G!((motorbike_has_started & F(train_is_crossing)) & F(bar_is_closing & elevator_is_blocked)),False
8311,"Whenever go_home holds, photo unstable_beam holds exactly three steps later.",G(go_home -> XXX photo_unstable_beam),G(go_home -> X X X photo_unstable_beam),True
8312,"if whenever reach flag , at some time reach flag",1,G(reach_flag -> F reach_flag),True
8313,"At every step, get_help equals the value of avoid the inactive_unstable_beam in the next step.",G(get_help <-> X avoid_inactive_unstable_beam),G(get_help <-> X(avoid_inactive_unstable_beam)),True
8314,hold pear and put_in apple bucket,hold_pear & put_in_apple_bucket,hold_pear & put_in_apple_bucket,True
8315,"Get help must hold until idle does, or else get_help holds forever.",(get_help U idle) | G get_help,get_help U idle | G get_help,True
8316,"sooner or later the train has arrived and, at the same time, the brake is pressed and the bar is up",F(bar_is_up & brake_is_pressed & train_has_arrived),F(train_has_arrived & brake_is_pressed & bar_is_up),True
8317,"if capture orange , when possible make_your_way flag",capture_orange -> F make_your_way_flag,G (capture_orange -> (F make_your_way_flag)),False
8318,Avoid going to store_4 until you reach street_6 as you take package_8 from office_2 to store_4,(!store_4 U street_6) & F(office_2 & F(p_package_8 & F(pd & store_4))),G (!store_4 U street_6),False
8319,"Once photo the jaywalker on southeast_6th_avenue has occurred, record the motorcycle on east_3rd_avenue will never occur again.",G(photo_jaywalker_southeast_6th_avenue -> XG!record_motorcycle_east_3rd_avenue),G(photo_jaywalker_southeast_6th_avenue -> G!record_motorcycle_east_3rd_avenue),False
8320,at some time proceed_to flag or repeatedly make_way_to house,F proceed_to_flag | GF make_way_to_house,F proceed_to_flag | G F make_way_to_house,True
8321,"You must eventually, avoid handing over the fork to the shelf.",F!deliver_fork_shelf,G F !deliver_fork_shelf,False
8322,Hand over the bench to the loading_dock can only happen after pickuping the car.,!deliver_bench_loading_dock U pickup_car,G (deliver_bench_loading_dock -> !pickup_car W deliver_bench_loading_dock),False
8323,go_by waste bin and never drop apple,go_by_waste_bin & G!drop_apple,G(go_by_waste_bin -> !drop_apple),False
8324,Periodically visit car 3 while ensuring you eventually go to building 2,GF car_3 & F building_2,G F car_3 & F building_2,True
8325,it is going to happen that a table is brown and the elevator falls,F(elevator_falls & table_is_brown),F (table_is_brown & elevator_falls),True
8326,"In this task, change light_west yellow, then record the collision on east_2nd_avenue.",change_light_west_yellow U record_collision_east_2nd_avenue,F (change_light_west_yellow & X record_collision_east_2nd_avenue),False
8327,"Our agent must eventually, avoid pickuping the motorbike.",F!pickup_motorbike,F !pickup_motorbike,True
8328,Deliver the umbrella to the loading_dock can only happen after searching the suitcase.,!deliver_umbrella_loading_dock U search_suitcase,G (deliver_umbrella_loading_dock -> F search_suitcase),False
8329,"first, finally, both the house collapses and a house is open, and then, sooner or later either the car enters or the motorbike has started",G!(house_collapses & house_is_open) | F(house_collapses & house_is_open & F(car_enters | motorbike_has_started)),G (house_is_open & house_collapses) & F (car_enters | motorbike_has_started),False
8330,it will happen that either the semaphore is broken or the house is built,F(house_is_built | semaphore_is_broken),F (semaphore_is_broken | house_is_built),True
8331,"Take a picture of building 4, then go to parking lot 2 and remain there permanently",F(building_4 & photo & F(parking_lot_2 & G parking_lot_2)),F (photo & X (parking_lot_2 & G parking_lot_2)),False
8332,"Whenever change light_east green holds, change light_west green holds as well.",G(change_light_east_green -> change_light_west_green),G(change_light_east_green -> change_light_west_green),True
8333,at any time got_to house and when possible go_near house,F got_to_house & F go_near_house,G(got_to_house & F go_near_house),False
8334,"after a semaphore is yellow, it is always true that either the brake is pressed or the elevator is blocked",G(semaphore_is_yellow -> G(brake_is_pressed | elevator_is_blocked)),G(semaphore_is_yellow -> G(brake_is_pressed | elevator_is_blocked)),True
8335,"it is going to happen that a train has arrived and, at some point the bar is down or the motorbike falls down afterwards",G!train_has_arrived | F(train_has_arrived & F(bar_is_down | motorbike_falls_down)),F(train_has_arrived & F(bar_is_down | motorbike_falls_down)),False
8336,"From some point onwards, get_help never occurs again.",FG!get_help,G F !get_help,False
8337,never let_go orange or forever hold_onto orange,G!let_go_orange | G hold_onto_orange,!F let_go_orange | G hold_onto_orange,True
8338,when possible going_to house until approach tree,F going_to_house U approach_tree,F (going_to_house U approach_tree),False
8339,whenever make_way_for tree until move_to tree,F make_way_for_tree U move_to_tree,G (make_way_for_tree -> (make_way_for_tree U move_to_tree)),False
8340,"Whenever record fire_source and go_home are equal, go_home and deliver_aid the injured_rescuer are equal as well.",G((go_home <-> record_fire_source) -> (deliver_aid_injured_rescuer <-> go_home)),G (record_fire_source <-> go_home) -> (go_home <-> deliver_aid_injured_rescuer),False
8341,at the blue_room while avoiding the red_room,F blue_room & G!red_room,G (blue_room -> !red_room),False
8342,"If search the parking_meter happens infinitely often, then so does idle.",GF search_parking_meter -> GF idle,G(FG search_parking_meter -> FG idle),False
8343,Get package 2 from store 3 and take it to house 2 but do not enter mall 1,F(store_3 & F(p_package_2 & F(house_2 & pd))) & G!mall_1,G (p_package_2 & store_3 & X (house_2 & !mall_1)),False
8344,"finally, a train has arrived and, eventually, either the bar has to be repaired or a table is old afterwards",G!train_has_arrived | F(train_has_arrived & F(bar_has_to_be_repaired | table_is_old)),F (train_has_arrived & F (bar_has_to_be_repaired | table_is_old)),False
8345,"never, the escalator moves, a car starts and a semaphore is red",G!(car_starts & escalator_moves & semaphore_is_red),G!((escalator_moves & car_starts) & semaphore_is_red),True
8346,Talk to the injured_hostile and get_help are mutually exclusive at all times.,G!(communicate_injured_hostile & get_help),G!(get_help & communicate_injured_hostile),True
8347,"At every step, pickup the hair-drier equals the value of pickup the truck in the next step.",G(pickup_hair_drier <-> X pickup_truck),G(pickup_hair_drier <-> X pickup_truck),True
8348,Record the jaywalker on southeast_9th_avenue and record the car on north_2nd_avenue will each happen at some point.,F record_jaywalker_southeast_9th_avenue & F record_car_north_2nd_avenue,F record_jaywalker_southeast_9th_avenue & F record_car_north_2nd_avenue,True
8349,Either communicate the injured_hostile or deliver_aid the injured_hostile happens infinitely often.,GF communicate_injured_hostile | GF deliver_aid_injured_hostile,G F (communicate_injured_hostile | deliver_aid_injured_hostile),True
8350,Avoid interacting with package 4 at all times,G!p_package_4,G!p_package_4,True
8351,"a table is brown involves that if an elevator is blocked then finally, the semaphore is red",G(table_is_brown -> G(elevator_is_blocked -> F semaphore_is_red)),table_is_brown -> (elevator_is_blocked -> F semaphore_is_red),False
8352,You must always have either photo unsafe_rescuer or photo unstable_beam.,G(photo_unsafe_rescuer | photo_unstable_beam),G(photo_unsafe_rescuer | photo_unstable_beam),True
8353,The system must eventually deliver the microwave to the loading_dock or idle.,F(deliver_microwave_loading_dock | idle),F (deliver_microwave_loading_dock | idle),True
8354,venture_towards house and never drop apple,venture_towards_house & G!drop_apple,G(venture_towards_house & !drop_apple),False
8355,You must Please photo the person on southeast_3rd_street and then photo the motorcycle on southwest_6th_street.,photo_person_southeast_3rd_street U photo_motorcycle_southwest_6th_street,G (photo_person_southeast_3rd_street -> X F photo_motorcycle_southwest_6th_street),False
8356,"If search the tennis_racket holds, then in the next step pickup the fork persists until geting help holds, or else pickup the fork holds forever.",search_tennis_racket -> X((pickup_fork U get_help) | G pickup_fork),G(search_tennis_racket -> (X(pickup_fork U get_help) | G(pickup_fork))),False
8357,"Deliver aid to the safe_victim and communicate the injured_rescuer never coincide, yet one of them is always true.",G!(communicate_injured_rescuer & deliver_aid_safe_victim) & G(communicate_injured_rescuer | deliver_aid_safe_victim),G((deliver_aid_safe_victim <-> !communicate_injured_rescuer) & (deliver_aid_safe_victim | communicate_injured_rescuer)),True
8358,Ensure you eventually at street_2 and remain there permanently,FG street_2,F (street_2 & G street_2),True
8360,"if when possible go_to trashcan , repeatedly grab tree",F go_to_trashcan -> GF grab_tree,G(go_to_trashcan -> X(F(grab_tree & F(grab_tree)))),False
8361,Continuously deliver package_5 from warehouse_1 to store_5 while repeatedly going to charging_station_5,GF(warehouse_1 & F(p_package_5 & F(pd & store_5))) & GF charging_station_5,G(p_package_5 & warehouse_1 & store_5 & charging_station_5),False
8362,it is always true that both the bar is up and the house is built,G(bar_is_up & house_is_built),G (bar_is_up & house_is_built),True
