Index,Requirement,Ground Truth,Response,Equivalent
7186,"Whenever idle holds, from the next step onwards search the book will eventually hold.",G(idle -> XF search_book),G(idle -> F(search_book)),False
7187,whenever go_by waste basket until venture_towards house,F go_by_waste_basket U venture_towards_house,G(go_by_waste_basket -> (go_by_waste_basket U venture_towards_house)),False
7188,"When record the jaywalker on west_2nd_street happens, change light_west red must hold now or in the next step.",G(record_jaywalker_west_2nd_street -> (change_light_west_red | X change_light_west_red)),G(record_jaywalker_west_2nd_street -> (change_light_west_red | X change_light_west_red)),True
7189,when possible seize orange or never let_go apple,F seize_orange | G!let_go_apple,G(seize_orange | G(!let_go_apple)),False
7190,"Switch light_east green should always hold, with at most a two-step grace period for recovery.",!G!(change_light_east_green & X change_light_east_green),G(change_light_east_green | X(change_light_east_green | X(change_light_east_green))),False
7191,"If photo the collision on southeast_2nd_street holds and photo the motorcycle on south_1st_street holds next, then record the jaywalker on southeast_10th_street holds in the step after that.",G((photo_collision_southeast_2nd_street & X photo_motorcycle_south_1st_street) -> XX record_jaywalker_southeast_10th_street),G((photo_collision_southeast_2nd_street & X photo_motorcycle_south_1st_street) -> XX record_jaywalker_southeast_10th_street),True
7192,"finally, the engine stops or the bar is down or a car starts",F(bar_is_down | car_starts | engine_stops),F(engine_stops | bar_is_down | car_starts),True
7193,Stay out of locality 5 until you retrieve pass 5 from house 2 and put it in office 3,!locality_5 U (house_2 & F(p_pass_5 & F(office_3 & pd))),(!locality_5) U ((house_2 & p_pass_5) & (office_3 & p_pass_5)),False
7194,Keep capturing photos of statue 4 and also keep returning to charger 4,GF(photo & statue_4) & GF charger_4,G(photo & statue_4) & G(charger_4),False
7195,"Whenever communicate the injured_rescuer and get_help are equal, get_help and avoid the impending_flood are equal as well.",G((communicate_injured_rescuer <-> get_help) -> (avoid_impending_flood <-> get_help)),G((communicate_injured_rescuer <-> get_help) -> (get_help <-> avoid_impending_flood)),True
7196,Ensure you keep capturing photos of area_51 while consistently revisiting charger_4,GF(area_51 & photo) & GF charger_4,G(photo & area_51 & charger_4),False
7197,whenever capture pear or forever hold_onto orange,F capture_pear | G hold_onto_orange,G((capture_pear | G(hold_onto_orange)) -> (capture_pear | G(hold_onto_orange))),False
7198,"Once idle has occurred, search the knife will never occur again.",G(idle -> XG!search_knife),G(idle -> G(!search_knife)),False
7199,"Whenever go_home holds, eventually record unsafe_person will hold.",G(go_home -> F record_unsafe_person),G(go_home -> F(record_unsafe_person)),True
7200,"in the future the escalator speeds up or the bar is closing and, finally, both a house is open and the bar is up afterwards",G!(bar_is_closing | escalator_speeds_up) | F((bar_is_closing | escalator_speeds_up) & F(bar_is_up & house_is_open)),F((escalator_speeds_up | bar_is_closing) & F(house_is_open & bar_is_up)),False
7201,"after a sensor captures data, at some point the semaphore is yellow",G(sensor_captures_data -> F semaphore_is_yellow),G(sensor_captures_data -> F(semaphore_is_yellow)),True
7202,Stay out of garage_1 until you photo as part of photographing landmark_5,(!garage_1 U photo) & F(landmark_5 & photo),(!garage_1) U (photo & landmark_5),False
7203,never let_go orange and when possible travel_to house,G!let_go_orange & F travel_to_house,G(!let_go_orange) & G(travel_to_house),False
7204,Never enter streets 3 and 4,G!(street_3 | street_4),G(!(street_3 & street_4)),False
7205,"At every step, idle equals the value of deliver the skis to the loading_dock in the next step.",G(idle <-> X deliver_skis_loading_dock),G(idle <-> X deliver_skis_loading_dock),True
7206,"Whenever search the sports_ball holds, eventually idle will hold.",G(search_sports_ball -> F idle),G(search_sports_ball -> F idle),True
7207,Both avoid the active_debris and go_home hold at every step.,G(avoid_active_debris & go_home),G(!avoid_active_debris & go_home),False
7208,"every time the manager handles requests or a motorbike has started then always, the bar is up or an elevator rises",G((manager_handles_requests | motorbike_has_started) -> G(bar_is_up | elevator_rises)),G((manager_handles_requests | motorbike_has_started) -> G(bar_is_up | elevator_rises)),True
7209,"At every step, change light_north red equals the value of photo the cyclist on west_5th_street in the next step.",G(change_light_north_red <-> X photo_cyclist_west_5th_street),G(change_light_north_red <-> X photo_cyclist_west_5th_street),True
7210,"If get_help ever holds, deliver the donut to the loading_dock must have held beforehand.",F get_help -> (!get_help U (deliver_donut_loading_dock & !get_help)),G(get_help -> !deliver_donut_loading_dock R get_help),False
7211,"finally, the escalator is blocked or the table is old and, it will happen that the house is open and an elevator rises afterwards",G!(escalator_is_blocked | table_is_old) | F((escalator_is_blocked | table_is_old) & F(elevator_rises & house_is_open)),F((escalator_is_blocked | table_is_old) & F(house_is_open & F(elevator_rises))),False
7212,put_in bin or never drop apple,put_in_bin | G!drop_apple,G(put_in_bin | G(!drop_apple)),False
7213,Ensure that you always stay within area_3,G area_3,G area_3,True
7214,"whenever the escalator is blocked and a house is open then never, the bar is closing and an elevator is blocked",G((escalator_is_blocked & house_is_open) -> G!(bar_is_closing & elevator_is_blocked)),G((escalator_is_blocked & house_is_open) -> G(!(bar_is_closing & elevator_is_blocked))),True
7215,"When get_help happens, photo debris must hold now or in the next step.",G(get_help -> (photo_debris | X photo_debris)),G(get_help -> (photo_debris | X photo_debris)),True
7216,drop pear and reach house,drop_pear & reach_house,F(drop_pear & F(reach_house)),False
7217,This controller must eventually communicate the injured_victim or photo flood.,F(communicate_injured_victim | photo_flood),F(communicate_injured_victim | photo_flood),True
7218,when possible procure pear and don't pick_up anything,F procure_pear & !F pick_up_anything,G(procure_pear -> !pick_up_anything),False
7219,in the future the semaphore is green and an elevator rises,F(elevator_rises & semaphore_is_green),F (semaphore_is_green & elevator_rises),True
7220,it should not happen that either the motorbike has started or the brake is released,G!(brake_is_released | motorbike_has_started),G(!(motorbike_has_started | brake_is_released)),True
7221,at some time venture house and at some time move_past trash can,F venture_house & F move_past_trash_can,F(venture_house & F(move_past_trash_can)),False
7222,venture_towards house or venture_towards house,venture_towards_house,G(venture_towards_house),False
7223,"When photo the pedestrian on west_9th_street happens, photo the motorcycle on southeast_4th_street must hold now or in the next step.",G(photo_pedestrian_west_9th_street -> (photo_motorcycle_southeast_4th_street | X photo_motorcycle_southeast_4th_street)),G(photo_pedestrian_west_9th_street -> (photo_motorcycle_southeast_4th_street | X photo_motorcycle_southeast_4th_street)),True
7224,"Whenever get_help and change light_east yellow are equal, change light_east yellow and photo the jaywalker on southwest_1st_street are equal as well.",G((change_light_east_yellow <-> get_help) -> (change_light_east_yellow <-> photo_jaywalker_southwest_1st_street)),G((get_help <-> change_light_east_yellow) -> (change_light_east_yellow <-> photo_jaywalker_southwest_1st_street)),True
7225,whenever contact house and pick_up orange,pick_up_orange & F contact_house,G((contact_house & pick_up_orange) -> F(contact_house & pick_up_orange)),False
7226,the robot goes to the red to get to the green,F(red_room & F green_room),G(red_room -> F(green_room)),False
7227,"Globally, it is not the case that both photo the collision on east_4th_street and get_help hold simultaneously.",G!(get_help & photo_collision_east_4th_street),G!(photo_collision_east_4th_street & get_help),True
7228,when possible have pear or reach house,reach_house | F have_pear,G((have_pear | reach_house) -> F(have_pear | reach_house)),False
7229,"when pick_up pear , at some time seize orange",pick_up_pear -> F seize_orange,G(pick_up_pear -> F(seize_orange)),False
7230,"Whenever get_help holds, record the car on west_5th_street holds as well.",G(get_help -> record_car_west_5th_street),G(get_help -> record_car_west_5th_street),True
7231,it is always true that the engine stops,G engine_stops,G engine_stops,True
7232,"Globally, it is not the case that both avoid the probable_flood and get_help hold simultaneously.",G!(avoid_probable_flood & get_help),G!(avoid_probable_flood & get_help),True
7234,"If every photo the jaywalker on northwest_1st_street is eventually followed by geting help, then change light_west green must occur infinitely often.",G(photo_jaywalker_northwest_1st_street -> F get_help) -> GF change_light_west_green,G(photo_jaywalker_northwest_1st_street -> F(get_help)) -> G F(change_light_west_green),True
7235,Stay in parking lot 9,G parking_lot_9,G parking_lot_9,True
7236,at any time a constructor creates instances or a house is built after an elevator is open and the train has been launched,G((elevator_is_open & train_has_been_launched) -> G(constructor_creates_instances | house_is_built)),G((elevator_is_open & train_has_been_launched) -> F((constructor_creates_instances | house_is_built))),False
7237,Ensure box 8 is picked up from store 5 and delivered to house 1,F(store_5 & F(p_box_8 & F(house_1 & pd))),G((p_box_8 & store_5 & pd) -> F(p_box_8 & house_1)),False
7238,"finally, the house is open or the table has been moved or the escalator is blocked",F(escalator_is_blocked | house_is_open | table_has_been_moved),F(house_is_open | table_has_been_moved | escalator_is_blocked),True
7239,"if either a motorbike falls down or a house collapses then always, a house is built and a train derails",G((house_collapses | motorbike_falls_down) -> G(house_is_built & train_derails)),G((motorbike_falls_down | house_collapses) -> G(house_is_built & train_derails)),True
7240,"after the bar has to be repaired or the escalator moves, it is always the case that a semaphore is yellow",G((bar_has_to_be_repaired | escalator_moves) -> G semaphore_is_yellow),G((bar_has_to_be_repaired | escalator_moves) -> G(semaphore_is_yellow)),True
7241,"Ensure you at mall_5, retrieve box_4, and then transport it to house_1",F(mall_5 & F(p_box_4 & F(house_1 & pd))),G(mall_5 -> G(!p_box_4 | F(p_box_4 & F(house_1)))),False
7242,it is never the case that a train has arrived or a sensor retrieves data or the engine breaks,G!(engine_breaks | sensor_retrieves_data | train_has_arrived),G(!(train_has_arrived | sensor_retrieves_data | engine_breaks)),True
7243,Provide assistance to the safe_rescuer and go_home are mutually exclusive at all times.,G!(deliver_aid_safe_rescuer & go_home),G(!(go_home & deliver_aid_safe_rescuer)),True
7244,whenever go_to trash receptacle or when possible travel_by tree,F go_to_trash_receptacle | F travel_by_tree,G((go_to_trash_receptacle | travel_by_tree) -> F(go_to_trash_receptacle | travel_by_tree)),False
7245,Do not enter office 4 until you pick pass 6 as you move pass 6 from house 5 to office 4,(!office_4 U p_pass_6) & F(house_5 & F(p_pass_6 & F(office_4 & pd))),(!office_4) U (p_pass_6 & !office_4),False
7246,"Do not visit parking_lot_4 before reaching street_5, and after that, proceed to enter and remain there",(!parking_lot_4 U street_5) & F(parking_lot_4 & G parking_lot_4),G(!parking_lot_4 U street_5) & G(street_5 -> G(parking_lot_4)),False
7247,the robot goes through the red to get to blue,F(red_room & F blue_room),G(red_room -> F(blue_room)),False
7248,whenever come home and forever touch flag,F come_home & G touch_flag,G(come_home -> G(touch_flag)),False
7249,Go to street 5 before heading to building 2 and staying there forever.,F(street_5 & F(building_2 & G building_2)),F(street_5 & F(building_2 & G(building_2))),True
7250,Photograph the person on north_2nd_street and photo the car on southwest_2nd_avenue will each happen at some point.,F photo_person_north_2nd_street & F photo_car_southwest_2nd_avenue,F photo_person_north_2nd_street & F photo_car_southwest_2nd_avenue,True
7251,Repeatedly move crate_8 from warehouse_4 to store_8 while making regular visits to charger_2,GF(warehouse_4 & F(p_crate_8 & F(pd & store_8))) & GF charger_2,G(F(p_crate_8 & warehouse_4 & F(p_crate_8 & store_8 & F(charger_2)))),False
7252,if a bridge opens and an elevator is blocked then it is never the case that the engine breaks or a sensor gathers information,G((bridge_opens & elevator_is_blocked) -> G!(engine_breaks | sensor_gathers_information)),G((bridge_opens & elevator_is_blocked) -> G(!(engine_breaks | sensor_gathers_information))),True
7253,when possible obtain orange or repeatedly go_to waste basket,F obtain_orange | GF go_to_waste_basket,G(obtain_orange | G(go_to_waste_basket)),False
7254,This controller must Please pickup the potted_plant and then search the bird.,pickup_potted_plant U search_bird,!pickup_potted_plant | F(pickup_potted_plant & F(search_bird)),False
7255,Never visit house 3 under any circumstances,G!house_3,G! house_3,True
7256,The robot must always avoid delivering the baseball_bat to the loading_dock.,G!deliver_baseball_bat_loading_dock,G! deliver_baseball_bat_loading_dock,True
7257,it never happens that both an elevator is blocked and the semaphore is green,G!(elevator_is_blocked & semaphore_is_green),G!(elevator_is_blocked & semaphore_is_green),True
7258,Our agent must avoid the impending_flood can only happen after deliver_aid the injured_rescuer.,!avoid_impending_flood U deliver_aid_injured_rescuer,G(avoid_impending_flood -> G(!deliver_aid_injured_rescuer)),False
7259,"If get_help happens infinitely often, then so does record the person on northwest_9th_avenue.",GF get_help -> GF record_person_northwest_9th_avenue,G F get_help -> G F record_person_northwest_9th_avenue,True
7260,forever have_in orange or reach house,reach_house | G have_in_orange,G(have_in_orange | reach_house),False
7261,"You must eventually, avoid deliver the chair to the shelf.",F!deliver_chair_shelf,G(!deliver_chair_shelf),False
7262,never drop orange and don't let_go orange,!let_go_orange & G!drop_orange,G(!drop_orange & !let_go_orange),False
7263,"If communicate the safe_hostile holds, then in the next step avoid the nearest_flood persists until talking to the injured_rescuer holds, or else avoid the nearest_flood holds forever.",communicate_safe_hostile -> X((avoid_nearest_flood U communicate_injured_rescuer) | G avoid_nearest_flood),G(communicate_safe_hostile -> (X(avoid_nearest_flood U communicate_injured_rescuer) | G(avoid_nearest_flood))),False
7264,forever have apple or at some time walk_to flag,G have_apple | F walk_to_flag,G (have_apple | walk_to_flag) | F (walk_to_flag),True
7265,all the time an elevator is open or a motorbike has started,G(elevator_is_open | motorbike_has_started),G(elevator_is_open | motorbike_has_started),True
7266,"first, at a certain moment the bar is closing or the table is brown, and then, it will happen that both the car starts and the bar is down",G!(bar_is_closing | table_is_brown) | F((bar_is_closing | table_is_brown) & F(bar_is_down & car_starts)),F((bar_is_closing | table_is_brown) & F(car_starts & bar_is_down)),False
7267,"in any case an elevator is blocked and, at the same time, a bridge opens and the motorbike has stopped",G(bridge_opens & elevator_is_blocked & motorbike_has_stopped),G(!(elevator_is_blocked & bridge_opens & motorbike_has_stopped)),False
7268,"The system must Eventually, both photo the vehicle on east_4th_avenue and get_help hold simultaneously.",F(get_help & photo_vehicle_east_4th_avenue),F (photo_vehicle_east_4th_avenue & get_help),True
7269,when possible going_to house or repeatedly go_to waste basket,F going_to_house | GF go_to_waste_basket,G(going_to_house | G(go_to_waste_basket)),False
7270,Remain in house_4 until you make your way to room_2,house_4 U room_2,house_4 U room_2,True
7271,if the manager collect claims and the escalator is blocked then in any case the house is built and the train derails,G((escalator_is_blocked & manager_collect_claims) -> G(house_is_built & train_derails)),G((manager_collect_claims & escalator_is_blocked) -> (house_is_built & train_derails)),False
7272,"You must avoid the probable_debris must hold until calling for help does, or else avoid the probable_debris holds forever.",(avoid_probable_debris U get_help) | G avoid_probable_debris,G(!avoid_probable_debris U get_help) | G(!avoid_probable_debris),False
7273,"as the car enters or a semaphore is yellow, it will happen that the bar is down and the elevator is open",G((car_enters | semaphore_is_yellow) -> F(bar_is_down & elevator_is_open)),G((car_enters | semaphore_is_yellow) -> F(bar_is_down & elevator_is_open)),True
7274,repeatedly make_way_to house and at some time go_to home,GF make_way_to_house & F go_to_home,G(make_way_to_house) & F(go_to_home),False
7275,repeatedly go_to apple trashcan and reach house,reach_house & GF go_to_apple_trashcan,G(go_to_apple_trashcan & F(reach_house)),False
7276,whenever visit waste basket or acquire orange,acquire_orange | F visit_waste_basket,G((visit_waste_basket | acquire_orange) -> F(visit_waste_basket | acquire_orange)),False
7277,"it is always true that either a train derails, the engine breaks or the sensor captures data",G(engine_breaks | sensor_captures_data | train_derails),G(train_derails | engine_breaks | sensor_captures_data),True
7278,Stay at park_2 until taking a picture of monument_13,park_2 U (monument_13 & photo),park_2 U (photo & monument_13),True
7279,at the blue_room or the red_room and head straight away to the yellow_room avoiding the yellow_room,F((blue_room | red_room) & F yellow_room),G((blue_room | red_room) -> (G(!yellow_room) & F(yellow_room))),False
7280,"when get_hold_of pear , gather orange",get_hold_of_pear -> gather_orange,G(get_hold_of_pear -> F(gather_orange)),False
7281,Take a picture of building_2,F(building_2 & photo),G(photo & building_2),False
7282,"eventually, either a semaphore is broken or the escalator speeds up",F(escalator_speeds_up | semaphore_is_broken),F(semaphore_is_broken | escalator_speeds_up),True
7283,Keep taking crate 8 from warehouse 4 to store 8 while ensuring you frequently visit charger 2,GF(warehouse_4 & F(p_crate_8 & F(pd & store_8))) & GF charger_2,G(p_crate_8 & warehouse_4 & store_8) & G F charger_2,False
7284,at any time get_hold_of orange or when possible tax apple,F get_hold_of_orange | F tax_apple,G(get_hold_of_orange | tax_apple),False
7285,"eventually, a train has arrived and, in the future a constructor creates instances or the elevator is blocked afterwards",G!train_has_arrived | F(train_has_arrived & F(constructor_creates_instances | elevator_is_blocked)),F(train_has_arrived & F((constructor_creates_instances | elevator_is_blocked))),False
7286,every time the engine starts and the bar is up then at a certain moment the train derails,G((bar_is_up & engine_starts) -> F train_derails),G((engine_starts & bar_is_up) -> F(train_derails)),True
7287,Keep visiting charger 9 as you keep taking crate 2 from warehouse 8 to store 2,GF charger_9 & GF(warehouse_8 & F(p_crate_2 & F(pd & store_2))),G(p_crate_2 & warehouse_8 & store_2 -> G(charger_9)),False
7288,grip apple or repeatedly grab tree,grip_apple | GF grab_tree,F(grip_apple | G(grab_tree)),False
7289,Persistently return to charger 4 as you keep taking photo of area 5,GF charger_4 & GF(area_5 & photo),G(photo & area_5 -> F(charger_4)),False
7290,"Globally, if search the mouse occurs then finally get_help happens.",G(search_mouse -> F get_help),G(search_mouse -> F get_help),True
7291,Ensure you stay in street_5 at all times while repeatedly capturing photos of parking_lot_4,G street_5 & GF(parking_lot_4 & photo),G(street_5 & F(photo & parking_lot_4)),True
7292,it will not happen that both the manager collect claims and a motorbike is driven,G!(manager_collect_claims & motorbike_is_driven),G!(manager_collect_claims & motorbike_is_driven),True
7293,at some point either an elevator rises or the elevator falls after the manager collect claims and the bridge opens,G((bridge_opens & manager_collect_claims) -> F(elevator_falls | elevator_rises)),F((manager_collect_claims & bridge_opens) & F(elevator_rises | elevator_falls)),False
7294,Every idle is directly followed by geting help in the next step.,G(idle -> X get_help),G(idle -> X get_help),True
7295,"Eventually at building_9 and stay there permanently, but do not enter building_9 before reaching street_6",FG building_9 & (!building_9 U street_6),G(!building_9 U street_6) & F(building_9 & G(building_9)),False
7296,"At every step, photo the cyclist on southwest_3rd_avenue equals the value of photo the person on southeast_9th_street in the next step.",G(photo_cyclist_southwest_3rd_avenue <-> X photo_person_southeast_9th_street),G(photo_cyclist_southwest_3rd_avenue <-> X photo_person_southeast_9th_street),True
7297,"first, at a certain moment a manager handles requests or a motorbike has started, and then, it is going to happen that either the engine breaks or the semaphore is yellow",G!(manager_handles_requests | motorbike_has_started) | F((manager_handles_requests | motorbike_has_started) & F(engine_breaks | semaphore_is_yellow)),!(manager_handles_requests | motorbike_has_started) | F((manager_handles_requests | motorbike_has_started) & F(engine_breaks | semaphore_is_yellow)),False
7298,"Globally, it is not the case that both photo the pedestrian on east_6th_street and photo the person on southwest_2nd_street hold simultaneously.",G!(photo_pedestrian_east_6th_street & photo_person_southwest_2nd_street),G!(photo_pedestrian_east_6th_street & photo_person_southwest_2nd_street),True
7299,"in the future a constructor creates instances and, at the same time, the brake is released and a train is crossing",F(brake_is_released & constructor_creates_instances & train_is_crossing),F (constructor_creates_instances & brake_is_released & train_is_crossing),True
7300,"Whenever deliver_aid the safe_rescuer holds, deliver_aid the injured_victim holds exactly three steps later.",G(deliver_aid_safe_rescuer -> XXX deliver_aid_injured_victim),G(deliver_aid_safe_rescuer -> X(X(X(deliver_aid_injured_victim)))),True
7301,Avoid parking lot 5 as you keep taking pictures of car 9,G!parking_lot_5 & GF(car_9 & photo),G((photo & car_9) -> !parking_lot_5),False
7302,always move_around and hold_on_to pear,hold_on_to_pear & G move_around,G (move_around & hold_on_to_pear),False
7303,"at some point either the bar is down or the motorbike falls down and, in the future both a house is open and an elevator rises afterwards",G!(bar_is_down | motorbike_falls_down) | F((bar_is_down | motorbike_falls_down) & F(elevator_rises & house_is_open)),F((bar_is_down | motorbike_falls_down) & F(house_is_open & elevator_rises)),False
7304,"as the bridge closes and a sensor captures data, it will happen that both the bridge opens and the bridge closes",G((bridge_closes & sensor_captures_data) -> F(bridge_closes & bridge_opens)),G((bridge_closes & sensor_captures_data) -> F(bridge_opens & bridge_closes)),True
7305,"first, eventually, the table has been moved and a motorbike is driven, and then, sooner or later the train has arrived",G!(motorbike_is_driven & table_has_been_moved) | F(motorbike_is_driven & table_has_been_moved & F train_has_arrived),!(table_has_been_moved & motorbike_is_driven) | F((table_has_been_moved & motorbike_is_driven) & F(train_has_arrived)),False
7306,never drop apple or at any time venture_to house,G!drop_apple | F venture_to_house,G(!drop_apple & !venture_to_house),False
7307,"eventually, either the house is open or the constructor instantiate objects after both a car starts and the table is brown",G((car_starts & table_is_brown) -> F(constructor_instantiate_objects | house_is_open)),F(house_is_open | (car_starts & table_is_brown & F(constructor_instantiate_objects))),False
7308,"Our agent must Eventually, both idle and deliver the oven to the shelf hold simultaneously.",F(deliver_oven_shelf & idle),F (idle & deliver_oven_shelf),True
7309,"in the future the engine stops and a sensor gathers information and, it is going to happen that an elevator is blocked or the escalator speeds up afterwards",G!(engine_stops & sensor_gathers_information) | F(engine_stops & sensor_gathers_information & F(elevator_is_blocked | escalator_speeds_up)),F(engine_stops & sensor_gathers_information & F(elevator_is_blocked | escalator_speeds_up)),False
7310,it is always the case that an elevator falls or the bar is up,G(bar_is_up | elevator_falls),G(elevator_falls | bar_is_up),True
7311,Call for help can only happen after delivering the pizza to the loading_dock.,!get_help U deliver_pizza_loading_dock,G(get_help -> !deliver_pizza_loading_dock R get_help),False
7312,"Deliver the bird to the shelf should always hold, with at most a two-step grace period for recovery.",!G!(deliver_bird_shelf & X deliver_bird_shelf),G(deliver_bird_shelf | X deliver_bird_shelf | X X deliver_bird_shelf),False
7313,Capture a photo of monument 3 and then go to pathway 8 and staying there continuously,F(monument_3 & photo & F(pathway_8 & G pathway_8)),F(photo & monument_3 & F(pathway_8 & G(pathway_8))),True
7314,in any case a motorbike catches fire and the bar has to be repaired,G(bar_has_to_be_repaired & motorbike_catches_fire),G(motorbike_catches_fire -> bar_has_to_be_repaired),False
7315,at any time pick_up peach and whenever arrive_at tree,F pick_up_peach & F arrive_at_tree,G(pick_up_peach -> G(arrive_at_tree)),False
7316,"in the future the train has arrived and, in the future either a manager handles requests or a motorbike has started afterwards",G!train_has_arrived | F(train_has_arrived & F(manager_handles_requests | motorbike_has_started)),F(train_has_arrived & F(manager_handles_requests | F(motorbike_has_started))),False
7317,"always, either the brake is released or a motorbike has started after a train stops and the bar is down",G((bar_is_down & train_stops) -> G(brake_is_released | motorbike_has_started)),G((train_stops & bar_is_down) -> (brake_is_released | F motorbike_has_started)),False
7318,"if forever have apple , hold_on_to pear",G have_apple -> hold_on_to_pear,G(have_apple) -> G(hold_on_to_pear),False
7319,whenever either a table is old or the car starts then it is always the case that a semaphore is green or a house collapses,G((car_starts | table_is_old) -> G(house_collapses | semaphore_is_green)),G((table_is_old | car_starts) -> G(semaphore_is_green | house_collapses)),True
7320,"If photo the vehicle on northwest_10th_avenue happens infinitely often, then so does get_help.",GF photo_vehicle_northwest_10th_avenue -> GF get_help,G F photo_vehicle_northwest_10th_avenue -> G F get_help,True
