Index,Requirement,Ground Truth,Response,Equivalent
4097,"When change light_west red happens, change light_south red must hold now or in the next step.",G(change_light_west_red -> (change_light_south_red | X change_light_south_red)),G(change_light_west_red -> (change_light_south_red | X change_light_south_red)),True
4098,at some time capture pear or never drop apple,F capture_pear | G!drop_apple,F capture_pear | G ! drop_apple,True
4100,"Take a video of safe_civilian should always hold, with at most a two-step grace period for recovery.",!G!(record_safe_civilian & X record_safe_civilian),G(record_safe_civilian | X record_safe_civilian | X X record_safe_civilian),False
4101,"If get_help holds and deliver the skis to the shelf holds next, then idle holds in the step after that.",G((get_help & X deliver_skis_shelf) -> XX idle),G((get_help & X deliver_skis_shelf) -> X X idle),True
4102,if both a car stops and a table is old then it will happen that a train has arrived and the sensor captures data,G((car_stops & table_is_old) -> F(sensor_captures_data & train_has_arrived)),G((car_stops & table_is_old) -> F(train_has_arrived & sensor_captures_data)),True
4103,it is going to happen that the house collapses or the escalator is blocked or the motorbike has started,F(escalator_is_blocked | house_collapses | motorbike_has_started),F(house_collapses | escalator_is_blocked | motorbike_has_started),True
4104,Refrain from entering locality 5 until you collect pass 5 from house 2 and deposit it in office 3,!locality_5 U (house_2 & F(p_pass_5 & F(office_3 & pd))),!locality_5 U (p_pass_5 & F(office_3)),False
4105,Persistently photograph building 5 while maintaining consistent visits to charger 4,GF(building_5 & photo) & GF charger_4,G(photo & building_5 & charger_4),False
4106,"Whenever record the cyclist on north_4th_street and record the vehicle on south_3rd_street are equal, record the vehicle on south_3rd_street and get_help are equal as well.",G((record_cyclist_north_4th_street <-> record_vehicle_south_3rd_street) -> (get_help <-> record_vehicle_south_3rd_street)),G((record_cyclist_north_4th_street <-> record_vehicle_south_3rd_street) -> (record_vehicle_south_3rd_street <-> get_help)),True
4107,Continuously take pictures of building_5 while repeatedly visiting charger_4,GF(building_5 & photo) & GF charger_4,G(photo & building_5) & GF(charger_4),False
4108,at some time stop_by trash can or always touch flag,F stop_by_trash_can | G touch_flag,F stop_by_trash_can | G touch_flag,True
4109,"Once avoid the probable_flood has occurred, communicate the injured_hostile will never occur again.",G(avoid_probable_flood -> XG!communicate_injured_hostile),G(avoid_probable_flood -> G(!communicate_injured_hostile)),False
4110,"Globally, if record the collision on northwest_4th_avenue occurs then finally change light_south green happens.",G(record_collision_northwest_4th_avenue -> F change_light_south_green),G(record_collision_northwest_4th_avenue -> F change_light_south_green),True
4112,"as a train derails, it will happen that a sensor captures data",G(train_derails -> F sensor_captures_data),G(train_derails -> F(sensor_captures_data)),True
4113,Ensure you avoid street_4 until intersection_2 is reached while picking up trash_13 at house_13,(!street_4 U intersection_2) & F(house_13 & p_trash_13),G((p_trash_13 & house_13) -> (!street_4 U intersection_2)),False
4114,never drop apple and when possible grab pear,G!drop_apple & F grab_pear,G(!drop_apple) & F(grab_pear),True
4115,Do not pickup cone_1 or cone_2 at any time,G!(p_cone_1 | p_cone_2),G(!(p_cone_1 | p_cone_2)),True
4116,"At every step, search the chair equals the value of idle in the next step.",G(search_chair <-> X idle),G(search_chair <-> X idle),True
4117,Ensure crate_8 is delivered from mall_5 to office_6 over and over again,GF(mall_5 & F(p_crate_8 & F(office_6 & pd))),G(F(pd & p_crate_8 & mall_5 & F(pd & p_crate_8 & office_6))),False
4118,"Whenever deliver the sandwich to the loading_dock holds, eventually deliver the cell_phone to the loading_dock will hold.",G(deliver_sandwich_loading_dock -> F deliver_cell_phone_loading_dock),G(deliver_sandwich_loading_dock -> F deliver_cell_phone_loading_dock),True
4119,Our agent must always maintain both pickup the bird and deliver the apple to the shelf.,G(deliver_apple_shelf & pickup_bird),G(pickup_bird & deliver_apple_shelf),True
4120,"after either the manager handles requests or the table is old, forever, a sensor captures data or the brake is released",G((manager_handles_requests | table_is_old) -> G(brake_is_released | sensor_captures_data)),G((manager_handles_requests | table_is_old) -> G(sensor_captures_data | brake_is_released)),True
4121,"At every step, communicate the safe_victim equals the value of record injured_victim in the next step.",G(communicate_safe_victim <-> X record_injured_victim),G(communicate_safe_victim <-> X record_injured_victim),True
4122,"If search the sheep ever holds, get_help must have held beforehand.",F search_sheep -> (!search_sheep U (get_help & !search_sheep)),!search_sheep | F(get_help & F(search_sheep)),False
4123,"finally, either the semaphore is green or the bar is up and, it will happen that both the table is old and the bar has to be repaired afterwards",G!(bar_is_up | semaphore_is_green) | F((bar_is_up | semaphore_is_green) & F(bar_has_to_be_repaired & table_is_old)),F((semaphore_is_green | bar_is_up) & F(table_is_old & F(bar_has_to_be_repaired))),False
4124,secure apple or never drop apple,secure_apple | G!drop_apple,secure_apple | G(!drop_apple ),True
4125,Remain in locality_9 at all times,G locality_9,G(locality_9 ),True
4126,whenever both the motorbike has stopped and a car starts then at no time both the motorbike has stopped and the sensor gathers information,G((car_starts & motorbike_has_stopped) -> G!(motorbike_has_stopped & sensor_gathers_information)),G((motorbike_has_stopped & car_starts) -> G(!(motorbike_has_stopped & sensor_gathers_information))),True
4127,"When get_help happens, change light_west green must hold now or in the next step.",G(get_help -> (change_light_west_green | X change_light_west_green)),G(get_help -> (change_light_west_green | X change_light_west_green)),True
4128,collect pear and put_in bucket,collect_pear & put_in_bucket,F(collect_pear & F(put_in_bucket)),False
4129,The system must eventually photo the collision on east_3rd_street or record the person on northeast_7th_avenue.,F(photo_collision_east_3rd_street | record_person_northeast_7th_avenue),F(photo_collision_east_3rd_street | record_person_northeast_7th_avenue),True
4130,whenever go_to tree and do not pick_up anything,F go_to_tree & !F pick_up_anything,G(go_to_tree & !pick_up_anything),False
4131,"finally, the constructor creates instances and a bridge closes",F(bridge_closes & constructor_creates_instances),F(constructor_creates_instances & bridge_closes),True
4132,it should not happen that the elevator falls or the engine starts,G!(elevator_falls | engine_starts),G(!(elevator_falls | engine_starts)),True
4133,when possible spend_time_at tree and when possible stop_by house,F spend_time_at_tree & F stop_by_house,F spend_time_at_tree & F stop_by_house,True
4134,go_by waste bin or go_by waste bin,go_by_waste_bin,go_by_waste_bin | go_by_waste_bin,True
4135,"When get_help happens, deliver_aid the injured_hostile must hold now or in the next step.",G(get_help -> (deliver_aid_injured_hostile | X deliver_aid_injured_hostile)),G(get_help -> (deliver_aid_injured_hostile | X deliver_aid_injured_hostile)),True
4136,"Whenever communicate the safe_rescuer and photo debris are equal, photo debris and communicate the injured_victim are equal as well.",G((communicate_safe_rescuer <-> photo_debris) -> (communicate_injured_victim <-> photo_debris)),G((communicate_safe_rescuer & photo_debris) -> (photo_debris & communicate_injured_victim)),False
4137,at any time have_possession_of apple and capture orange,capture_orange & F have_possession_of_apple,G(have_possession_of_apple & capture_orange),False
4138,at the yellow_room and then at the green_room,F(yellow_room & F green_room),F(yellow_room & F(green_room)),True
4139,Record fire_source and avoid the probable fire_source are mutually exclusive at all times.,G!(avoid_probable_fire_source & record_fire_source),G(!(record_fire_source & avoid_probable_fire_source)),True
4140,whenever venture_to house or secure apple,secure_apple | F venture_to_house,G(venture_to_house | secure_apple),False
4141,"if venture_towards house , whenever bring pear",venture_towards_house -> F bring_pear,G(venture_towards_house -> G(bring_pear)),False
4142,"Whenever avoid the probable_gas_leak holds, go_home holds as well.",G(avoid_probable_gas_leak -> go_home),G(avoid_probable_gas_leak -> go_home),True
4143,all the time the elevator is blocked,G elevator_is_blocked,G (elevator_is_blocked ),True
4144,Call for help and change light_west green are mutually exclusive at all times.,G!(change_light_west_green & get_help),G(!(get_help & change_light_west_green)),True
4145,when possible go_near pear and at any time pass_by waste receptacle,F go_near_pear & F pass_by_waste_receptacle,F(go_near_pear ) & G(pass_by_waste_receptacle ),False
4146,"If every search the snowboard is eventually followed by pickup the truck, then idle must occur infinitely often.",G(search_snowboard -> F pickup_truck) -> GF idle,(G(search_snowboard -> F pickup_truck)) -> GF idle,True
4147,Remain in locality 9 at all times,G locality_9,G(locality_9 ),True
4148,"after both the bar is down and a semaphore is red, in any case either a semaphore is green or the house collapses",G((bar_is_down & semaphore_is_red) -> G(house_collapses | semaphore_is_green)),G((bar_is_down & semaphore_is_red) -> F(semaphore_is_green | house_collapses)),False
4150,"eventually, the bar is down or the bar is up or a table is old",F(bar_is_down | bar_is_up | table_is_old),F (bar_is_down | bar_is_up | table_is_old),True
4151,if either the car stops or the bar has to be repaired then at any time the escalator speeds up and the motorbike catches fire,G((bar_has_to_be_repaired | car_stops) -> G(escalator_speeds_up & motorbike_catches_fire)),G((car_stops | bar_has_to_be_repaired) -> G(escalator_speeds_up & motorbike_catches_fire)),True
4152,whenever a bridge opens or a motorbike has started then it is always the case that the semaphore is yellow,G((bridge_opens | motorbike_has_started) -> G semaphore_is_yellow),G((bridge_opens | motorbike_has_started) -> semaphore_is_yellow),False
4153,Deliver brochure_3 from table_9 to park_2,F(table_9 & F(p_brochure_3 & F(park_2 & pd))),F(pd & p_brochure_3 & table_9 & F(pd & p_brochure_3 & park_2)),False
4154,do not let_go orange and go_to orange bin,go_to_orange_bin & !let_go_orange,G(!let_go_orange & go_to_orange_bin),False
4155,"While never entering park_3, Pick up cone_2 from police_station_1 and place it in intersection_2.",G!park_3 & F(p_cone_2 & police_station_1 & F(intersection_2 & pd)),G(!park_3 ) & F(p_cone_2 & police_station_1 & F(pd & intersection_2 )),True
4156,"it is never the case that either the bar has to be repaired, the table is brown or the manager handles requests",G!(bar_has_to_be_repaired | manager_handles_requests | table_is_brown),G(!(bar_has_to_be_repaired | table_is_brown | manager_handles_requests)),True
4157,Request assistance and pickup the tv_monitor are mutually exclusive at all times.,G!(get_help & pickup_tv_monitor),G(!(get_help & pickup_tv_monitor)),True
4158,at some time stop_by house or at any time go_to trashcan,F stop_by_house | F go_to_trashcan,F stop_by_house | G go_to_trashcan,False
4159,"Ensure you stay away from intersection 5 until street 4 is reached, while delivering pass 4 from house 4 to office 1",(!intersection_5 U street_4) & F(house_4 & F(p_pass_4 & F(office_1 & pd))),G(!intersection_5 U street_4) & G(p_pass_4 & house_4 -> F(p_pass_4 & office_1)),False
4160,go through the yellow_room in to the green_room,F(yellow_room & F green_room),F(yellow_room & F(green_room)),True
4161,whenever go_to trash receptacle and always have apple,F go_to_trash_receptacle & G have_apple,G(go_to_trash_receptacle & G have_apple),False
4162,"Release any item in your possession and head to park 4, staying there permanently",F(pd & F(park_4 & G park_4)),F(!pd & F(G park_4)),False
4163,Photograph unsafe_victim and avoid the active_flood will each happen at some point.,F photo_unsafe_victim & F avoid_active_flood,F(photo_unsafe_victim ) & F(avoid_active_flood ),True
4164,Keep taking crate_8 from warehouse_4 to store_8 and also keep visiting charger_2,GF(warehouse_4 & F(p_crate_8 & F(pd & store_8))) & GF charger_2,G(F(p_crate_8 & warehouse_4 & F store_8)) & G(F charger_2),False
4165,always a bridge opens and the engine starts implies that it will not happen that either the semaphore is yellow or the brake is released,G((bridge_opens & engine_starts) -> G!(brake_is_released | semaphore_is_yellow)),G((bridge_opens & engine_starts) -> ! (semaphore_is_yellow | brake_is_released)),False
4166,"In this task, photo injured_person, then communicate the safe_hostile.",photo_injured_person U communicate_safe_hostile,G(photo_injured_person -> F(communicate_safe_hostile)),False
4167,Refrain from handling letter 8 at all times,G!p_letter_8,G(!p_letter_8 ),True
4168,The robot must always avoid geting help.,G!get_help,G(!get_help ),True
4169,under no condition both the bar is up and a car stops,G!(bar_is_up & car_stops),G(!(bar_is_up & car_stops)),True
4170,Request assistance can only happen after looking for the bed.,!get_help U search_bed,G(!get_help U search_bed),False
4171,"If get_help happens infinitely often, then so does change light_west yellow.",GF get_help -> GF change_light_west_yellow,GF get_help -> GF change_light_west_yellow,True
4172,forever stay or get_to tree,get_to_tree | G stay,G(stay | get_to_tree),False
4173,"Our agent must eventually, avoid doing not go near the impending_debris.",F!avoid_impending_debris,F(avoid_impending_debris ),False
4174,"If deliver the frisbee to the shelf holds, then in the next step get_help persists until picking up the parking_meter holds, or else get_help holds forever.",deliver_frisbee_shelf -> X((get_help U pickup_parking_meter) | G get_help),G(deliver_frisbee_shelf -> X(get_help U pickup_parking_meter | G get_help)),False
4175,forever touch flag or at some time get apple,G touch_flag | F get_apple,G(touch_flag ) | F(get_apple ),True
4176,it is always true that the table is brown or the escalator moves,G(escalator_moves | table_is_brown),G(table_is_brown | escalator_moves),True
4177,"at some point either the engine stops or the train is crossing and, finally, both a train derails and a train is crossing afterwards",G!(engine_stops | train_is_crossing) | F((engine_stops | train_is_crossing) & F(train_derails & train_is_crossing)),F((engine_stops | train_is_crossing) & F(train_derails & F(train_is_crossing))),False
4178,every time the semaphore is broken and together an elevator rises and an elevator is blocked,G(elevator_is_blocked & elevator_rises & semaphore_is_broken),G(semaphore_is_broken & elevator_rises & elevator_is_blocked),True
4179,You must eventually change light_east green and change light_south green.,F(change_light_east_green & change_light_south_green),F(change_light_east_green & F(change_light_south_green)) | F(change_light_south_green & F(change_light_east_green)),False
4180,whenever go_by tree or repeatedly make_way_to house,F go_by_tree | GF make_way_to_house,G(go_by_tree | GF make_way_to_house),False
4181,reach trash can until get_hold_of pear,reach_trash_can U get_hold_of_pear,reach_trash_can U get_hold_of_pear,True
4182,whenever both the engine stops and the bridge opens then in any case a motorbike catches fire and the engine breaks,G((bridge_opens & engine_stops) -> G(engine_breaks & motorbike_catches_fire)),G((engine_stops & bridge_opens) -> (motorbike_catches_fire & engine_breaks)),False
4183,"Idle must hold until get_help does, or else idle holds forever.",(idle U get_help) | G idle,idle R get_help,False
4184,"if either an elevator rises or the elevator is blocked then finally, both the escalator is blocked and the escalator moves",G((elevator_is_blocked | elevator_rises) -> F(escalator_is_blocked & escalator_moves)),G((elevator_rises | elevator_is_blocked) -> F(escalator_is_blocked & escalator_moves)),True
4185,repeatedly go_to pear and at some time go_near flag,GF go_to_pear & F go_near_flag,GF(go_to_pear ) & F(go_near_flag ),True
4186,move_to house and repeatedly go_to pear,move_to_house & GF go_to_pear,G(move_to_house & GF go_to_pear),False
4187,drop pear or at any time get_near flag,drop_pear | F get_near_flag,drop_pear | F get_near_flag,True
4188,"every time either the manager handles requests, a semaphore is green or the escalator moves",G(escalator_moves | manager_handles_requests | semaphore_is_green),G(manager_handles_requests | semaphore_is_green | escalator_moves),True
4189,at some time grab orange and don't let_go pear,!let_go_pear & F grab_orange,F(grab_orange & !let_go_pear),False
4190,go through either the yellow or the green_room to get to the blue_room,F((green_room | yellow_room) & F blue_room),(! (yellow_room | green_room)) | F((yellow_room | green_room) & F(blue_room)),False
4191,"if hold apple , put_in bucket",hold_apple -> put_in_bucket,G(hold_apple -> F put_in_bucket),False
4192,Take a photograph of building_2.,F(building_2 & photo),F(photo & building_2),True
4193,in the future the elevator is open or a motorbike has stopped,F(elevator_is_open | motorbike_has_stopped),F(elevator_is_open | motorbike_has_stopped),True
4195,whenever obtain orange or at some time make_your_way flag,F obtain_orange | F make_your_way_flag,G(obtain_orange | F make_your_way_flag),False
4196,"first, it is going to happen that a train has arrived, and then, finally, the bar is closing or a table is brown",G!train_has_arrived | F(train_has_arrived & F(bar_is_closing | table_is_brown)),!train_has_arrived | F(train_has_arrived & F(bar_is_closing | table_is_brown)),False
4197,whenever a semaphore is red and the elevator falls then at some point in time the train derails,G((elevator_falls & semaphore_is_red) -> F train_derails),G((semaphore_is_red & elevator_falls) -> F(train_derails)),True
4198,Continuously visit charger 12 while repeatedly transporting box 1 from house 5 to house 23,GF charger_12 & GF(house_5 & F(p_box_1 & F(house_23 & pd))),G(charger_12 ) & G(F(p_box_1 & house_5 & F(p_box_1 & house_23 ))),False
4200,keep revisiting charger 4 as you consistently photograph area 5,GF charger_4 & GF(area_5 & photo),G((photo & area_5) -> F(charger_4)),False
4201,"Whenever record unsafe_civilian holds, eventually communicate the safe_rescuer will hold.",G(record_unsafe_civilian -> F communicate_safe_rescuer),G(record_unsafe_civilian -> F communicate_safe_rescuer),True
4202,Stay in area_2 as you keep goint to building_8 to photo,G area_2 & GF(building_8 & photo),G(area_2 U (building_8 & photo)),False
4203,every time the semaphore is green and a bridge opens then sooner or later a semaphore is broken or the bar has to be repaired,G((bridge_opens & semaphore_is_green) -> F(bar_has_to_be_repaired | semaphore_is_broken)),G((semaphore_is_green & bridge_opens) -> F(semaphore_is_broken | bar_has_to_be_repaired)),True
4204,Every idle is directly followed by picking up the mouse in the next step.,G(idle -> X pickup_mouse),G(idle -> X pickup_mouse ),True
4205,"Eventually at building_9 and remain there permanently, but do not enter building_9 until you have first reached street_6",FG building_9 & (!building_9 U street_6),F(building_9 & G building_9) & (!building_9 U street_6),True
4206,"At every step, idle equals the value of pickup the bowl in the next step.",G(idle <-> X pickup_bowl),G(idle <-> X pickup_bowl),True
4207,"eventually, either the bar has to be repaired or the table is old and, it is going to happen that the brake is pressed or the motorbike has started afterwards",G!(bar_has_to_be_repaired | table_is_old) | F((bar_has_to_be_repaired | table_is_old) & F(brake_is_pressed | motorbike_has_started)),F((bar_has_to_be_repaired | (table_is_old & F(brake_is_pressed | motorbike_has_started)))),False
4208,"Globally, it is not the case that both search the zebra and deliver the bowl to the shelf hold simultaneously.",G!(deliver_bowl_shelf & search_zebra),G(!(search_zebra & deliver_bowl_shelf)),True
4209,"sooner or later the bridge opens and, at the same time, the escalator is blocked and the train derails",F(bridge_opens & escalator_is_blocked & train_derails),F(bridge_opens & escalator_is_blocked & train_derails),True
4210,"Whenever pickup the fork holds, search the refrigerator holds exactly three steps later.",G(pickup_fork -> XXX search_refrigerator),G(pickup_fork -> X(X(X search_refrigerator))),True
4211,Continuously avoid parking lot 5 while repeatedly taking pictures of car 9,G!parking_lot_5 & GF(car_9 & photo),G(!parking_lot_5) & G(F(photo & car_9)),True
4212,whenever the bar is up or an elevator rises then all the time both the engine stops and the bridge opens,G((bar_is_up | elevator_rises) -> G(bridge_opens & engine_stops)),G((bar_is_up | elevator_rises) -> G(engine_stops & bridge_opens)),True
4213,put_in bucket and always have apple,put_in_bucket & G have_apple,G(put_in_bucket & have_apple),False
4214,"first, in the future the engine breaks or the bar is down, and then, sooner or later both a house is built and the sensor captures data",G!(bar_is_down | engine_breaks) | F((bar_is_down | engine_breaks) & F(house_is_built & sensor_captures_data)),! (engine_breaks | bar_is_down) | F ((engine_breaks | bar_is_down) & F (house_is_built & sensor_captures_data)),False
4215,"every time the elevator falls and the escalator is blocked then eventually, the escalator is blocked and the semaphore is red",G((elevator_falls & escalator_is_blocked) -> F(escalator_is_blocked & semaphore_is_red)),G((elevator_falls & escalator_is_blocked) -> F(escalator_is_blocked & semaphore_is_red)),True
4216,"first, at some point in time the escalator moves and a train stops, and then, at a certain moment a sensor gathers information",G!(escalator_moves & train_stops) | F(escalator_moves & train_stops & F sensor_gathers_information),! (escalator_moves & train_stops) | F ((escalator_moves & train_stops) & F (sensor_gathers_information)),False
4217,never drop apple or at any time walk_near flag,G!drop_apple | F walk_near_flag,G(!drop_apple) | G(walk_near_flag),False
4218,always when both the car enters and the brake is released then at a certain moment either the engine starts or the bar has to be repaired,G((brake_is_released & car_enters) -> F(bar_has_to_be_repaired | engine_starts)),G((car_enters & brake_is_released) -> F(engine_starts | bar_has_to_be_repaired)),True
4219,"This controller must Eventually, both change light_east red and photo the car on west_2nd_street hold simultaneously.",F(change_light_east_red & photo_car_west_2nd_street),F(change_light_east_red & photo_car_west_2nd_street),True
4220,"first, it will happen that the constructor creates instances and the motorbike has stopped, and then, in the future either a train is crossing or a manager collect claims",G!(constructor_creates_instances & motorbike_has_stopped) | F(constructor_creates_instances & motorbike_has_stopped & F(manager_collect_claims | train_is_crossing)),! (constructor_creates_instances & motorbike_has_stopped) | F ((constructor_creates_instances & motorbike_has_stopped) & F (train_is_crossing | manager_collect_claims)),False
4221,it is always the case that either a motorbike is driven or the train is crossing,G(motorbike_is_driven | train_is_crossing),G(motorbike_is_driven | train_is_crossing),True
4222,Look for the remote can only happen after idleing.,!search_remote U idle,!search_remote U idle,True
4223,"Switch light_west yellow should always hold, with at most a two-step grace period for recovery.",!G!(change_light_west_yellow & X change_light_west_yellow),G(change_light_west_yellow | X change_light_west_yellow | X X change_light_west_yellow),False
4224,Take a picture of arch 2 and then make sure to go to park 8 and stay there indefinitely,F(arch_2 & photo & F(park_8 & G park_8)),! (photo & arch_2) | F ((photo & arch_2) & F (G park_8)),False
4225,it is always true that a bridge opens and the escalator is blocked,G(bridge_opens & escalator_is_blocked),G(bridge_opens & escalator_is_blocked),True
4226,"finally, the bridge closes and, at some point in time the elevator falls or the bar is up afterwards",G!bridge_closes | F(bridge_closes & F(bar_is_up | elevator_falls)),F(bridge_closes & F(elevator_falls | bar_is_up)),False
4227,every time the house is built and the train derails then in any case either the manager handles requests or a motorbike has started,G((house_is_built & train_derails) -> G(manager_handles_requests | motorbike_has_started)),G((house_is_built & train_derails) -> (manager_handles_requests | motorbike_has_started)),False
4229,"if forever have apple , take_to tree",G have_apple -> take_to_tree,G(have_apple ) -> take_to_tree,True
4230,whenever the bar has to be repaired or the bar is up then all the time the bridge closes or the bridge opens,G((bar_has_to_be_repaired | bar_is_up) -> G(bridge_closes | bridge_opens)),G((bar_has_to_be_repaired | bar_is_up) -> G(bridge_closes | bridge_opens)),True
4231,repeatedly grab tree until approach trash can,GF grab_tree U approach_trash_can,G(grab_tree U approach_trash_can),False
4232,"If deliver_aid the injured_rescuer happens infinitely often, then so does record fire_source.",GF deliver_aid_injured_rescuer -> GF record_fire_source,GF deliver_aid_injured_rescuer -> GF record_fire_source,True
4233,it will happen that a semaphore is yellow after a semaphore is green and the engine starts,G((engine_starts & semaphore_is_green) -> F semaphore_is_yellow),G((semaphore_is_green & engine_starts) -> F(semaphore_is_yellow)),True
4234,"At every step, idle equals the value of pickup the cake in the next step.",G(idle <-> X pickup_cake),G(idle <-> X pickup_cake),True
4235,Record unstable_beam and photo safe_civilian will each happen at some point.,F record_unstable_beam & F photo_safe_civilian,F(record_unstable_beam ) & F(photo_safe_civilian ),True
4236,Either pickup the car or pickup the laptop happens infinitely often.,GF pickup_car | GF pickup_laptop,GF(pickup_car | pickup_laptop),True
4237,Always avoid touching letter 8,G!p_letter_8,G(!p_letter_8 ),True
4238,each time the train derails then in the future the train is crossing after the brake is pressed,G(train_derails -> G(brake_is_pressed -> F train_is_crossing)),G(train_derails -> F(brake_is_pressed -> F(train_is_crossing))),False
4239,Ensure you repeatedly capture photos of street 3,GF(photo & street_3),G(F(photo & street_3)),True
4240,Ensure you reach parking lot 3 and stay there continuously,FG parking_lot_3,F(G parking_lot_3 ),True
