Ground Truth,Response
G ( F ( go_to_apple_trashcan ) ) & drop_pear,G(F(go_to_apple_trashcan) & F(drop_pear))
F ( be_at_flag ) | travel_to_tree,F(be_at_flag | travel_to_tree)
! ( let_go_pear ) & F ( travel_by_tree ),G(!let_go_pear & !travel_by_tree)
G(( escalator_moves & bar_is_closing ) -> G( semaphore_is_yellow )),G((escalator_moves & bar_is_closing) -> semaphore_is_yellow)
drop_by -> move_to_trash_can,G(drop_by -> move_to_trash_can)
[]<>(table_2&&<>(p_brochure_8&&<>(street_9&&pd)))&&[]<>charger_6,G((table_2 & p_brochure_8) -> F street_9) & G F charger_6
G(!( sensor_gathers_information )) | F(( sensor_gathers_information ) & F( escalator_speeds_up | house_collapses )),F(sensor_gathers_information & F(escalator_speeds_up | house_collapses))
G(( semaphore_is_green & bridge_opens ) -> F( train_derails )),F((semaphore_is_green & bridge_opens) & X train_derails)
[]<>charging_station_9&&[]<>(warehouse_5&&<>(p_crate_4&&<>(mall_4&&pd))),G((p_crate_4 & warehouse_5) -> F(charging_station_9 & mall_4))
[]<>(warehouse_4&&<>(p_crate_3&&<>(mall_3&&pd))),G(p_crate_3 -> F(mall_3))
[]<>charger_6&&[]<>(table_4&&p_brochure_4),G(F(p_brochure_4) -> F(charger_6))
G area_2 & G F ( building_8 & photo ),G(area_2 -> (area_2 U (building_8 & F photo)))
G ( avoid_active_flood <-> X photo_flood ),G (avoid_active_flood -> X photo_flood)
G(!( motorbike_catches_fire | bridge_opens )) | F(( motorbike_catches_fire | bridge_opens ) & F( train_is_crossing | motorbike_has_stopped )),F((motorbike_catches_fire | bridge_opens) & F(train_is_crossing | motorbike_has_stopped))
G ( avoid_active_debris -> X ( X ( X go_home ) ) ),X X X go_home
G ( hold_on_pear ) & approach_trash_can,G(hold_on_pear & approach_trash_can)
<>(building_4&&photo&&<>(parking_lot_2&&[]parking_lot_2)),F photo & X (parking_lot_2 & G parking_lot_2)
G(!( engine_starts | elevator_falls )) | F(( engine_starts | elevator_falls ) & F( house_is_open & elevator_rises )),F((engine_starts | elevator_falls) & F(house_is_open & elevator_rises))
G(!( car_starts & semaphore_is_broken )) | F(( car_starts & semaphore_is_broken ) & F( sensor_gathers_information )),F((car_starts & semaphore_is_broken) & F(sensor_gathers_information))
G ( ! ( drop_orange ) ) | F ( lay_hold_of_apple ),G(!drop_orange) | G(lay_hold_of_apple)
G(!( train_has_been_launched & semaphore_is_yellow )) | F(( train_has_been_launched & semaphore_is_yellow ) & F( train_has_arrived | escalator_is_blocked )),F(train_has_been_launched & semaphore_is_yellow & F(train_has_arrived | escalator_is_blocked))
! get_help U change_light_west_red,G(get_help -> change_light_west_red)
! G ( ! ( photo_pedestrian_northwest_7th_avenue & X photo_pedestrian_northwest_7th_avenue ) ),G (photo_pedestrian_northwest_7th_avenue | X photo_pedestrian_northwest_7th_avenue | X X photo_pedestrian_northwest_7th_avenue)
<>(building_4&&photo&&<>(parking_lot_2&&[]parking_lot_2)),F(photo & X(parking_lot_2 & G(parking_lot_2)))
G(!( bridge_closes )) | F(( bridge_closes ) & F( escalator_speeds_up | bar_is_closing )),F(bridge_closes & F(escalator_speeds_up | bar_is_closing))
G(( bar_has_to_be_repaired & bridge_opens ) -> G( motorbike_catches_fire | escalator_speeds_up )),G((motorbike_catches_fire | (bar_has_to_be_repaired & bridge_opens)) -> X(escalator_speeds_up))
G(( train_derails ) -> F( semaphore_is_broken & train_is_crossing )),F(train_derails -> F(semaphore_is_broken & train_is_crossing))
G(( motorbike_has_stopped | semaphore_is_yellow ) -> G( motorbike_has_stopped | elevator_is_blocked )),G((motorbike_has_stopped | elevator_is_blocked) -> (motorbike_has_stopped | semaphore_is_yellow))
G ( F ( go_to_pear ) ) U move_towards_trash_can,G(go_to_pear -> (go_to_pear U move_towards_trash_can))
G F photo_cyclist_northeast_10th_avenue -> G F record_person_east_2nd_street,G(F photo_cyclist_northeast_10th_avenue -> F record_person_east_2nd_street)
G(( semaphore_is_yellow ) -> G(( car_enters ) -> F( bridge_closes ))),G(semaphore_is_yellow -> (car_enters -> F bridge_closes))
[]<>(intersection_4&&photo),G photo
<>[]street_2,G street_2
G ( move_around ) | F ( proceed_to_house ),G(move_around | proceed_to_house)
photo_pedestrian_northwest_10th_street -> X ( ( get_help U record_cyclist_south_10th_street ) | G get_help ),G(photo_pedestrian_northwest_10th_street -> (X(get_help U record_cyclist_south_10th_street) | G get_help))
F G table_4,G table_4
F ( going_to_house ) -> F ( reach_tree ),G(going_to_house -> reach_tree)
G(( motorbike_catches_fire | bar_has_to_be_repaired ) -> G(!( sensor_captures_data & escalator_is_blocked ))),G !((motorbike_catches_fire | bar_has_to_be_repaired) -> (sensor_captures_data & escalator_is_blocked))
G ( F ( grab_tree ) ) & snatch_up_pear,G(F(grab_tree)) & G(F(snatch_up_pear))
<>(table_4&&<>(p_tin_can_4&&<>(trash_can_5&&pd)))&&[]!hallway_2,G( (pd & table_4 & p_tin_can_4) -> ( (!hallway_2) U (pd & trash_can_5 & p_tin_can_4) ) )
G(( train_has_arrived ) -> F( car_stops | table_has_been_moved )),G(train_has_been_arrived -> F(car_stops | table_has_been_moved))
G(!( manager_collect_claims | constructor_creates_instances )) | F(( manager_collect_claims | constructor_creates_instances ) & F( train_has_arrived )),F(train_has_arrived) & F(manager_collect_claims | constructor_creates_instances)
F ( withold_apple ) | G ( ! ( let_go_orange ) ),G(withold_apple | !let_go_orange)
G ( ! ( idle & search_bench ) -> F search_suitcase ),G((!idle & !search_bench) -> F search_suitcase)
photo_person_southeast_9th_street U ( G ( F change_light_north_red ) ),G(photo_person_southeast_9th_street -> (photo_person_southeast_9th_street U G F change_light_north_red))
F ( get_to_cup ) U acquire_apple,G(get_to_cup -> (get_to_cup U acquire_apple))
G(( engine_breaks | train_has_arrived ) -> F( semaphore_is_yellow )),F(semaphore_is_yellow)
( get_help U change_light_north_green ) | G get_help,(get_help V change_light_north_green)
G ( ! ( get_help & record_vehicle_east_4th_street ) -> F record_pedestrian_northwest_3rd_avenue ),G((!get_help & !record_vehicle_east_4th_street) -> F record_pedestrian_northwest_3rd_avenue)
G(( sensor_captures_data | train_has_been_launched ) -> G( semaphore_is_yellow )),G((sensor_captures_data | train_has_been_launched) -> X semaphore_is_yellow)
G(!( table_has_been_moved & train_derails )) | F(( table_has_been_moved & train_derails ) & F( sensor_retrieves_data | engine_starts )),(table_has_been_moved & train_derails) & F(sensor_retrieves_data | engine_starts)
keep_apple -> F ( get_to_flag ),G(get_to_flag -> keep_apple)
G F charging_station_9 & G F ( warehouse_5 & F ( p_crate_4 & F ( mall_4 & pd ) ) ),G((p_crate_4 -> F(mall_4)) & (p_crate_4 -> F(charging_station_9)))
F ( got_to_house ) | F ( get_to_flag ),G(got_to_house | get_to_flag)
G(( elevator_is_open & escalator_moves ) -> F( engine_breaks & motorbike_is_driven )),F((elevator_is_open & escalator_moves) & X(engine_breaks & motorbike_is_driven))
approach_trash_can U drop_pear,(!drop_pear) U approach_trash_can
G(!( engine_stops & motorbike_falls_down )) | F(( engine_stops & motorbike_falls_down ) & F( car_enters & table_is_brown )),F(engine_stops & motorbike_falls_down & F(car_enters & G(table_is_brown)))
record_car_northeast_5th_avenue -> X ( ( get_help U record_jaywalker_north_9th_street ) | G get_help ),G(record_car_northeast_5th_avenue -> X(get_help U record_jaywalker_north_9th_street)) & G(!record_car_northeast_5th_avenue -> G(get_help))
G ( idle -> X G ! pickup_fork ),G(idle -> G(!pickup_fork))
G(!( motorbike_has_started & semaphore_is_red & motorbike_falls_down )),G(!(motorbike_has_started) & !(semaphore_is_red) & !(motorbike_falls_down))
F ( get_close_flag ) U G ( ! ( drop_pear ) ),(!drop_pear) U get_close_flag
G(!( bridge_closes )) | F(( bridge_closes ) & F( sensor_retrieves_data | manager_collect_claims )),F(bridge_closes & F(sensor_retrieves_data | manager_collect_claims))
hold_apple & F ( gather_pear ),G(hold_apple -> F gather_pear)
( F ( blue_room ) & G ( ! yellow_room ) ),G((!yellow_room) -> X blue_room)
G(( constructor_instantiate_objects & escalator_speeds_up ) -> G(!( house_is_open & motorbike_has_started ))),G((constructor_instantiate_objects & escalator_speeds_up) -> !(house_is_open & motorbike_has_started))
photo_motorcycle_southeast_9th_avenue -> X ( ( change_light_north_green U get_help ) | G change_light_north_green ),G(photo_motorcycle_southeast_9th_avenue -> X(change_light_north_green U get_help)) & G(!photo_motorcycle_southeast_9th_avenue -> G(change_light_north_green))
G(!( bridge_closes )) | F(( bridge_closes ) & F( car_starts | train_derails )),F(bridge_closes & F(car_starts | train_derails))
F ( go_to_trashcan ) | G ( F ( grab_tree ) ),G(go_to_trashcan | grab_tree)
G ( F ( go_to_apple_trashcan ) ) -> grip_apple,G(go_to_apple_trashcan -> X grip_apple)
G(( bar_is_up & car_starts ) -> G(!( elevator_is_open | bar_is_closing ))),G(!((bar_is_up & car_starts) -> F(bar_is_closing | elevator_is_open)))
parking_lot_4 U (car_5&&photo),parking_lot_4 U photo
G(( motorbike_has_stopped | motorbike_falls_down ) -> F( semaphore_is_yellow )),F((motorbike_has_stopped | motorbike_falls_down) & semaphore_is_yellow)
locality_1 U intersection_4&&<>(warehouse_9&&<>(p_package_5&&<>(store_2&&pd))),(locality_1 U intersection_4) & G(intersection_4 -> F(pd & warehouse_9 & X(!warehouse_9 U store_2)))
G(( train_is_crossing & bar_has_to_be_repaired ) -> G(!( motorbike_falls_down & engine_starts ))),G(((train_is_crossing & bar_has_to_be_repaired) -> !(motorbike_falls_down & engine_starts)))
!park_4 U street_3&&<>(store_7&&<>(p_takeout_2&&<>(bench_3&&pd))),(!park_4 U street_3) & (F store_7 & F bench_3 & G(store_7 -> F bench_3) & G(p_takeout_2 -> (F store_7 & F bench_3)))
<>(house_2&&p_trash_can_2),F house_2 & F p_trash_can_2
G(!( table_is_brown | motorbike_has_started )) | F(( table_is_brown | motorbike_has_started ) & F( bridge_closes )),F(table_is_brown | (motorbike_has_started & F bridge_closes))
G(!( table_is_old & bridge_opens & house_is_open )),G(!table_is_old) & F(bridge_opens & house_is_open)
G ( hold_on_pear ) | grab_hold_pear,G(hold_on_pear | grab_hold_pear)
!building_3 U street_6&&<>(store_3&&<>(p_box_8&&<>(house_2&&pd))),(!building_3) U (street_6 & p_box_8)
G(!( bridge_closes )) | F(( bridge_closes ) & F( escalator_speeds_up | house_collapses )),F(bridge_closes & F(escalator_speeds_up | house_collapses))
( F photo_jaywalker_southwest_5th_street ) -> ( ! photo_jaywalker_southwest_5th_street U ( change_light_north_red & ! photo_jaywalker_southwest_5th_street ) ),F photo_jaywalker_southwest_5th_street -> (!change_light_north_red U photo_jaywalker_southwest_5th_street)
F ( make_way_waste_basket ) & F ( go_to_transh_can ),F(make_way_waste_basket & go_to_transh_can)
F ( be_near_tree ) | G ( F ( go_to_waste_basket ) ),F(go_to_waste_basket | be_near_tree)
! ( let_go_pear ) | G ( F ( go_to_waste_basket ) ),G(!(let_go_pear | go_to_waste_basket))
F ( bring_pear ) U G ( ! ( drop_apple ) ),bring_pear U !drop_apple
take_to_tree & take_apple,F take_to_tree & F take_apple
[]<>(warehouse_4&&<>(p_crate_3&&<>(mall_3&&pd))),G(p_crate_3 -> F(pd & mall_3))
F ( getting_pear ) U take_apple,getting_pear U take_apple
<>(table_2&&<>(p_brochure_9&&<>(park_4&&[]park_4))),F(p_brochure_9 & table_2) & F(park_4 & G(park_4))
!intersection_5 U street_4&&<>(house_4&&<>(p_pass_4&&<>(office_1&&pd))),(!intersection_5) U (street_4 & p_pass_4 & house_4 & office_1)
! change_light_east_green U change_light_east_yellow,G(change_light_east_green -> (change_light_east_yellow U change_light_east_green))
F ( street_4 & F ( p_traffic_cone_5 & F ( intersection_6 & pd ) ) ),F(p_traffic_cone_5 & F(intersection_6))
F ( go_by_house ) | G ( ! ( drop_orange ) ),G((!drop_orange) | go_by_house)
take_to_trashcan & go_to_orange_bin,F(take_to_trashcan & go_to_orange_bin)
G ( ! ( drop_orange ) ) & F ( visit_house ),G(!drop_orange) & G(visit_house -> F visit_house)
( F get_help ) -> ( ! get_help U ( record_jaywalker_southwest_6th_avenue & ! get_help ) ),G(get_help -> ( !record_jaywalker_southwest_6th_avenue U record_jaywalker_southwest_6th_avenue ))
F ( scoop_up_pear ) | F ( stop_by_trash_can ),G(scoop_up_pear | stop_by_trash_can)
venture_towards_house & venture_towards_house,G(venture_towards_house)
F G ! photo_collision_west_8th_street,G F !photo_collision_west_8th_street
G ( ! ( photo_collision_east_5th_street & get_help ) -> F record_collision_north_10th_street ),G((!photo_collision_east_5th_street & !get_help) -> F record_collision_north_10th_street)
G ( ! ( let_go ) ) & drop_orange,G(!drop_orange & !let_go)
G(!( manager_handles_requests & motorbike_falls_down )) | F(( manager_handles_requests & motorbike_falls_down ) & F( engine_breaks | sensor_captures_data )),F((manager_handles_requests & motorbike_falls_down) & F(engine_breaks | sensor_captures_data))
grab_hold_pear -> ! ( let_go_pear ),G(grab_hold_pear -> !let_go_pear)
go_to_orange -> F ( have_possession_of_apple ),G(have_possession_of_apple -> go_to_orange)
<>(monument_3&&photo&&<>(pathway_8&&[]pathway_8)),F (photo & monument_3) & X (pathway_8 & G pathway_8)
put_in_bucket -> stop_by_flag,G(put_in_bucket -> X stop_by_flag)
F avoid_probable_fire_source & F avoid_probable_gas_leak,G(F(avoid_probable_fire_source) & F(avoid_probable_gas_leak))
! deliver_chair_shelf U get_help,G(deliver_chair_shelf -> get_help)
[]<>(area_4&&photo)&&[]<>(area_3&&photo),G area_4 & G F area_3
( deliver_toaster_loading_dock U get_help ),deliver_toaster_loading_dock & X get_help
G ( touch_flag ) | G ( ! ( let_go_orange ) ),G(touch_flag | !let_go_orange)
G(( train_is_crossing ) -> G(( house_is_built ) -> F( bar_has_to_be_repaired ))),G(train_is_crossing -> (house_is_built U bar_has_to_be_repaired))
get_to_tree | G ( F ( grab_tree ) ),F get_to_tree | G F grab_tree
F ( travel_to_trash_can ) -> venture_to_trash_can,G(travel_to_trash_can -> venture_to_trash_can)
[]county_4&&[]<>(office_3&&<>(p_package_4&&<>(office_8&&pd))),G(county_4 -> (p_package_4 U office_8))
F ( withdraw_pear ) & G ( have_in_orange ),G(withdraw_pear -> G(have_in_orange))
G(( train_stops & bar_is_down ) -> G( semaphore_is_yellow )),G((train_stops & bar_is_down) -> semaphore_is_yellow)
F ( move_past_trash_can ) & F ( go_to_trash_bin ),G(move_past_trash_can -> F(go_to_trash_bin))
F ( take_possession_of_bear ) | F ( stand_by_tree ),G((take_possession_of_bear | stand_by_tree))
F G intersection_5,G intersection_5
F ( get_hold_apple ) & F ( go_to_home ),G((get_hold_apple -> F go_to_home))
F blue_room,blue_room
F ( arrive_at_tree ) U F ( let_go_apple ),G(arrive_at_tree -> (arrive_at_tree U let_go_apple))
[]<>intersection_4&&<>locality_9,G intersection_4 & F locality_9
G(!( sensor_gathers_information )) | F(( sensor_gathers_information ) & F( train_has_arrived | escalator_moves )),F(sensor_gathers_information & F(train_has_arrived | escalator_moves))
G(( train_has_arrived & train_is_crossing ) -> F( sensor_captures_data )),F((train_has_arrived & train_is_crossing) & sensor_captures_data)
( deliver_cow_loading_dock U get_help ),F(deliver_cow_loading_dock & F(get_help))
F ( travel_by_tree ) -> ! ( let_go_pear ),G(travel_by_tree -> !let_go_pear)
gather_apple -> F ( go_past_flag ),G(go_past_flag)
G(( sensor_captures_data | train_is_crossing ) -> G(!( manager_handles_requests & constructor_creates_instances ))),G((sensor_captures_data | train_is_crossing) -> !(manager_handles_requests & constructor_creates_instances))
G(!( sensor_gathers_information )) | F(( sensor_gathers_information ) & F( table_is_old & bar_has_to_be_repaired )),F(sensor_gathers_information & F(table_is_old & F(bar_has_to_be_repaired)))
<>[]house_5,F house_5 & G house_5
F ( go_visit_house ) -> pick_up_fruit,G(go_visit_house -> F pick_up_fruit)
( record_collision_northwest_5th_avenue U record_jaywalker_north_1st_avenue ),G(record_collision_northwest_5th_avenue -> F(record_jaywalker_north_1st_avenue))
F ( collect_orange ) | move_to_house,G((collect_orange | move_to_house))
F G ! go_home,G !go_home
street_4 U ( house_1 & photo ),street_4 U photo
( get_help U record_cyclist_west_3rd_street ),get_help & X record_cyclist_west_3rd_street
go_by_waste_bin | secure_apple,F(go_by_waste_bin | secure_apple)
( photo_injured_civilian U deliver_aid_injured_rescuer ) | G photo_injured_civilian,G(photo_injured_civilian -> (photo_injured_civilian U deliver_aid_injured_rescuer))
F ( collect_apple ) -> G ( ! ( drop_pear ) ),G(collect_apple -> G(!drop_pear))
G(( train_stops & sensor_gathers_information ) -> G( bar_has_to_be_repaired | bar_is_up )),G((train_stops & sensor_gathers_information) -> (bar_has_to_be_repaired | bar_is_up))
G F avoid_probable_gas_leak | X avoid_inactive_gas_leak,G(F(!avoid_probable_gas_leak) | X(!avoid_inactive_gas_leak))
G(!( sensor_gathers_information )) | F(( sensor_gathers_information ) & F( bar_has_to_be_repaired & car_stops )),F(sensor_gathers_information & F(bar_has_to_be_repaired & F(car_stops)))
! G ( ! ( get_help & X get_help ) ),G get_help
G(( engine_starts & semaphore_is_broken ) -> G(!( house_is_open & motorbike_has_started ))),G((engine_starts & semaphore_is_broken) -> !(house_is_open & motorbike_has_started))
G ( ! ( drop_apple ) ) & secure_apple,G(!drop_apple & secure_apple)
G(!( car_enters & engine_stops )) | F(( car_enters & engine_stops ) & F( train_has_arrived | escalator_moves )),F((car_enters & engine_stops) & F(train_has_arrived | escalator_moves))
move_to_house -> F ( go_to_trash_receptacle ),F go_to_trash_receptacle
( F deliver_teddy_bear_shelf ) -> ( ! deliver_teddy_bear_shelf U ( search_donut & ! deliver_teddy_bear_shelf ) ),G(deliver_teddy_bear_shelf -> (search_donut V deliver_teddy_bear_shelf))
<>(office_4&&<>(p_box_2&&<>(house_1&&pd))),F(pd & office_4) & G((pd & office_4) -> X(!pd U house_1))
G(!( escalator_moves | brake_is_pressed )) | F(( escalator_moves | brake_is_pressed ) & F( train_has_arrived & bar_is_down )),F(escalator_moves | (brake_is_pressed & F(train_has_arrived & F(bar_is_down))))
F ( office_4 & F ( p_box_2 & F ( house_1 & pd ) ) ),G(office_4 -> F(pd)) & G(p_box_2 -> F(house_1))
G ( F ( grab_tree ) ) -> G ( have_in_orange ),G F have_in_orange
F ( ( red_room | yellow_room ) & F blue_room ),F blue_room
[]locality_2&&<>(office_4&&<>(p_document_5&&<>(office_9&&pd))),G(locality_2 & (p_document_5 -> (office_4 U office_9)))
parking_lot_9 U (car_2&&photo),parking_lot_9 U photo
G(!( semaphore_is_green | bar_is_up )) | F(( semaphore_is_green | bar_is_up ) & F( house_is_open | motorbike_is_driven )),F((semaphore_is_green | bar_is_up) & F(house_is_open | motorbike_is_driven))
<>[]intersection_5,G intersection_5
G(!( bar_is_closing & elevator_is_blocked )) | F(( bar_is_closing & elevator_is_blocked ) & F( train_has_arrived )),F((bar_is_closing & elevator_is_blocked) & F(train_has_arrived))
going_to_tree U F ( capture_pear ),going_to_tree U capture_pear
collect_pear -> take_apple,G(collect_pear -> X take_apple)
F ( pick_up_peach ) -> put_in_bucket,G(pick_up_peach -> F put_in_bucket)
G ( change_light_south_red -> X G ! photo_person_west_10th_street ),G(change_light_south_red -> G(!photo_person_west_10th_street))
[]!parking_lot_5&&<>(car_3&&photo),G(photo -> !parking_lot_5)
