Ground Truth,Response
(x1 U x2) & G(x2 -> F (!x1)),G(x1 -> (x1 U x2)) & G(x2 -> G(!x1))
G(x1 ->F(x2)) & G(!x3 U (x1 & x2)),G(x1 -> F(x2)) & (!x3 U (x1 & x2))
F(x1 & x2) -> (!x1 U x1) & F(x2)->F(x1),(F(x1 & x2) -> (!x1 U x1)) & (!F(x1 & x2) -> (F(x2) -> F(x1)))
F(x1)->(x2 U x1) & G(x3),(F(x1) -> (x2 U x1)) & (!F(x1) -> G(x3))
G(x1->F(x3 & F(x2))),G(x1 -> F(x2 & F(x3)))
G((x1->!x2) & X(!x1->X(x2))),G((x1 -> !X(x2)) & (!x1 -> X(x2)))
x1 & x2 & x3 -> X(G(x4)),G((x1 | x2 | x3) -> F(G(x4)))
G(x1->(X(!x2) & X(x3) & X(X(!x3)))),G(x1 -> (!x2 & !(X x2) & !(X X x2) & !x3 & !(X x3) & !(X X x3)))
G((x1 U !x1) & (!x1 U x1)),G(x1 -> X(!x1 & X(x1))) & G(!x1 -> X(x1 & X(!x1)))
G(!x1) -> ((x2 -> X(!x2 & x3)) & (x3 ->X(!x3 & x2))),G(!x1) -> G((x2 & !x3) | (!x2 & x3)) & G((x2 -> X(!x2 & x3)) & (x3 -> X(!x3 & x2)))
x1 & x2 & x3 -> F(x1) & F(x2) & F(x3),G((x2 & x1 & x3) -> F(G(x1 & x2 & x3)))
G(X(!x1->((x2 & X(!x2)) & (!x3 & X(x3))))),G((!X(x1)) -> (x2 & !X(x2) & !x3 & X(x3)))
G((x3->!x1 & x2) & ((x1 & x2) -> x3) & F(x1 & x2 & x3)),G((x3 & !x2) -> !x1) & G((x2 & x1) -> x3) & F(x1 & x2 & x3)
G(x1) -> G(x2) U (!x3),G(x1) -> (x2 U !x3)
G (F(x2 & x3) & (X (x2 -> X(x1))) & G(x4 U x1) & F(x2)),G(((!x2) & X(x2)) -> (X(x1) & X(x3))) & G(((!x2) & X(x2)) -> (x4 U x1)) & F(x2)
G(x1 -> G(x2)),G(x1 -> x2)
!x1 U F(x1) & X(G(!x1)),F(x1 & F(G(!x1)))
G(x1-> !(x2 & x3)),G(x1 -> (!x2 & !x3))
X(x1)->F(x2),G(X(x1) -> F(x2))
G(x1) & X(X(!x2)),G(x1) & (!x2) & X(!x2)
G(x1 U F(x2)),G(x1 U F(!x2))
G(x1 & x2) -> F(x3),G((x1 & x2) -> F(x3))
G(x1 -> (F(x2) & F(x3))),G(x1) -> (G(F(x2)) & G(F(x3)))
G((x1->!x3) U (!x1->x3)),G(x1 -> !x3) U F(!x1 & x3)
G(x1->X(!x1) | !x1->X(x1)),G(x1 <-> !X(x1))
G(x1 U (x2 | x3) & F(x3)),(x1 U (x2 | x3)) & F(x3)
G(!x2) | G(x2 U x1),G(!x2) | (x2 U x1)
x1 & x2 & X(x3),G((x1 & !x2) -> F(x3))
G(F(x1 & x2)),F(x1 & x2)
( !x1) U (x1 & X(G (!x1))),G((x1 & X(G(!x1))) | (!x1 & X(F(x1 & X(G(!x1))))))
(x1) U (G(!x1)),F(G(!x1))
F(x1) & G(x1 -> X(G(!x1))),F(x1 & X(G(!x1)))
F(!x1) & G(!x1 -> X(G(!x1))),G(x1 -> F(G(!x1)))
F (x1 & F (x2)) & F (x3 & (!x3 U x2)),x1 & F(x1 & F(x2 & F(x3)))
G(x1 -> (X(x2) & G(X(X(x3))))),G(x1 -> (F(x2) & F(x2 & G(x2 -> X(X(x3))))))
F(x1) & F(x2),G(x1 -> F(x2))
F(x1 | x2) & F(x3),(x1 | x2) U x3
b -> X((c U a) | (G(c))),G(b -> X(c U a | G c))
(F(b) -> (!b U (a & !b))),!b U (a | G(!b))
F(G(!a)),G(F(!a))
G (!(a & b) -> F(c)),G((!a & !b) -> F(c))
(!a) U b,G(a -> (!b U a) -> !a)
G (a -> X(G(!b))),G(a -> G(!b))
(b U (b & ! a)) | G(b),b U (b & a) | G b
a & G(a -> X(!a) & X(X(!a)) & X(X(X(!a))) & X(X(X(X(!a)))) & X(X(X(X(X(a)))))),G(a & X(X(X(X(X(a))))))
G (a -> (b | X(b))),G(a -> (X(b) & X(X(b))))
G(!a -> (X(!a) | X(X(a)))),G(!a | (X(!a) | X(X(!a))))
G(a -> (X(!a) | X(X(!a)) | X(X(X(a))))),G(a -> (X(!a) & X(X(!a))))
G ( a -> X(b)),G(a -> F(b))
G(x1 <-> x2),G(x1 -> x2)
!p U (p U (!p U (p U G(!p)))),!(F(p & X(F(p & X(F(p))))))
x1 -> X(x2 U (x3 & x4)),G(x1 -> (x2 U (x3 & x4)))
F(x1 -> F(!x1)),G(x1 -> F(!x1))
G(r -> X(!r & X(r))),G(r -> G(r))
(r U !r) & (G(!r -> G(!r))),G(r -> X(G(!r)))
x1 -> X(X(X(x1))),G(x1 -> X(X(X(x1))))
X(X(F(X(r)))),F(X(X(r)))
F(r) -> G(b),G(r -> G(b))
G(r -> X(!r) & X(X(r))),G(r -> (!r & X(r)))
F(b & X(F(b))),G(x1 -> F(x1))
x1 & G(x1 -> X(!x1 & X(x1))),G(x1 & X(!x1 & X(x1)))
G((!x1 | x2) -> X(!x3)),G((!x1 | !x2) -> !X(x3))
G(x1 & !x2),G(x1 -> F(x2))
(x1 & !x2) -> X(x1),G((x1 & !x2) -> x1)
(!x1 & x2) -> F(x3 ),G((!x1 & x2) -> F(x3))
x1 -> F(x2),G(x1 -> F(x2))
x1 -> (x2 U x3),G(x1 -> (x2 U x3))
G (x1 -> G(F(x2))),G(x1 -> F(x2))
G(x1 -> G(!x2 U x3)),G(x1 -> (!x2 U x3))
G(x1 -> G(F(x2))),G(x1 -> F(x2))
G ( !x2 -> !x1 ),!x1 U x2
G(x1 & x2 & x3 -> (x1 U x4)),G((x1 & x2 & x3) -> (x2 U x4))
F(G(x1)),G(F(x1)) -> G(x1)
G(F(x1)) -> G(F(x2)),G(x1 -> F(x2)) -> G(F(x1) -> F(x2))
G(x2->X(!x2 U x1)),G((!B) | (B -> ((!B) U A)))
G (x1 -> X(x2)),G(x1 -> F(x2))
x1 -> (X(x1) & X(X(x1)) & X(X(X(!x1)))),G(x1 -> (x1 & X(x1 & X(x1 & X(!x1)))))
G((x1 U !x1) & (F(!x1 U x1)) ),G(x1 U !x1) & F(!x1 U x1)
G(x1 | x2) & x1 U x2 & x2 U x1,G((x1 | x2) & (x1 U x2) & (x2 U x1))
G(x1 -> X(x2 | X3)) & G(x1-> (!x2 & !x3)),G((x1 -> X(x2 | x3)) & (x1 -> !(x2 | x3)))
F(x2) -> !x2 U (x1 & x3),F(x2 -> (!x2 U (x1 & x3)))
G(x1 & (G(x2) U x1) & F(x2)),G(x1) & (x2 U x1) & F(G(x2))
G(x1& !x2) & F(x3),G(x1 & !x2 & F(x3))
G(F(x1)) -> F(G(x1)),G(F(x1 -> F(G(x1))))
x1 & !x2 -> F(!x1 U x2 ),G((x1 & !x2) -> F(!x1 U x2))
(F(x1) & F(x2)) -> G(x1 -> x2 & x2 -> x1),G((F(x1 & x2)) -> G((x1 -> x2) & (x2 -> x1)))
!(G(x1)) U G(!x1),!(G(x1) U G(!x1))
F(x1) -> G(x1 U !x1),F(x1 -> (x1 U !x1))
X(X(x1))->X(x1),X(x1) -> X(X(x1))
G(F(x2) U X(x1)),G(F(x2 U X(x1)))
x3 U ((x1 | G(x3)) & F(x2)),(x3 U x1) | (G x3 & F x2)
x1 -> X(x1),G(x1 -> X(x1))
(x1 -> G(!x2 & F(!x1 U x1))),G(x1 -> (G(!x2) & (!x1 U x1)))
F((x1 <-> X(!x2)) | G(x2)),F(x1 <-> (X(!x2) | G(x2)))
F(G(x1 U x2)),G(F(x1 U x2))
(x1 & x2) -> (X(x3) & X(X(!x3))),G((x1 & x2) -> (X(x3) & X(X(!x3))))
(x1 -> X(x1)) & (X(x1) -> X(X(x1))),G(x1 -> (X(x1) & (X(x1) -> X(X(x1)))))
x1 -> F(x2 U !x1),G(x1 -> F(x2 U !x1))
X(X(X(x1))) -> (F(!x2) & x3),G(X(X(X(x1))) -> F((!x2) & x3))
G(x1 U x2) & G(!(x1 & x2)),G(x1 U !x2) & G(!x1 & !x2)
G(F(x1 -> X(!x1)) & x2 -> !x2),G((F(x1) -> X(!x1)) & (x2 -> !x2))
G(!x1) -> (G(x1) | F(x2)),G(!x1 -> G(x1 | F(x2)))
F(x2 & x1) -> (x1 U x2) | (X(x2)),(F(x2 & x1)) -> (x1 U (x2 | X(x2)))
((F(x1) & F(x2) & F(x3)) -> x4) & (!F(x1) | !F(x2) | !F(x3) -> !x4),(F(x1 & x2 & x3) -> x4) & (!F(x1 & x2 & x3) -> !x4)
G(x1 & !x2),G((x1 & !x2 & (x1 -> !x2)) -> G(!x2))
x1 -> F(!x1) & !x1 -> F(x1),G((x1 -> F(!x1)) & (!x1 -> F(x1)))
(x1 <-> x2) U (x1 U x3),G(x1 <-> (x2 U (x1 U x3)))
G(!(x1 & x2)) & G(x1 | x2),G(!x1 & !x2) & G(x1 | x2)
x1 -> X(!x1) & F(x2),G(x1 -> (X(!x1) & F(x2)))
F(x1) -> G(x1),G(x1)
X(X(F(X(x1)))),G(x1 -> X(X(X(x1))))
