Ground Truth,Response
(x1 U x2) & G(x2 -> F (!x1)),G(x1 -> (x1 U x2)) & G(x2 -> G(!x1))
G(x1 ->F(x2)) & G(!x3 U (x1 & x2)),G(x1 -> F(x2)) & (!x3 U (x1 & x2))
F(x1 & x2) -> (!x1 U x1) & F(x2)->F(x1),(F(x1 & x2) -> (!x1 U x1)) & (!F(x1 & x2) -> (F(x2) -> F(x1)))
F(x1)->(x2 U x1) & G(x3),(F(x1) -> (x2 U x1)) & (!F(x1) -> G(x3))
G(x1->F(x3 & F(x2))),G(x1 -> F(x2 & F(x3)))
G((x1->!x2) & X(!x1->X(x2))),G((x1 -> !X(x2)) & (!x1 -> X(x2)))
x1 & x2 & x3 -> X(G(x4)),G((x1 | x2 | x3) -> F(G(x4)))
G(x1->(X(!x2) & X(x3) & X(X(!x3)))),G(x1 -> (!x2 & !(X x2) & !(X X x2) & !x3 & !(X x3) & !(X X x3)))
G((x1 U !x1) & (!x1 U x1)),G(x1 -> X(!x1 & X(x1))) & G(!x1 -> X(x1 & X(!x1)))
G(!x1) -> ((x2 -> X(!x2 & x3)) & (x3 ->X(!x3 & x2))),G(!x1) -> G((x2 & !x3) | (!x2 & x3)) & G((x2 -> X(!x2 & x3)) & (x3 -> X(!x3 & x2)))
x1 & x2 & x3 -> F(x1) & F(x2) & F(x3),G((x2 & x1 & x3) -> F(G(x1 & x2 & x3)))
G(X(!x1->((x2 & X(!x2)) & (!x3 & X(x3))))),G((!X(x1)) -> (x2 & !X(x2) & !x3 & X(x3)))
G((x3->!x1 & x2) & ((x1 & x2) -> x3) & F(x1 & x2 & x3)),G((x3 & !x2) -> !x1) & G((x2 & x1) -> x3) & F(x1 & x2 & x3)
G(x1) -> G(x2) U (!x3),G(x1) -> (x2 U !x3)
G (F(x2 & x3) & (X (x2 -> X(x1))) & G(x4 U x1) & F(x2)),G(((!x2) & X(x2)) -> (X(x1) & X(x3))) & G(((!x2) & X(x2)) -> (x4 U x1)) & F(x2)
G(x1 -> G(x2)),G(x1 -> x2)
!x1 U F(x1) & X(G(!x1)),F(x1 & F(G(!x1)))
G(x1-> !(x2 & x3)),G(x1 -> (!x2 & !x3))
X(x1)->F(x2),G(X(x1) -> F(x2))
G(x1) & X(X(!x2)),G(x1) & (!x2) & X(!x2)
G(x1 U F(x2)),G(x1 U F(!x2))
G(x1 & x2) -> F(x3),G((x1 & x2) -> F(x3))
G(x1 -> (F(x2) & F(x3))),G(x1) -> (G(F(x2)) & G(F(x3)))
G((x1->!x3) U (!x1->x3)),G(x1 -> !x3) U F(!x1 & x3)
G(x1->X(!x1) | !x1->X(x1)),G(x1 <-> !X(x1))
G(x1 U (x2 | x3) & F(x3)),(x1 U (x2 | x3)) & F(x3)
G(!x2) | G(x2 U x1),G(!x2) | (x2 U x1)
x1 & x2 & X(x3),G((x1 & !x2) -> F(x3))
G(F(x1 & x2)),F(x1 & x2)
( !x1) U (x1 & X(G (!x1))),G((x1 & X(G(!x1))) | (!x1 & X(F(x1 & X(G(!x1))))))
(x1) U (G(!x1)),F(G(!x1))
F(x1) & G(x1 -> X(G(!x1))),F(x1 & X(G(!x1)))
F(!x1) & G(!x1 -> X(G(!x1))),G(x1 -> F(G(!x1)))
F (x1 & F (x2)) & F (x3 & (!x3 U x2)),x1 & F(x1 & F(x2 & F(x3)))
G(x1 -> (X(x2) & G(X(X(x3))))),G(x1 -> (F(x2) & F(x2 & G(x2 -> X(X(x3))))))
F(x1) & F(x2),G(x1 -> F(x2))
F(x1 | x2) & F(x3),(x1 | x2) U x3
b -> X((c U a) | (G(c))),G(b -> X(c U a | G c))
(F(b) -> (!b U (a & !b))),!b U (a | G(!b))
F(G(!a)),G(F(!a))
G (!(a & b) -> F(c)),G((!a & !b) -> F(c))
(!a) U b,G(a -> (!b U a) -> !a)
G (a -> X(G(!b))),G(a -> G(!b))
(b U (b & ! a)) | G(b),b U (b & a) | G b
a & G(a -> X(!a) & X(X(!a)) & X(X(X(!a))) & X(X(X(X(!a)))) & X(X(X(X(X(a)))))),G(a & X(X(X(X(X(a))))))
G (a -> (b | X(b))),G(a -> (X(b) & X(X(b))))
G(!a -> (X(!a) | X(X(a)))),G(!a | (X(!a) | X(X(!a))))
G(a -> (X(!a) | X(X(!a)) | X(X(X(a))))),G(a -> (X(!a) & X(X(!a))))
G ( a -> X(b)),G(a -> F(b))
G(x1 <-> x2),G(x1 -> x2)
!p U (p U (!p U (p U G(!p)))),!(F(p & X(F(p & X(F(p))))))
x1 -> X(x2 U (x3 & x4)),G(x1 -> (x2 U (x3 & x4)))
F(x1 -> F(!x1)),G(x1 -> F(!x1))
G(r -> X(!r & X(r))),G(r -> G(r))
(r U !r) & (G(!r -> G(!r))),G(r -> X(G(!r)))
x1 -> X(X(X(x1))),G(x1 -> X(X(X(x1))))
X(X(F(X(r)))),F(X(X(r)))
F(r) -> G(b),G(r -> G(b))
G(r -> X(!r) & X(X(r))),G(r -> (!r & X(r)))
F(b & X(F(b))),G(x1 -> F(x1))
x1 & G(x1 -> X(!x1 & X(x1))),G(x1 & X(!x1 & X(x1)))
G((!x1 | x2) -> X(!x3)),G((!x1 | !x2) -> !X(x3))
G(x1 & !x2),G(x1 -> F(x2))
(x1 & !x2) -> X(x1),G((x1 & !x2) -> x1)
(!x1 & x2) -> F(x3 ),G((!x1 & x2) -> F(x3))
x1 -> F(x2),G(x1 -> F(x2))
x1 -> (x2 U x3),G(x1 -> (x2 U x3))
G (x1 -> G(F(x2))),G(x1 -> F(x2))
G(x1 -> G(!x2 U x3)),G(x1 -> (!x2 U x3))
G(x1 -> G(F(x2))),G(x1 -> F(x2))
G ( !x2 -> !x1 ),!x1 U x2
G(x1 & x2 & x3 -> (x1 U x4)),G((x1 & x2 & x3) -> (x2 U x4))
F(G(x1)),G(F(x1)) -> G(x1)
G(F(x1)) -> G(F(x2)),G(x1 -> F(x2)) -> G(F(x1) -> F(x2))
G(x2->X(!x2 U x1)),G((!B) | (B -> ((!B) U A)))
G (x1 -> X(x2)),G(x1 -> F(x2))
x1 -> (X(x1) & X(X(x1)) & X(X(X(!x1)))),G(x1 -> (x1 & X(x1 & X(x1 & X(!x1)))))
G((x1 U !x1) & (F(!x1 U x1)) ),G(x1 U !x1) & F(!x1 U x1)
G(x1 | x2) & x1 U x2 & x2 U x1,G((x1 | x2) & (x1 U x2) & (x2 U x1))
G(x1 -> X(x2 | X3)) & G(x1-> (!x2 & !x3)),G((x1 -> X(x2 | x3)) & (x1 -> !(x2 | x3)))
F(x2) -> !x2 U (x1 & x3),F(x2 -> (!x2 U (x1 & x3)))
G(x1 & (G(x2) U x1) & F(x2)),G(x1) & (x2 U x1) & F(G(x2))
G(x1& !x2) & F(x3),G(x1 & !x2 & F(x3))
G(F(x1)) -> F(G(x1)),G(F(x1 -> F(G(x1))))
x1 & !x2 -> F(!x1 U x2 ),G((x1 & !x2) -> F(!x1 U x2))
(F(x1) & F(x2)) -> G(x1 -> x2 & x2 -> x1),G((F(x1 & x2)) -> G((x1 -> x2) & (x2 -> x1)))
!(G(x1)) U G(!x1),!(G(x1) U G(!x1))
F(x1) -> G(x1 U !x1),F(x1 -> (x1 U !x1))
X(X(x1))->X(x1),X(x1) -> X(X(x1))
G(F(x2) U X(x1)),G(F(x2 U X(x1)))
x3 U ((x1 | G(x3)) & F(x2)),(x3 U x1) | (G x3 & F x2)
x1 -> X(x1),G(x1 -> X(x1))
(x1 -> G(!x2 & F(!x1 U x1))),G(x1 -> (G(!x2) & (!x1 U x1)))
F((x1 <-> X(!x2)) | G(x2)),F(x1 <-> (X(!x2) | G(x2)))
F(G(x1 U x2)),G(F(x1 U x2))
(x1 & x2) -> (X(x3) & X(X(!x3))),G((x1 & x2) -> (X(x3) & X(X(!x3))))
(x1 -> X(x1)) & (X(x1) -> X(X(x1))),G(x1 -> (X(x1) & (X(x1) -> X(X(x1)))))
x1 -> F(x2 U !x1),G(x1 -> F(x2 U !x1))
X(X(X(x1))) -> (F(!x2) & x3),G(X(X(X(x1))) -> F((!x2) & x3))
G(x1 U x2) & G(!(x1 & x2)),G(x1 U !x2) & G(!x1 & !x2)
G(F(x1 -> X(!x1)) & x2 -> !x2),G((F(x1) -> X(!x1)) & (x2 -> !x2))
G(!x1) -> (G(x1) | F(x2)),G(!x1 -> G(x1 | F(x2)))
F(x2 & x1) -> (x1 U x2) | (X(x2)),(F(x2 & x1)) -> (x1 U (x2 | X(x2)))
((F(x1) & F(x2) & F(x3)) -> x4) & (!F(x1) | !F(x2) | !F(x3) -> !x4),(F(x1 & x2 & x3) -> x4) & (!F(x1 & x2 & x3) -> !x4)
G(x1 & !x2),G((x1 & !x2 & (x1 -> !x2)) -> G(!x2))
x1 -> F(!x1) & !x1 -> F(x1),G((x1 -> F(!x1)) & (!x1 -> F(x1)))
(x1 <-> x2) U (x1 U x3),G(x1 <-> (x2 U (x1 U x3)))
G(!(x1 & x2)) & G(x1 | x2),G(!x1 & !x2) & G(x1 | x2)
x1 -> X(!x1) & F(x2),G(x1 -> (X(!x1) & F(x2)))
F(x1) -> G(x1),G(x1)
X(X(F(X(x1)))),G(x1 -> X(X(X(x1))))
!initDone U (initDone & G(StartUpMode -> F(SelfTestMode))),G((StartUpMode & initDone) -> X(SelfTestMode))
G(StartUpMode -> X(checkCommsSensors & checkCommsValves)),G(StartUpMode -> (F(checkCommsSensors) & F(checkCommsValves)))
!selfTestFail U (selfTestFail & G(SelfTestMode -> G(!ventilating))),G((SelfTestMode & selfTestFail) -> G(!ventilating))
!expiratoryPauseButton & expiratoryPhaseEnd U (expiratoryPauseButton & expiratoryPhaseEnd & G((PCVMode | PSVMode) & expiratoryPauseButton -> G(expiratoryPause & inValveClose & outValveClose))),G(((PCVMode | PSVMode) & expiratoryPauseButton) -> F(expiratoryPhaseEnd & (expiratoryPauseButton -> (inValveClose & outValveClose U !expiratoryPauseButton))))
G(StartUpMode -> X(checkCommsGUI)),G(StartUpMode -> F(checkCommsGUI))
!(breathingCycleStart) U ((breathingCycleStart) & G(PCVMode -> (inspiratoryPhaseStart))),G(PCVMode & breathingCycleStart -> inspiratoryPhaseStart)
!(inspiratoryPhaseEnd) U ((inspiratoryPhaseEnd) & G((PSVMode & inspiratoryPauseButton) -> X((inValveClose & outValveClose)))),G((PSVMode & inspiratoryPhaseEnd & inspiratoryPauseButton) -> X(inValveClose & outValveClose))
G((StartUpMode | StandbyMode) -> G((inValveClose & outValveOpen))),G((StartUpMode | StandbyMode) -> (inValveClose & outValveOpen))
!(inspiratoryPauseButton) U ((inspiratoryPauseButton) & G((( PCVMode | PSVMode )) -> ((inspiratoryPause | (! inspiratoryPauseButton))))),G((PCVMode | PSVMode) & inspiratoryPauseButton -> F inspiratoryPause)
G(StartUpMode -> (defaultParamsLoaded)),G(StartUpMode -> F(defaultParamsLoaded))
!(selfTestPass | guiResumeRequest) U ((selfTestPass | guiResumeRequest) & G(SelfTestMode -> F(StandbyMode))),G((SelfTestMode & (selfTestPass | guiResumeRequest)) -> X(StandbyMode))
!(inspiratoryPhaseEnd) U ((inspiratoryPhaseEnd) & G((PSVMode & RMButton) -> (RM))),G((inspiratoryPhaseEnd & PSVMode & RM) -> X(RM & RMButton))
(((! ((((StartUpMode | SelfTestMode) | StandbyMode) | PCVMode) | PSVMode)) U (off))),G((PCVMode | PSVMode | SelfTestMode | StandbyMode | StartUpMode) -> !(PCVMode | PSVMode | SelfTestMode | StandbyMode | StartUpMode) U (off & F(PCVMode | PSVMode | SelfTestMode | StandbyMode | StartUpMode)))
!(inspiratoryPhaseEnd) U ((inspiratoryPhaseEnd) & G((PCVMode & inspiratoryPauseButton) -> X((inValveClose & outValveClose)))),G((PCVMode & inspiratoryPhaseEnd & inspiratoryPauseButton) -> X(inValveClose & outValveClose))
!(RM) U ((RM) & X(((! RM) & expiratoryPhaseStart))),G(RM -> F(expiratoryPhaseStart))
G(failSafeMode -> X((inValveClose & outValveOpen))),G(failSafeMode -> (inValveClose & outValveOpen))
!(expiratoryPauseButton) U ((expiratoryPauseButton) & G((( PCVMode | PSVMode )) -> ((expiratoryPause | (! expiratoryPauseButton))))),G((PCVMode | PSVMode) & expiratoryPauseButton -> F expiratoryPause)
!(PSVModeSelected) U ((PSVModeSelected) & G(StandbyMode -> F(PSVMode))),G(PSVModeSelected -> F(PSVMode))
!(inspiratoryPhaseEnd) U ((inspiratoryPhaseEnd) & G((( PCVMode | PSVMode ) & RMButton & ! inspiratoryPauseButton) -> (RM))),G(((PCVMode | PSVMode) & inspiratoryPhaseEnd & !inspiratoryPauseButton & RMButton) -> F(RM))
!(stopVentilation) U ((stopVentilation) & G(PSVMode -> X(StandbyMode))),G((PSVMode & stopVentilation) -> F(!PSVMode & !StandbyMode))
!(inspiratoryPhaseEnd) U ((inspiratoryPhaseEnd) & G((PCVMode & RMButton) -> (RM))),G((inspiratoryPhaseEnd & !PCVMode & RM & RMButton) -> X(RM))
!(PCVModeSelected) U ((PCVModeSelected) & G(StandbyMode -> X(PCVMode))),G(PCVModeSelected -> F(PCVMode))
G((RM) -> F((outValveClose & inValveOpen))),G(RM -> (outValveClose & inValveOpen))
!inspiratoryPauseButton & inspiratoryPhaseEnd U (inspiratoryPauseButton & inspiratoryPhaseEnd & G((PCVMode | PSVMode) & inspiratoryPauseButton -> G(inspiratoryPause & inValveClose & outValveClose))),G(((PCVMode | PSVMode) & inspiratoryPauseButton) -> F(inspiratoryPhaseEnd & (inspiratoryPauseButton -> (inValveClose & outValveClose) U !inspiratoryPauseButton)))
G(SelfTestMode -> ((selfTestPass | selfTestFail))),G(SelfTestMode -> F(selfTestFail | selfTestPass))
!(PSVModeSelected) U ((PSVModeSelected) & G(PCVMode -> F(confirmPSVParameters))),G((PCVMode & PSVModeSelected) -> F(confirmPSVParameters))
G(StartUpMode -> X((((initStart & checkCommsSensors) & checkCommsValves) & checkCommsGUI))),G(initStart -> F(checkCommsGUI & checkCommsSensors & checkCommsValves))
!(guiFailure | ! guiConnected) U ((guiFailure | ! guiConnected) & ((ventilating & highPriorityAlarm))),G((guiFailure | !guiConnected) -> (highPriorityAlarm & (ventilating -> G(ventilating))))
!(selfTestPass) U ((selfTestPass) & (((startMonitoring & startReportingHealthParams) & StandbyMode))),G((selfTestPass & startMonitoring) -> F(startReportingHealthParams))
!(resumeVentilation) U ((resumeVentilation) & F((SelfTestMode & (((((((testPowerSwitchPass | testPowerSwitchSkip) & (testLeaksPass | testLeaksSkip)) & (testFl2Pass | testFl2Skip)) & (testPSExpPass | testPSExpSkip)) & (testOxygenSensorPass | testOxygenSensorSkip)) & (testAlarmsPass | testAlarmsSkip)) -> selfTestPass)))),G(resumeVentilation -> G((testAlarmsSkip | testAlarmsPass) & (testFl2Skip | testFl2Pass) & (testLeaksSkip | testLeaksPass) & (testOxygenSensorSkip | testOxygenSensorPass) & (testPSExpSkip | testPSExpPass) & (testPowerSwitchSkip | testPowerSwitchPass)))
(G((measureTV & displayTV))),G(measureTV -> F(displayTV))
G(enableLeakCompensation -> (leakCompensationActive)),G(enableLeakCompensation -> F(leakCompensationActive)) & !leakCompensationActive
G(StartUpMode | SelfTestMode -> G(! patientConnected)),G((StartUpMode | SelfTestMode) -> !patientConnected)
(X(enterAlarmThresholds)),G(enterAlarmThresholds)
!breathingCycleDone | patientBreathingRequest U (breathingCycleDone | patientBreathingRequest & G(PCVMode -> (breathingCycleStart))),G((PCVMode & breathingCycleDone) -> F(breathingCycleStart)) & G((PCVMode & patientBreathingRequest) -> F(breathingCycleStart))
G(SelfTestMode -> X(((testPSExpPass | testPSExpFail) | testPSExpSkip))),G(SelfTestMode -> F(testPSExpPass | testPSExpFail | testPSExpSkip))
!(apnea) U ((apnea) & F(apneaAlarm)),G(apnea -> F(apneaAlarm))
!(selfTestPass) U ((selfTestPass) & X(StandbyMode)),G(selfTestPass -> F(StandbyMode))
!(ventilatorSettingsChanged) U ((ventilatorSettingsChanged) & (logVentilatorSettings)),G(ventilatorSettingsChanged -> F(logVentilatorSettings))
(F((selfTestPass | selfTestFail))),G(selfTestPass -> !selfTestFail)
!(startUpDone) U ((startUpDone) & F((newPatient | resumeVentilation))),G(startUpDone -> ((!newPatient & !resumeVentilation) U (newPatient | resumeVentilation)))
G(PCVMode -> G((((confirmPSVParameters & PSVMode) | ((! confirmPSVParameters) & PCVMode)) & ventilating))),G((PCVMode & !confirmPSVParameters) -> (!PSVMode & ventilating)) & G(confirmPSVParameters -> F(PSVMode))
!(alarmSettingsChanged) U ((alarmSettingsChanged) & (logAlarmSettings)),G(alarmSettingsChanged -> F(logAlarmSettings))
G(StandbyMode -> G((!ventilating))),G(StandbyMode -> !ventilating)
G(StandbyMode -> F((ventilationParamsAdjustable))),G(StandbyMode -> ventilationParamsAdjustable)
!initFail U (initFail & G(StartUpMode -> (initFail & OutOfServiceWarning & failSafeMode))),G(initFail -> (OutOfServiceWarning & !StartUpMode & !failSafeMode))
!(PSVModeSelected) U ((PSVModeSelected) & G(PCVMode -> X((! (inspiratoryPhaseEnd & PSVMode))))),G((PCVMode & PSVModeSelected & inspiratoryPhaseEnd) -> X(PSVMode))
G(powerFailure -> X(patientSafe)),G(powerFailure -> patientSafe)
G(SelfTestMode -> (((testOxygenSensorPass | testOxygenSensorFail) | testOxygenSensorSkip))),G(SelfTestMode -> F(testOxygenSensorPass))
!(patientChanged) U ((patientChanged) & (logPatientChange)),G(patientChanged -> F(logPatientChange))
G(SelfTestMode -> (((testAlarmsPass | testAlarmsFail) | testAlarmsSkip))),G(SelfTestMode -> F(testAlarmsPass | testAlarmsFail | testAlarmsSkip))
G((gasSupplyFailure) -> X(patientSafe)),G(gasSupplyFailure -> patientSafe)
(G(enableLeakCompensation <-> leakCompensationActive)),G(enableLeakCompensation <-> F(leakCompensationActive))
!(powerSupplyChanged) U ((powerSupplyChanged) & F(logPowerSupply)),G(powerSupplyChanged -> F(logPowerSupply))
(G(logParams & saveLog)),G(F(!logParams & !saveLog) -> (logParams U saveLog))
(X(loadLog)),G(loadLog)
!(patientBreathTrigger) U ((patientBreathTrigger) & (breathingTimerReset)),G(patientBreathTrigger -> X(breathingTimerReset))
G(SelfTestMode -> X(((testPowerSwitchPass | testPowerSwitchFail) | testPowerSwitchSkip))),G(SelfTestMode -> F(testPowerSwitchPass | testPowerSwitchFail | testPowerSwitchSkip))
!(RMButton) U ((RMButton) & G(PCVMode -> F(RM))),G(PCVMode & RMButton -> F RM)
!MinPEEPAlarm U (MinPEEPAlarm & G(enableLeakCompensation -> X(leakCompensationActive))),G(enableLeakCompensation & MinPEEPAlarm -> F leakCompensationActive)
!(powerButton) U ((powerButton) & G((breathingCircuitConnected & ! ( patientConnected ) & airSupplyConnected & powerConnected ) -> X(StartUpMode))),G((breathingCircuitConnected & !patientConnected & airSupplyConnected & powerConnected & powerButton) -> X(StartUpMode))
!(preUseCheckDone) U ((preUseCheckDone) & X(logPreUseCheck)),G(preUseCheckDone -> F(logPreUseCheck))
!(selfTestFail) U ((selfTestFail) & G(SelfTestMode -> F((OutOfServiceWarning & failSafeMode)))),G((selfTestFail) -> (F(OutOfServiceWarning) & G(!SelfTestMode & !failSafeMode)))
G(SelfTestMode -> X(((testLeaksPass | testLeaksFail) | testLeaksSkip))),G(SelfTestMode -> F(testLeaksPass | testLeaksFail | testLeaksSkip))
(G((measureRR & displayRR))),G(measureRR -> F(displayRR))
!(PSVModeSelected) U ((PSVModeSelected) & G(PCVMode -> X((ventilating & PSVMode)))),G((PCVMode & ventilating) -> F(PSVModeSelected))
!(resumeVentilation) U ((resumeVentilation) & (loadLastParams)),G(resumeVentilation -> F(loadLastParams))
!breathingCycleDone | patientBreathingRequest U (breathingCycleDone | patientBreathingRequest & G(PCVMode -> F(inspiratoryPhaseStart))),G((PCVMode & !inspiratoryPhaseStart) -> ((!breathingCycleDone & !patientBreathingRequest) U (breathingCycleDone | patientBreathingRequest | inspiratoryPhaseStart)))
G(StandbyMode -> G(((!ventilating & inValveClose) & outValveOpen))),G(StandbyMode -> (!ventilating & inValveClose & outValveOpen))
G(StartUpMode -> X((((checkCommsSensors) & checkCommsValves) & checkCommsGUI) & defaultParamsLoaded & (initStart & (initDone | ((initFail & OutOfServiceWarning) & failSafeMode))))),G(StartUpMode -> (F(defaultParamsLoaded & checkCommsSensors & checkCommsValves & checkCommsGUI & initDone)))
!(expiratoryPauseButton) U ((expiratoryPauseButton) & G(PCVMode & expiratoryPhaseEnd & !patientBreathingRequest -> (((expiratoryPhaseEnd & inValveClose) & outValveClose)))),G((PCVMode & expiratoryPhaseEnd & !patientBreathingRequest & expiratoryPauseButton) -> F(inValveClose & outValveClose))
!(! RMButton) U ((! RMButton) & (((! RM) & expiratoryPhaseStart))),G(RMButton -> F(!RM))
G((expiratoryPhase) -> G((inValveClose & outValveOpen))),G(expiratoryPhase -> (inValveClose & outValveOpen))
!(off & powerButton) U ((off & powerButton) & X((StartUpMode))),G(powerButton -> X(StartUpMode))
!(inspiratoryPhaseEnd & PSVModeSelected) U ((inspiratoryPhaseEnd & PSVModeSelected) & G(PCVMode -> X((ventilating & PSVMode)))),G((PCVMode & ventilating & PSVModeSelected & inspiratoryPhaseEnd) -> X PSVMode)
