Ground Truth,Response
G ( ( get_help <-> photo_pedestrian_northeast_8th_avenue ) -> ( photo_pedestrian_northeast_8th_avenue <-> photo_pedestrian_northeast_2nd_street ) ),G((get_help & photo_pedestrian_northeast_8th_avenue) -> (photo_pedestrian_northeast_8th_avenue <-> photo_pedestrian_northeast_2nd_street))
( ( G ( prop_1 ) & prop_2 ) & ! prop_3 ),G(prop_1 ) & F(prop_2 ) & G(!prop_3 )
F ( prop_1 | F prop_2 ),G(prop_1 -> prop_2)
( ! prop_3 | ( prop_2 <-> prop_1 ) ),G(!prop_3) | (prop_2 <-> prop_1)
( ( prop_1 | prop_2 ) | prop_3 ),G((prop_1 ) | (prop_2 ) | (prop_3 ))
[]!street_5&&<>(house_2&&p_box_4),G((house_2 & p_box_4) -> G(!street_5))
G F ( area_51 & photo ) & G F charger_4,G((photo & charger_4) -> X(photo & charger_4))
F ( prop_1 | F prop_2 ),G(prop_1 ) | prop_2
F ( go_home ) | G ( have_apple ),G((go_home | have_apple))
G ( search_bed -> X G ! idle ),G(search_bed -> G(!idle))
( F prop_3 | ( prop_2 -> prop_1 ) ),F(prop_3) | G(prop_2 -> prop_1)
G(!( elevator_is_open | engine_stops )) | F(( elevator_is_open | engine_stops ) & F( elevator_is_open & train_has_arrived )),F((elevator_is_open | engine_stops) & F((elevator_is_open & train_has_arrived)))
G(!( sensor_retrieves_data & house_collapses )) | F(( sensor_retrieves_data & house_collapses ) & F( car_starts & semaphore_is_red )),F(sensor_retrieves_data & house_collapses & F(car_starts & semaphore_is_red))
! park_5 U intersection_5 & F ( monument_3 & photo ),G(!park_5 U intersection_5) & G(intersection_5 -> F(photo & monument_3))
G ( ! ( drop_apple ) ) & F ( move_to_flag ),G(!drop_apple) & G(move_to_flag)
( ( prop_1 -> prop_2 ) & prop_3 ),G(prop_1 -> (prop_2 & prop_3))
G ( prop_1 -> F ( G prop_2 ) ),G(prop_1 -> F(prop_2))
( prop_1 | G ( F prop_2 ) ),G(prop_1 | prop_2)
F ( prop_1 | G prop_2 ),F(prop_1 ) | G(prop_2 )
! ( F prop_1 | F prop_2 ),G(!prop_1) | G(prop_2)
G F ( warehouse_4 & F ( p_crate_3 & F ( mall_3 & pd ) ) ),G(p_crate_3 -> F(mall_3))
( ( prop_3 & prop_2 ) -> G prop_1 ),G((prop_3 & prop_2) -> G(prop_1))
G ( record_collision_southeast_6th_avenue <-> X photo_car_northeast_6th_street ),G (record_collision_southeast_6th_avenue -> X (photo_car_northeast_6th_street))
( F prop_1 -> ( prop_3 <-> prop_2 ) ),G(prop_1 -> (prop_3 <-> prop_2))
( F search_suitcase ) -> ( ! search_suitcase U ( idle & ! search_suitcase ) ),G(search_suitcase -> F(idle))
( ( ( prop_2 <-> prop_1 ) -> prop_4 ) | prop_3 ),G((prop_2 <-> prop_1) -> prop_4) | G(!(prop_2 <-> prop_1) -> prop_3)
G ( ! prop_1 & F prop_2 ),G(!prop_1 ) & F(prop_2 )
G ( prop_2 -> ( prop_3 & prop_1 ) ),G((prop_2 ) -> (G(! (prop_3 )) & (prop_1 )))
G(!( train_stops | motorbike_has_stopped )) | F(( train_stops | motorbike_has_stopped ) & F( table_is_brown & escalator_moves )),F((train_stops | motorbike_has_stopped) & F(table_is_brown & escalator_moves))
G ( ! prop_1 & F prop_2 ),G(!prop_1) & G(prop_2)
( ( ( prop_3 | prop_1 ) <-> prop_4 ) & prop_2 ),G(((prop_3 | prop_1) <-> prop_4) & prop_2)
G ( ! ( drop_apple ) ) | venture_towards_house,G(!(drop_apple | venture_towards_house))
F ( prop_1 U F prop_2 ),G((prop_1 ) U (prop_2 ))
( ( ( prop_4 & prop_1 ) & prop_3 ) | prop_2 ),G(((prop_4 & prop_1 & prop_3) | prop_2))
( G prop_1 -> ( prop_3 & prop_2 ) ),G(prop_1 ) -> G(prop_3 & prop_2 )
( ! prop_1 U ( prop_2 <-> prop_3 ) ),G((!prop_2) U prop_1) <-> prop_3
( G prop_3 -> ( prop_1 & prop_2 ) ),G(prop_3 -> (prop_1 & prop_2))
( ( prop_1 & prop_2 ) & ( prop_3 & prop_4 ) ),G((prop_1 & prop_2) -> G(prop_3 & prop_4))
( prop_4 & ( prop_3 -> prop_2 ) & ! prop_1 ),G((prop_3 ) -> (prop_2 )) & G(!prop_1 )
G ( get_help->_search_carrot | X search_carrot ),G(get_help -> (search_carrot | X(search_carrot)))
( ( ( prop_3 U prop_1 ) -> prop_2 ) | prop_4 ),G((prop_3 -> (prop_3 U prop_1)) -> (prop_2 | prop_4))
( prop_1 & F prop_2 ),G(prop_1 & prop_2)
! ( F ( pick_up_anything ) ) | travel_to_tree,G(!(pick_up_anything | travel_to_tree))
( G prop_1 U F prop_2 ),G(prop_2 -> !prop_1)
( ( prop_1 | prop_4 ) | ( prop_2 | prop_3 ) ),G((!(prop_1 | prop_4)) -> F(prop_2 | prop_3))
F ( proceed_to_flag ) & F ( walk_to_flag ),F(proceed_to_flag & G(walk_to_flag))
( ( prop_2 <-> prop_3 ) -> F prop_1 ),G((prop_2 <-> prop_3) -> F(prop_1))
G ( ( photo_collision_southeast_5th_avenue <-> record_car_west_4th_street ) -> ( record_car_west_4th_street <-> record_cyclist_northeast_9th_avenue ) ),G((photo_collision_southeast_5th_avenue & record_car_west_4th_street) -> record_cyclist_northeast_9th_avenue)
G ( F ( make_way_to_house ) ) & G ( ! ( drop_apple ) ),G(make_way_to_house) & G(!drop_apple)
F ( yellow_room & F blue_room ),G(blue_room -> F(yellow_room))
! record_motorcycle_southwest_3rd_street U record_person_southwest_1st_avenue,G(record_motorcycle_southwest_3rd_street -> F(record_person_southwest_1st_avenue))
G ( get_help -> record_vehicle_northwest_5th_street ),G(record_vehicle_northwest_5th_street -> get_help)
( ( prop_2 <-> prop_3 ) & ( prop_1 | prop_4 ) ),G((prop_2 <-> prop_3) & (prop_1 | prop_4))
F ( journey_to_tree ) & F ( advance_to_house ),F(journey_to_tree & G(advance_to_house))
( prop_1 | F prop_2 ),prop_1 | G(prop_2)
G(( brake_is_released & bar_has_to_be_repaired ) -> G( bar_has_to_be_repaired | bar_is_up )),G((brake_is_released & bar_has_to_be_repaired) -> (bar_has_to_be_repaired | bar_is_up))
<>(office_5&&<>(p_letter_4&&<>(house_2&&pd))),G((office_5 & p_letter_4) -> F(house_2 & pd))
( ( prop_3 -> prop_4 ) <-> ( prop_2 & prop_1 ) ),G((prop_3 ) -> (prop_4 <-> (prop_2 & prop_1 )))
G(( semaphore_is_broken | train_has_arrived ) -> G( sensor_captures_data & motorbike_falls_down )),G((semaphore_is_broken | train_has_arrived) -> (sensor_captures_data & motorbike_falls_down))
G(( car_starts | bar_is_closing ) -> G( semaphore_is_yellow )),G((car_starts | bar_is_closing) -> semaphore_is_yellow)
F ( house_4 & F ( p_package_2 & F ( warehouse_5 & pd ) ) ),G((house_4 & p_package_2) -> F(warehouse_5 & pd))
F ( go_by_tree ) -> acquire_apple,G(go_by_tree -> acquire_apple)
( F prop_3 | ( prop_1 | prop_2 ) ),F(prop_3 ) | F(prop_1 ) | F(prop_2 )
G ( ! prop_1 | F prop_2 ),G(!prop_1 ) | F(prop_2 )
( ! ( prop_3 & prop_1 ) -> prop_2 ),G((!(prop_3) & !(prop_1)) -> prop_2)
F ( prop_1 U F prop_2 ),prop_1 U prop_2
F ( prop_2 & prop_1 ),G(prop_2 & prop_1)
( prop_2 U prop_1 ),prop_2 -> F(prop_1)
( ( prop_3 | prop_2 ) | ! prop_1 ),(prop_3 | prop_2) | G(!prop_1)
( ( prop_4 U prop_1 ) & ( prop_3 -> prop_2 ) ),(prop_4 U prop_1) & G((prop_3) -> F(prop_2))
( ( prop_1 & prop_3 ) -> ! prop_2 ),G((prop_1 & prop_3) -> !prop_2)
!store_4 U street_6&&<>(office_2&&<>(p_package_8&&<>(store_4&&pd))),G((!store_4) U street_6) & G((office_2 -> F(p_package_8 & F(store_4))))
G ( ( prop_3 & prop_1 ) -> G prop_2 ),G((prop_3 & prop_1) -> G(!prop_2))
( ( ( prop_3 | prop_4 ) U prop_1 ) & prop_2 ),G(((prop_3 | prop_4) -> ((prop_3 | prop_4) U prop_1)) & prop_2)
F ( pass_by_house ) & G ( touch_flag ),G((touch_flag) -> (pass_by_house))
<>(street_5&&<>(building_2&&[]building_2)),street_5 -> F(building_2 & G(building_2))
F ( move_near_tree ) | F ( spend_time_at_tree ),G(move_near_tree -> spend_time_at_tree)
G F ( warehouse_4 & F ( p_crate_8 & F ( store_8 & pd ) ) ) & G F charger_2,G((p_crate_8 & warehouse_4) -> F(store_8)) & G(F(charger_2))
( ( prop_3 U prop_1 ) -> ! prop_2 ),G((prop_3 U prop_1) -> G(!prop_2))
( pickup_donut U search_truck ),pickup_donut -> F(search_truck)
( ( prop_2 | prop_1 ) | ( prop_4 & prop_3 ) ),G((prop_2 | prop_1) -> F(prop_2 | prop_1)) | G((!(prop_2 | prop_1)) -> F(prop_4 & prop_3))
G ( ( prop_3 & prop_2 ) -> G ( F prop_1 ) ),G((prop_2 & !prop_3) -> G(F(prop_1)))
( ( prop_1 U prop_3 ) | ! prop_2 ),(prop_1 U prop_3) | G(!prop_2)
( ( ( prop_2 -> prop_1 ) | prop_4 ) | prop_3 ),G(prop_2 -> (prop_1 | prop_4 | prop_3))
( ( prop_3 -> prop_2 ) U ( prop_1 <-> prop_4 ) ),G((prop_3) -> (prop_2 U (prop_1 <-> prop_4)))
! idle U get_help,G(idle -> F(get_help))
( ( prop_2 -> prop_1 ) -> ! prop_3 ),G((prop_2) -> (prop_1)) & G((prop_1) -> G(!(prop_3)))
( G prop_1 -> F prop_2 ),G(prop_1 -> F(prop_2))
G F communicate_safe_hostile -> G F get_help,G(F(communicate_safe_hostile) -> F(get_help))
G ( moving ) | come_to_tree,G(moving | come_to_tree)
( G prop_3 & ( prop_2 <-> prop_1 ) ),G(prop_3) & G(prop_2 <-> prop_1)
G ( ( prop_1 | prop_3 ) -> prop_2 ),G((!prop_1 | prop_3) -> prop_2)
( ( prop_3 & prop_2 ) -> ! prop_1 ),G((prop_3 & prop_2) -> G(!prop_1))
( G ( prop_1 | prop_2 ) & prop_3 ),G((prop_1 | prop_2) -> prop_3)
change_light_south_yellow -> X ( ( change_light_north_green U get_help ) | G change_light_north_green ),G(change_light_south_yellow -> X(change_light_north_green R get_help))
( ( ( prop_3 <-> prop_1 ) | prop_4 ) & prop_2 ),G((prop_3 <-> prop_1) | (prop_4 & prop_2))
( ( prop_1 <-> prop_2 ) & G prop_3 ),G(prop_1 <-> (prop_2 & G(prop_3)))
G ( hold_on_pear ) | F ( migrate_to_tree ),G(hold_on_pear | migrate_to_tree)
G(!( semaphore_is_green | bar_is_up )) | F(( semaphore_is_green | bar_is_up ) & F( bar_has_to_be_repaired & sensor_retrieves_data )),F(semaphore_is_green | bar_is_up) & F(bar_has_to_be_repaired & sensor_retrieves_data)
( ( prop_3 | prop_1 ) & ! prop_2 ),((prop_3 | prop_1) & G(!prop_2))
( ( prop_4 <-> prop_2 ) U ( prop_1 -> prop_3 ) ),G((prop_4 -> prop_2) -> (prop_1 <-> prop_3))
F ( go_to_peach ) | G ( F ( make_way_to_house ) ),G(go_to_peach | make_way_to_house)
( ( prop_4 & prop_2 ) | ( prop_1 -> prop_3 ) ),G(((prop_4 & prop_2) | prop_1) -> prop_3)
( ( prop_3 <-> prop_2 ) | G prop_1 ),(G(prop_3 <-> prop_2) | G(prop_1))
G ( ( prop_1 | prop_3 ) -> ( prop_4 U prop_2 ) ),G((prop_1 | prop_3) -> (prop_4 R prop_2))
G(( brake_is_pressed & bar_is_down ) -> G( motorbike_catches_fire & engine_breaks )),G((brake_is_pressed & bar_is_down) -> (motorbike_catches_fire & engine_breaks))
( ( prop_3 -> prop_1 ) & G prop_2 ),G((prop_3) -> (prop_1)) & G(prop_2)
( pickup_person U get_help ) | G pickup_person,pickup_person R get_help
G(!( car_starts & sensor_captures_data )) | F(( car_starts & sensor_captures_data ) & F( elevator_falls | engine_breaks )),!(car_starts & sensor_captures_data) | F((car_starts & sensor_captures_data) & F(elevator_falls | engine_breaks))
G ( F ( make_way_to_house ) ) & F ( go_visit_house ),G(make_way_to_house) & G(go_visit_house)
G ( F ( make_way_to_house ) ) & take_to_trash_can,G(F(make_way_to_house) & F(take_to_trash_can))
( prop_2 -> ( prop_1 U prop_3 ) ),G((prop_2) -> (prop_1 U prop_3))
( ! ( prop_2 & prop_3 ) U prop_1 ),G((prop_1 ) -> G(!(prop_2 ) & !(prop_3 )))
! ( let_go_orange ) & F ( grab_flag ),F(grab_flag & F(let_go_orange))
reach_house -> snatch_up_pear,reach_house -> F(snatch_up_pear)
F ( prop_1 U prop_2 ),G((prop_2 ) -> (prop_1 ))
[]<>(warehouse_3&&<>(p_crate_4&&<>(store_9&&pd)))&&[]<>charger_3,G((p_crate_4 & warehouse_3) -> F(store_9)) & G(F(charger_3))
F ( get_apple ) | F ( grab_pear ),G(get_apple | grab_pear)
G(!( sensor_gathers_information )) | F(( sensor_gathers_information ) & F( sensor_retrieves_data | train_has_been_launched )),F(sensor_gathers_information & F(sensor_retrieves_data | train_has_been_launched))
( G prop_2 & ( prop_3 <-> prop_1 ) ),G(prop_2) & G(prop_3 <-> prop_1)
( ( prop_1 & prop_2 ) & ! prop_3 ),G((prop_1 & prop_2) & !prop_3)
( prop_1 U F prop_2 ),prop_1 U prop_2
[]<>(storage_4&&<>(p_crate_1&&<>(office_2&&pd))),G(F(p_crate_1 & storage_4 & X(office_2)))
[]<>charger_5&&[]<>(region_4 && photo),G(photo -> charger_5)
( ( prop_1 -> prop_2 ) -> F prop_3 ),G((prop_1 -> prop_2) -> F(prop_3))
F ( prop_1 | G ( ! prop_2 ) ),F(prop_1 ) | G(!prop_2 )
G area_2 & G F ( building_8 & photo ),G((photo) -> (area_2 & building_8))
F ( prop_1 | prop_2 ),prop_1 | prop_2
( prop_1 -> G prop_2 ),G(prop_1 -> prop_2)
( ( prop_1 U prop_3 ) & ! prop_2 ),G((prop_1 -> (!prop_2 U prop_3)))
G ( prop_1 | ! prop_2 ),G(prop_1 ) | G(!prop_2 )
G ( prop_1 & F prop_2 ),G(prop_1 ) & G(prop_2 )
F G building_9 & ! building_9 U street_6,G(building_9) & (!building_9 U street_6)
( ( prop_4 & prop_3 ) | ( prop_2 -> prop_1 ) ),G(((prop_4 & prop_3) | prop_2) -> prop_1)
( ( ( prop_3 & prop_4 ) & prop_1 ) -> prop_2 ),G((prop_3 & prop_4 & prop_1) -> prop_2)
G(!( bar_is_down | motorbike_falls_down )) | F(( bar_is_down | motorbike_falls_down ) & F( engine_starts | elevator_is_open )),F((bar_is_down | motorbike_falls_down) & F(engine_starts | elevator_is_open))
( G prop_1 <-> ( prop_2 -> prop_3 ) ),G(prop_1 <-> (prop_2 -> prop_3))
F ( prop_1 | G ( ! prop_2 ) ),G(prop_1 ) | G(!prop_2 )
( F prop_2 -> ( prop_1 -> prop_3 ) ),G((prop_2) -> G((prop_1) -> (prop_3)))
G ( go_by_trash_can ) & put_in_apple_bucket,G(go_by_trash_can & put_in_apple_bucket)
G ( ( prop_2 & prop_1 ) -> G prop_3 ),G((prop_2 & prop_1) -> G(!prop_3))
G ( ( prop_4 | prop_1 ) -> ( prop_3 U prop_2 ) ),G((prop_4 | prop_1) -> (prop_2 U prop_3))
G ( ( prop_3 | prop_1 ) -> prop_2 ),G((prop_3 | prop_1) -> G(!prop_2))
( ( prop_2 <-> prop_3 ) & ( prop_1 -> prop_4 ) ),G((prop_2 <-> prop_3) & prop_1 -> prop_4)
( ( prop_3 -> prop_2 ) & F prop_1 ),G(prop_3 -> (prop_2 & F(prop_1)))
G(!( escalator_moves | brake_is_pressed )) | F(( escalator_moves | brake_is_pressed ) & F( manager_collect_claims & sensor_captures_data )),!(escalator_moves & brake_is_pressed) | F((escalator_moves | brake_is_pressed) & F(manager_collect_claims & sensor_captures_data))
( F prop_1 -> F prop_2 ),F(prop_1 ) -> prop_2
( F prop_1 -> F prop_2 ),G(prop_2 -> prop_1)
G(!( table_is_brown & bar_is_up )) | F(( table_is_brown & bar_is_up ) & F( bridge_closes )),F(table_is_brown & bar_is_up & F(bridge_closes))
G ( ! ( drop_orange ) ) | F ( reach_tree ),G(!(drop_orange )) | reach_tree
( G prop_3 -> ( prop_2 -> prop_1 ) ),G(prop_3 -> G(prop_2 -> prop_1))
F ( prop_1 | prop_2 ),G((prop_1 | prop_2))
( G prop_3 -> ( prop_1 | prop_2 ) ),G(prop_3 -> F(prop_1 | prop_2))
( prop_1 U prop_2 ),prop_1 -> F(prop_2)
G(!( train_has_arrived & bar_is_down )) | F(( train_has_arrived & bar_is_down ) & F( car_starts | semaphore_is_broken )),F((train_has_arrived & bar_is_down) & F(car_starts | semaphore_is_broken))
! get_help U deliver_snowboard_loading_dock,G(get_help -> F(deliver_snowboard_loading_dock))
! G ( ! ( change_light_south_yellow & X change_light_south_yellow ) ),G(change_light_south_yellow | X(change_light_south_yellow) | X(X(change_light_south_yellow)))
<>(statue_6&&photo&&<>(bench_4&&[]bench_4)),photo & statue_6 -> F(bench_4)
( ! prop_3 <-> ( prop_2 <-> prop_1 ) ),G((!prop_3) <-> (prop_1 <-> prop_2))
( ( ( prop_2 | prop_1 ) | prop_4 ) U prop_3 ),G((prop_2 | prop_1 | prop_4) -> (prop_3))
F ( prop_1 & ! ( F prop_2 ) ),G((prop_1 ) -> !(prop_2 ))
( prop_1 -> G ( ! prop_2 ) ),G(prop_1 -> G(!prop_2))
G(!( bridge_closes )) | F(( bridge_closes ) & F( engine_stops | train_is_crossing )),F(bridge_closes & F(engine_stops | train_is_crossing))
G ( ( prop_1 & prop_3 ) -> ( prop_4 | prop_2 ) ),G((prop_1 & prop_3) -> G(!(prop_4 | prop_2)))
G ( ( prop_1 | prop_2 ) -> F ( G prop_3 ) ),G((prop_1 | prop_2) -> F(prop_3))
G ( ! prop_1 | F prop_2 ),G(!prop_1 ) | G(prop_2 )
G ( ( prop_4 & prop_3 ) -> ( prop_2 | prop_1 ) ),G((prop_4 & prop_3) -> G(!(prop_2 | prop_1)))
( F prop_1 -> G ( ! prop_2 ) ),G(prop_1 -> G(!prop_2))
G ( F ( go_to_pear ) ) U reach_trash_can,go_to_pear U reach_trash_can
G F change_light_east_yellow -> G F get_help,G(F(change_light_east_yellow ) -> G(F(get_help )))
( ( prop_2 U prop_1 ) | ! prop_3 ),G(prop_2 -> (!prop_3 U prop_1))
( ( ( prop_3 & prop_2 ) U prop_4 ) <-> prop_1 ),G(((prop_3 & prop_2) U prop_4) -> prop_1)
F ( prop_1 & prop_2 ),G((prop_1 & prop_2))
G ( prop_2 -> ( prop_1 U prop_3 ) ),G((prop_2 ) -> (prop_1 ) R (prop_3 ))
( F prop_1 -> F prop_2 ),G(prop_1 -> F(prop_2))
G(( house_is_open ) -> G(( semaphore_is_red ) -> F( bar_has_to_be_repaired ))),house_is_open -> F(semaphore_is_red -> F(bar_has_to_be_repaired))
( ( ! prop_2 ) U prop_1 ),prop_1 R !prop_2
[]<>(intersection_4&&photo),G(photo -> F(photo & intersection_4))
( ( prop_3 U prop_1 ) | ( prop_2 -> prop_4 ) ),G((prop_3) -> (prop_3 R prop_1)) & G((prop_2) -> (prop_4))
<>[]intersection_5,G(intersection_5)
( prop_1 & F prop_2 ),F (prop_1 & F (prop_2 ))
( ( ( prop_2 & prop_3 ) | prop_4 ) <-> prop_1 ),G(((prop_2 & prop_3) | prop_4) -> prop_1)
G ( hold_on_pear ) | F ( make_way_waste_basket ),G(hold_on_pear | make_way_waste_basket)
G(( car_enters ) -> G(( bar_has_to_be_repaired ) -> F( engine_starts ))),G(car_enters -> F(bar_has_to_be_repaired & F(engine_starts)))
G ( F prop_1 | F prop_2 ),G(prop_2 -> F(prop_1))
avoid_active_fire_source -> X ( ( record_gas_leak U go_home ) | G record_gas_leak ),G(avoid_active_fire_source -> X((record_gas_leak U go_home) | G(record_gas_leak)))
( ! prop_2 <-> ( prop_3 & prop_1 ) ),G((! prop_2 ) <-> (prop_3 & prop_1 ))
F G intersection_4,F(intersection_4) & G(intersection_4)
F ( obtain_apple ) -> F ( arrive_at_tree ),G(obtain_apple -> F(arrive_at_tree))
( ( prop_4 U prop_2 ) <-> ( prop_1 | prop_3 ) ),G((prop_4 U prop_2) <-> (prop_1 | prop_3))
F G ! avoid_nearest_debris,G(!avoid_nearest_debris)
( G prop_1 -> prop_2 ),G(prop_1 -> prop_2 )
G ( F ( grab_tree ) ) & take_to_trashcan,G((grab_tree) -> F(take_to_trashcan))
<>(store_3&&<>(p_package_2&&<>(house_2&&pd)))&&[]!mall_1,G((store_3 -> F(p_package_2 & F(house_2 & pd))) & !mall_1)
G(( train_derails ) -> F( constructor_instantiate_objects | bar_is_up )),F(train_derails & F(constructor_instantiate_objects | bar_is_up))
G(( train_is_crossing ) -> G(( table_is_old ) -> F( brake_is_pressed ))),G(train_is_crossing -> (table_is_old -> F(brake_is_pressed)))
( ( prop_1 & prop_2 ) & F prop_3 ),!prop_1 | F(prop_1 & F(prop_2 & F(prop_3)))
G(!( sensor_retrieves_data | table_is_brown )) | F(( sensor_retrieves_data | table_is_brown ) & F( train_has_arrived )),F (sensor_retrieves_data | (table_is_brown & F (train_has_arrived)))
G ( avoid_active_gas_leak -> deliver_aid_safe_rescuer ),G(deliver_aid_safe_rescuer -> avoid_active_gas_leak)
( ( F prop_1 & prop_3 ) <-> ! prop_2 ),F(prop_1 & prop_3) <-> G(!prop_2)
( ( ( prop_3 <-> prop_2 ) & prop_4 ) U prop_1 ),(prop_3 <-> prop_2) R prop_4
( ( ! prop_2 & prop_3 ) -> G prop_1 ),G((!(prop_2) & prop_3) -> prop_1)
( ( ( prop_2 | prop_1 ) | prop_3 ) <-> prop_4 ),G((prop_2 | prop_1 | prop_3) -> prop_4)
( ( prop_2 -> prop_3 ) & ! prop_1 ),G(prop_2 -> (prop_3 & !prop_1))
( G prop_2 <-> ( prop_1 | prop_3 ) ),G((prop_2 ) <-> (prop_1  | prop_3 ))
( G prop_2 & ( prop_1 -> prop_3 ) ),G(prop_2 ) & G(prop_1 -> prop_3 )
G ( ! ( communicate_safe_rescuer & photo_injured_civilian ) -> F go_home ),G((!(communicate_safe_rescuer | photo_injured_civilian)) -> F(go_home))
record_cyclist_west_8th_avenue U ( G ( F photo_pedestrian_east_2nd_avenue ) ),record_cyclist_west_8th_avenue U G(photo_pedestrian_east_2nd_avenue)
F ( make_to_flag ) U come_to_tree,make_to_flag U come_to_tree
( ! prop_2 ) U prop_1,G(!(prop_2) U prop_1)
G(( bar_has_to_be_repaired | escalator_speeds_up ) -> F( sensor_captures_data )),F((bar_has_to_be_repaired | escalator_speeds_up) & F(sensor_captures_data))
( deliver_aid_injured_hostile U photo_gas_leak ) | G deliver_aid_injured_hostile,deliver_aid_injured_hostile R photo_gas_leak
G ( ! ( get_help & photo_motorcycle_northwest_6th_avenue ) -> F record_vehicle_north_4th_street ),G((!(get_help | photo_motorcycle_northwest_6th_avenue)) -> F(record_vehicle_north_4th_street))
