Ground Truth,Response
G!(bridge_opens | motorbike_catches_fire) | F((bridge_opens | motorbike_catches_fire) & F(constructor_creates_instances & train_has_been_launched)),F((motorbike_catches_fire | bridge_opens) & F(constructor_creates_instances & train_has_been_launched))
G!(house_is_open | motorbike_is_driven) | F((house_is_open | motorbike_is_driven) & F(manager_handles_requests & train_has_arrived)),F((house_is_open | motorbike_is_driven) & train_has_arrived & F(manager_handles_requests))
G!(bar_is_down | motorbike_falls_down) | F((bar_is_down | motorbike_falls_down) & F(manager_handles_requests & train_derails)),F((bar_is_down | motorbike_falls_down) & F(train_derails & manager_handles_requests))
G!(escalator_moves | train_has_arrived) | F((escalator_moves | train_has_arrived) & F(brake_is_pressed & train_stops)),F(train_has_arrived | (escalator_moves & F(train_stops & F(brake_is_pressed))))
G!(manager_collect_claims | sensor_retrieves_data) | F((manager_collect_claims | sensor_retrieves_data) & F(escalator_moves & table_is_brown)),F((sensor_retrieves_data | manager_collect_claims) & F(table_is_brown & escalator_moves))
G!(brake_is_pressed | escalator_moves) | F((brake_is_pressed | escalator_moves) & F(elevator_is_open & train_is_crossing)),F(escalator_moves | brake_is_pressed) & F(elevator_is_open & train_is_crossing)
G!(motorbike_has_started | table_is_brown) | F((motorbike_has_started | table_is_brown) & F(engine_stops | train_is_crossing)),F((table_is_brown | motorbike_has_started) & F(engine_stops | train_is_crossing))
G!(motorbike_has_stopped | train_stops) | F((motorbike_has_stopped | train_stops) & F(bar_is_up | elevator_is_open)),F((train_stops | motorbike_has_stopped) & F(bar_is_up | elevator_is_open))
G!(elevator_is_blocked | escalator_speeds_up) | F((elevator_is_blocked | escalator_speeds_up) & F(brake_is_pressed | elevator_falls)),F(elevator_is_blocked | escalator_speeds_up) & F(elevator_falls | brake_is_pressed)
G!(elevator_is_open | train_derails) | F((elevator_is_open | train_derails) & F(bridge_closes | semaphore_is_broken)),F(elevator_is_open | (train_derails & F(bridge_closes | semaphore_is_broken)))
G!(motorbike_has_started | table_is_brown) | F((motorbike_has_started | table_is_brown) & F(elevator_rises | table_is_brown)),F((table_is_brown | motorbike_has_started) & F(table_is_brown | elevator_rises))
G!(bar_is_down | motorbike_is_driven) | F((bar_is_down | motorbike_is_driven) & F(elevator_is_open | train_derails)),F((bar_is_down | motorbike_is_driven) & F(elevator_is_open | train_derails))
G!(engine_starts | sensor_retrieves_data) | F((engine_starts | sensor_retrieves_data) & F(engine_breaks | semaphore_is_yellow)),F(sensor_retrieves_data | engine_starts & F(engine_breaks | semaphore_is_yellow))
G!(car_starts | train_derails) | F((car_starts | train_derails) & F(sensor_retrieves_data | train_has_been_launched)),F(car_starts | train_derails) & F(sensor_retrieves_data | train_has_been_launched)
G!(brake_is_released | car_stops) | F((brake_is_released | car_stops) & F(bar_is_up | elevator_falls)),F((car_stops | brake_is_released) & F(elevator_falls | bar_is_up))
G!(motorbike_has_stopped | train_stops) | F((motorbike_has_stopped | train_stops) & F(brake_is_released | car_stops)),F((train_stops | motorbike_has_stopped) & F(car_stops | brake_is_released))
G!(bar_has_to_be_repaired | table_is_old) | F((bar_has_to_be_repaired | table_is_old) & F(car_enters | motorbike_has_started)),F((bar_has_to_be_repaired | table_is_old) & F(car_enters | motorbike_has_started))
G!(engine_stops | train_is_crossing) | F((engine_stops | train_is_crossing) & F(bar_is_closing | escalator_speeds_up)),F((engine_stops | train_is_crossing) & F(escalator_speeds_up | bar_is_closing))
G!(car_enters | motorbike_has_started) | F((car_enters | motorbike_has_started) & F train_has_arrived),F((car_enters | motorbike_has_started) & F(train_has_arrived))
G!(elevator_falls | engine_starts) | F((elevator_falls | engine_starts) & F bridge_closes),F((engine_starts | elevator_falls) & F(bridge_closes))
G!(manager_collect_claims | manager_handles_requests) | F((manager_collect_claims | manager_handles_requests) & F bridge_closes),F((manager_handles_requests | manager_collect_claims) & F(bridge_closes))
G!(bar_is_up | semaphore_is_green) | F((bar_is_up | semaphore_is_green) & F bridge_closes),F((semaphore_is_green | bar_is_up) & F(bridge_closes))
G!(motorbike_has_stopped | train_stops) | F((motorbike_has_stopped | train_stops) & F bridge_closes),F(train_stops | motorbike_has_stopped) & F(bridge_closes)
G!(engine_breaks | semaphore_is_yellow) | F((engine_breaks | semaphore_is_yellow) & F sensor_gathers_information),F(engine_breaks | (semaphore_is_yellow & F(sensor_gathers_information)))
G!(escalator_is_blocked | sensor_captures_data) | F((escalator_is_blocked | sensor_captures_data) & F sensor_gathers_information),F(escalator_is_blocked | (sensor_captures_data & F(sensor_gathers_information)))
G!(motorbike_has_stopped | train_stops) | F((motorbike_has_stopped | train_stops) & F train_has_arrived),F((train_stops | motorbike_has_stopped) & F(train_has_arrived))
G!(brake_is_released | car_stops) | F((brake_is_released | car_stops) & F sensor_gathers_information),F((car_stops | brake_is_released) & F(sensor_gathers_information))
G!(car_starts | train_derails) | F((car_starts | train_derails) & F bridge_closes),F(car_starts | train_derails) & F(bridge_closes)
G!(elevator_is_blocked | escalator_speeds_up) | F((elevator_is_blocked | escalator_speeds_up) & F train_has_arrived),F((elevator_is_blocked | escalator_speeds_up) & F(train_has_arrived))
G!(brake_is_pressed | motorbike_has_started) | F((brake_is_pressed | motorbike_has_started) & F bridge_closes),F((brake_is_pressed | motorbike_has_started) & F bridge_closes)
G!bridge_closes | F(bridge_closes & F(car_starts & semaphore_is_broken)),F(bridge_closes & F(car_starts & semaphore_is_broken))
G!bridge_closes | F(bridge_closes & F(bar_is_up & house_is_open)),F(bridge_closes & F(house_is_open & bar_is_up))
G!bridge_closes | F(bridge_closes & F(manager_collect_claims & semaphore_is_broken)),F(bridge_closes & F(manager_collect_claims & semaphore_is_broken))
G!sensor_gathers_information | F(sensor_gathers_information & F(motorbike_is_driven & table_has_been_moved)),F(sensor_gathers_information & F(table_has_been_moved & motorbike_is_driven))
G!train_has_arrived | F(train_has_arrived & F(elevator_falls & train_has_arrived)),F(train_has_arrived & F(train_has_arrived & elevator_falls))
G!bridge_closes | F(bridge_closes & F(bridge_closes & semaphore_is_yellow)),F(bridge_closes & F(semaphore_is_yellow & bridge_closes))
G!train_has_arrived | F(train_has_arrived & F(bar_is_down & table_is_brown)),F(train_has_arrived & F(table_is_brown & bar_is_down))
G!train_has_arrived | F(train_has_arrived & F(manager_collect_claims & semaphore_is_broken)),F train_has_arrived & F (manager_collect_claims & semaphore_is_broken)
G!sensor_gathers_information | F(sensor_gathers_information & F(motorbike_catches_fire & sensor_gathers_information)),F(sensor_gathers_information & F(motorbike_catches_fire))
G!train_has_arrived | F(train_has_arrived & F(manager_handles_requests & train_has_arrived)),F(train_has_arrived & F(train_has_arrived & manager_handles_requests))
G!train_has_arrived | F(train_has_arrived & F(house_collapses & sensor_retrieves_data)),F(train_has_arrived & F(sensor_retrieves_data & house_collapses))
G!sensor_gathers_information | F(sensor_gathers_information & F(car_stops & engine_stops)),F(sensor_gathers_information & F(engine_stops & car_stops))
G!sensor_gathers_information | F(sensor_gathers_information & F(bar_has_to_be_repaired | table_is_old)),F(sensor_gathers_information & F(table_is_old | bar_has_to_be_repaired))
G!bridge_closes | F(bridge_closes & F(car_starts | train_derails)),F(bridge_closes & F(car_starts | train_derails))
G!bridge_closes | F(bridge_closes & F(bar_is_up | elevator_falls)),F(bridge_closes & (elevator_falls | X bar_is_up))
G!train_has_arrived | F(train_has_arrived & F(constructor_instantiate_objects | engine_stops)),F(train_has_arrived & F(engine_stops | constructor_instantiate_objects))
G!sensor_gathers_information | F(sensor_gathers_information & F(car_enters | engine_breaks)),F(sensor_gathers_information & F(engine_breaks | car_enters))
G!bridge_closes | F(bridge_closes & F(constructor_creates_instances | manager_collect_claims)),F(bridge_closes & F(manager_collect_claims | constructor_creates_instances))
G!sensor_gathers_information | F(sensor_gathers_information & F(elevator_rises | train_is_crossing)),F(sensor_gathers_information & F(train_is_crossing | elevator_rises))
G!train_has_arrived | F(train_has_arrived & F(sensor_retrieves_data | train_has_been_launched)),F(train_has_been_arrived & F(sensor_retrieves_data | train_has_been_launched))
G!bridge_closes | F(bridge_closes & F(manager_collect_claims | sensor_retrieves_data)),F(bridge_closes & (sensor_retrieves_data | F(manager_collect_claims)))
G!sensor_gathers_information | F(sensor_gathers_information & F(engine_breaks | manager_handles_requests)),F(sensor_gathers_information & F(engine_breaks | manager_handles_requests))
G!bridge_closes | F(bridge_closes & F(brake_is_pressed | elevator_falls)),F(bridge_closes & (F(elevator_falls) | F(brake_is_pressed)))
G!sensor_gathers_information | F(sensor_gathers_information & F(house_is_open | motorbike_is_driven)),sensor_gathers_information & F(house_is_open | motorbike_is_driven)
G!train_has_arrived | F(train_has_arrived & F bridge_closes),F train_has_arrived & F bridge_closes
G!train_has_arrived | F(train_has_arrived & F sensor_gathers_information),F train_has_arrived & F sensor_gathers_information
G!bridge_closes | F(bridge_closes & F train_has_arrived),F(bridge_closes & F(train_has_arrived))
G!sensor_gathers_information | F(sensor_gathers_information & F bridge_closes),F(sensor_gathers_information & F(bridge_closes))
G!bridge_closes | F(bridge_closes & F sensor_gathers_information),bridge_closes & F sensor_gathers_information
G!sensor_gathers_information | F(sensor_gathers_information & F train_has_arrived),F(sensor_gathers_information & F(train_has_arrived))
G((escalator_is_blocked & escalator_moves) -> F(elevator_rises & escalator_moves)),((escalator_is_blocked & escalator_moves) -> F(elevator_rises & escalator_moves))
G((car_starts & table_is_brown) -> F(bridge_closes & table_is_brown)),(car_starts & table_is_brown) -> F(table_is_brown & bridge_closes)
G((constructor_instantiate_objects & train_is_crossing) -> F(brake_is_pressed & bridge_opens)),((train_is_crossing & constructor_instantiate_objects) -> F(bridge_opens & brake_is_pressed))
G((engine_starts & semaphore_is_green) -> F(car_starts & table_is_brown)),(semaphore_is_green & engine_starts) -> F(car_starts & table_is_brown)
G((bar_is_up & car_stops) -> F(house_is_open | manager_handles_requests)),F((house_is_open) | ((bar_is_up & car_stops) -> manager_handles_requests))
G((motorbike_catches_fire & semaphore_is_broken) -> F(bar_is_closing | motorbike_has_started)),((semaphore_is_broken & motorbike_catches_fire) -> F(bar_is_closing | motorbike_has_started))
G((bar_is_down & semaphore_is_green) -> F(constructor_instantiate_objects | table_is_old)),F(table_is_old | (semaphore_is_green & bar_is_down & constructor_instantiate_objects))
G((elevator_falls & sensor_retrieves_data) -> F(motorbike_has_stopped | semaphore_is_red)),(sensor_retrieves_data & elevator_falls) -> F(semaphore_is_red | motorbike_has_stopped)
G((engine_stops & sensor_retrieves_data) -> F(elevator_rises | table_is_brown)),(sensor_retrieves_data & engine_stops) -> F(table_is_brown | elevator_rises)
G((engine_stops & manager_collect_claims) -> F(sensor_gathers_information | table_has_been_moved)),((engine_stops & manager_collect_claims) -> F(sensor_gathers_information | table_has_been_moved))
G((car_starts & engine_breaks) -> F train_derails),(car_starts & engine_breaks) -> F train_derails
G((escalator_is_blocked & manager_collect_claims) -> F semaphore_is_yellow),((escalator_is_blocked & manager_collect_claims) -> F semaphore_is_yellow)
G((car_enters & train_is_crossing) -> F semaphore_is_yellow),(car_enters & train_is_crossing) -> F semaphore_is_yellow
G((elevator_falls & escalator_is_blocked) -> F semaphore_is_yellow),(elevator_falls & escalator_is_blocked) -> F semaphore_is_yellow
G((car_stops & elevator_is_blocked) -> F train_derails),F((car_stops & elevator_is_blocked) & X(train_derails))
G((motorbike_falls_down & semaphore_is_red) -> F train_derails),F((semaphore_is_red & motorbike_falls_down) & F(train_derails))
G((sensor_captures_data & sensor_retrieves_data) -> G!(elevator_rises & train_has_arrived)),G((sensor_retrieves_data & sensor_captures_data) -> (!elevator_rises & !train_has_arrived))
G((brake_is_released & sensor_captures_data) -> G!(house_is_open & motorbike_has_started)),G((sensor_captures_data & brake_is_released) -> !(house_is_open & motorbike_has_started))
G((constructor_instantiate_objects & escalator_speeds_up) -> G!(house_is_open & semaphore_is_green)),G((constructor_instantiate_objects & escalator_speeds_up) -> !(house_is_open & semaphore_is_green))
G((house_is_built & motorbike_is_driven) -> G!(house_is_open & semaphore_is_green)),G((motorbike_is_driven & house_is_built) -> !(house_is_open & semaphore_is_green))
G((motorbike_has_stopped & sensor_gathers_information) -> G!(bar_is_up & elevator_falls)),G(((motorbike_has_stopped & sensor_gathers_information) -> !(elevator_falls & bar_is_up)))
G((elevator_rises & train_has_arrived) -> G!(escalator_is_blocked & sensor_captures_data)),G((elevator_rises & train_has_arrived) -> !(sensor_captures_data & escalator_is_blocked))
G((constructor_creates_instances & manager_handles_requests) -> G!(sensor_captures_data & sensor_retrieves_data)),G((manager_handles_requests & constructor_creates_instances) -> !(sensor_retrieves_data & sensor_captures_data))
G((bridge_opens & sensor_retrieves_data) -> G!(sensor_captures_data & sensor_retrieves_data)),G !((sensor_retrieves_data & F (bridge_opens & sensor_retrieves_data)) & sensor_captures_data)
G((escalator_is_blocked & sensor_captures_data) -> G!(house_is_built & motorbike_has_stopped)),G((sensor_captures_data & escalator_is_blocked) -> !(house_is_built & motorbike_has_stopped))
G((brake_is_released & sensor_captures_data) -> G!(bar_is_up & car_starts)),G((sensor_captures_data & brake_is_released) -> !(bar_is_up & car_starts))
G((engine_starts & motorbike_falls_down) -> G!(bar_is_closing & house_is_built)),G((motorbike_falls_down & engine_starts) -> !(house_is_built & bar_is_closing))
G((bar_is_up & engine_stops) -> G!(constructor_instantiate_objects & escalator_speeds_up)),G((bar_is_up & engine_stops) -> !(constructor_instantiate_objects & escalator_speeds_up))
G((constructor_instantiate_objects & house_is_open) -> G!(engine_stops | train_stops)),((constructor_instantiate_objects & house_is_open) -> !(engine_stops | train_stops))
G((car_stops & engine_stops) -> G!(bar_is_down | house_is_open)),(car_stops & engine_stops) -> G(!(bar_is_down | house_is_open))
G((bar_is_up & car_starts) -> G!(engine_starts | train_is_crossing)),G((bar_is_up & car_starts) -> !(engine_starts | train_is_crossing))
G((engine_starts & semaphore_is_broken) -> G!(sensor_captures_data | train_is_crossing)),((engine_starts & semaphore_is_broken) -> !(sensor_captures_data | train_is_crossing))
G((house_is_built & motorbike_has_stopped) -> G!(elevator_falls | manager_collect_claims)),G((house_is_built & motorbike_has_stopped) -> !(manager_collect_claims | elevator_falls))
G((engine_starts & motorbike_falls_down) -> G!(escalator_is_blocked | motorbike_has_started)),G((motorbike_falls_down & engine_starts) -> !(escalator_is_blocked | motorbike_has_started))
G((engine_starts & semaphore_is_broken) -> G!(bar_has_to_be_repaired | train_has_arrived)),G((engine_starts & semaphore_is_broken) -> !(bar_has_to_be_repaired | train_has_arrived))
G((elevator_falls & table_has_been_moved) -> G!(car_stops | semaphore_is_yellow)),((table_has_been_moved & elevator_falls) -> !(semaphore_is_yellow | car_stops))
G((house_is_built & motorbike_has_stopped) -> G!(bar_is_closing | elevator_is_open)),G(((house_is_built & motorbike_has_stopped) -> !(elevator_is_open | bar_is_closing)))
G((car_stops & constructor_creates_instances) -> G(sensor_gathers_information & train_has_arrived)),((constructor_creates_instances & car_stops) -> G(train_has_arrived & sensor_gathers_information))
G((bar_is_closing & train_has_been_launched) -> G(house_is_built & train_derails)),G((train_has_been_launched & bar_is_closing) -> (house_is_built & train_derails))
G((engine_starts & table_is_old) -> G(car_starts & manager_collect_claims)),((engine_starts & table_is_old) -> G(car_starts & manager_collect_claims))
G((engine_starts & table_is_old) -> G(house_collapses & manager_handles_requests)),(table_is_old & engine_starts) -> G(manager_handles_requests & house_collapses)
G((train_has_arrived & train_stops) -> G(car_starts & manager_collect_claims)),G((train_stops & train_has_arrived) -> (car_starts & manager_collect_claims))
G((motorbike_falls_down & sensor_captures_data) -> G(manager_collect_claims | sensor_gathers_information)),F((sensor_captures_data & motorbike_falls_down) & G(manager_collect_claims | sensor_gathers_information))
G((motorbike_falls_down & table_has_been_moved) -> G(escalator_speeds_up | manager_collect_claims)),G(((motorbike_falls_down & table_has_been_moved) -> (manager_collect_claims | escalator_speeds_up)))
G((sensor_gathers_information & train_stops) -> G(bar_is_down | sensor_retrieves_data)),((train_stops & sensor_gathers_information) -> G(bar_is_down | sensor_retrieves_data))
G((train_has_arrived & train_stops) -> G(car_enters | engine_stops)),G((train_stops & train_has_arrived) -> (engine_stops | car_enters))
G((car_starts & table_is_brown) -> G(brake_is_released | sensor_captures_data)),G((sensor_captures_data | brake_is_released) -> (table_is_brown & car_starts))
G((semaphore_is_yellow & train_stops) -> G semaphore_is_yellow),(semaphore_is_yellow & train_stops) -> G(semaphore_is_yellow)
G((car_starts & table_is_brown) -> G semaphore_is_yellow),((table_is_brown & car_starts) -> G(semaphore_is_yellow))
G((bar_has_to_be_repaired & bridge_opens) -> G semaphore_is_yellow),((bar_has_to_be_repaired & bridge_opens) -> G(semaphore_is_yellow))
G((bar_is_closing & escalator_moves) -> G semaphore_is_yellow),(escalator_moves & bar_is_closing) -> G(semaphore_is_yellow)
G((motorbike_falls_down & table_has_been_moved) -> G semaphore_is_yellow),(motorbike_falls_down & table_has_been_moved) -> G(semaphore_is_yellow)
G((sensor_gathers_information & train_stops) -> G semaphore_is_yellow),((train_stops & sensor_gathers_information) -> G(semaphore_is_yellow))
G((house_is_built & train_derails) -> G semaphore_is_yellow),(house_is_built & train_derails) -> G(semaphore_is_yellow)
G((elevator_is_open & train_has_been_launched) -> G semaphore_is_yellow),((elevator_is_open & train_has_been_launched) -> G(semaphore_is_yellow))
G((table_is_brown | train_is_crossing) -> F(manager_handles_requests & sensor_retrieves_data)),((train_is_crossing | table_is_brown) -> F(sensor_retrieves_data & manager_handles_requests))
G((constructor_creates_instances | motorbike_falls_down) -> F(escalator_is_blocked & escalator_moves)),((constructor_creates_instances | motorbike_falls_down) -> F(escalator_is_blocked & escalator_moves))
G((house_is_open | train_derails) -> F(engine_breaks & semaphore_is_yellow)),F(((house_is_open | train_derails) -> (engine_breaks & semaphore_is_yellow)))
G((house_is_built | sensor_captures_data) -> F(escalator_is_blocked & table_has_been_moved)),F((house_is_built | sensor_captures_data) & (table_has_been_moved & escalator_is_blocked))
G((car_starts | train_derails) -> F(bar_is_up & escalator_speeds_up)),F((car_starts | train_derails) -> (escalator_speeds_up & bar_is_up))
G((bar_is_up | constructor_instantiate_objects) -> F(train_has_arrived & train_is_crossing)),F((constructor_instantiate_objects | bar_is_up) -> (train_has_arrived & train_is_crossing))
G((bar_is_up | engine_starts) -> F(car_starts & engine_starts)),F((car_starts & engine_starts))
G((bar_is_down | semaphore_is_green) -> F(brake_is_released | train_is_crossing)),F(brake_is_released | (bar_is_down & train_is_crossing) | semaphore_is_green)
